comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.88          358                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .057893      NA          .067671           .133282             .133277            .190000              17            64
3.87          357                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .060680      NA          .051137           .112329             .112321            .170000              16            56
3.94          358                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .061423      NA          .047147           .113070             .113052            .170000              19            59
4.03          357                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .066558      NA          .046091           .089314             .089307            .150000              17            56
3.96          358                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .071157      NA          .061366           .133498             .133490            .200000              16            57
3.88          358                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .060930      NA          .065339           .115728             .115716            .180000              16            69
3.81          358                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .058738      NA          .067491           .112257             .112245            .170000              16            73
4.07          357                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .060775      NA          .048242           .124131             .124123            .180000              17            51
4.04          359                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .076487      NA          .059093           .108509             .108506            .180000              16            56
4.09          358                1                  0    1        256       525       1         0         5         10000     10000     0              25000            1           0           0           0               1             .060832      NA          .066109           .135621             .135610            .200000              16            63
3.87          358                1                  0    1        256       525       1         0         5         10000     10000     0              10000            1           0           0           0               1             .065672      NA          .067225           .115084             .115076            .180000              16            68
4.02          358                1                  0    1        256       525       1         0         5         10000     10000     0              10000            1           0           0           0               1             .059273      NA          .066391           .123972             .123951            .180000              19            67
3.85          357                1                  0    1        256       525       1         0         5         10000     10000     0              10000            1           0           0           0               1             .059280      NA          .065615           .134396             .134388            .190000              16            64
