comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.03          269                1                  0    1        1         2         1         0         2         10000     10000     4000             30000       0           0           16            .005881      NA          .001564           .000898             .000892            .010000              4             50
2.02          270                1                  0    1        1         2         1         0         2         10000     10000     4000             30000       0           0           16            .004536      NA          .001671           .000819             .000813            0                    4             66
1.99          270                1                  0    1        1         2         1         0         2         10000     10000     4000             30000       0           0           16            .005742      NA          .001790           .001118             .001112            .010000              4             60
2.03          269                1                  0    1        1         2         1         0         2         10000     10000     4000             30000       0           0           16            .011119      NA          .001557           .004303             .004297            .010000              4             27
2.03          269                1                  0    1        1         2         1         0         2         10000     10000     4000             30000       0           0           16            .002396      NA          .001644           .000807             .000802            0                    4             66
2.02          268                1                  0    1        1         2         1         0         2         10000     10000     2000             30000       0           0           16            .011096      NA          .001791           .005260             .005255            .010000              4             21
2.00          268                1                  0    1        1         2         1         0         2         10000     10000     2000             30000       0           0           16            .005370      NA          .001489           .000763             .000757            0                    4             66
2.05          268                1                  0    1        1         2         1         0         2         10000     10000     2000             30000       0           0           16            .004811      NA          .001971           .000804             .000798            0                    4             62
2.04          269                1                  0    1        1         2         1         0         2         10000     10000     2000             30000       0           0           16            .011016      NA          .001885           .001046             .001040            .010000              4             33
1.97          270                1                  0    1        1         2         1         0         2         10000     10000     2000             30000       0           0           16            .016241      NA          .001375           .000788             .000785            .010000              4             21
2.00          269                1                  0    1        1         2         1         0         2         10000     10000     1000             30000       0           0           16            .005658      NA          .002084           .001153             .001148            0                    9             66
1.98          269                1                  0    1        1         2         1         0         2         10000     10000     1000             30000       0           0           16            .005932      NA          .001949           .001644             .001637            .010000              4             54
1.98          270                1                  0    1        1         2         1         0         2         10000     10000     1000             30000       0           0           16            .005740      NA          .001303           .000697             .000690            .010000              4             50
2.01          269                1                  0    1        1         2         1         0         2         10000     10000     1000             30000       0           0           16            .005825      NA          .001863           .000985             .000975            0                    4             55
1.97          270                1                  0    1        1         2         1         0         2         10000     10000     1000             30000       0           0           16            .004793      NA          .001421           .000715             .000709            0                    4             55
1.95          268                1                  0    1        1         2         1         0         2         10000     10000     500              30000       0           0           16            .005895      NA          .001505           .000865             .000860            .010000              4             50
2.03          268                1                  0    1        1         2         1         0         2         10000     10000     500              30000       0           0           16            .005530      NA          .001755           .000835             .000830            0                    4             44
2.02          270                1                  0    1        1         2         1         0         2         10000     10000     500              30000       0           0           16            .004057      NA          .001571           .000726             .000720            0                    4             75
2.00          270                1                  0    1        1         2         1         0         2         10000     10000     500              30000       0           0           16            .003849      NA          .001670           .000728             .000721            0                    4             62
2.04          269                1                  0    1        1         2         1         0         2         10000     10000     500              30000       0           0           16            .005523      NA          .001599           .000793             .000786            .010000              4             50
2.01          269                1                  0    1        1         2         1         0         2         10000     10000     500              30000       0           0           16            .005812      NA          .001735           .000806             .000800            .010000              4             60
2.02          270                1                  0    1        1         2         1         0         2         10000     10000     250              30000       0           0           16            .004609      NA          .001674           .000699             .000693            0                    4             62
2.01          269                1                  0    1        1         2         1         0         2         10000     10000     250              30000       0           0           16            .004241      NA          .001605           .000771             .000764            0                    4             57
1.97          269                1                  0    1        1         2         1         0         2         10000     10000     250              30000       0           0           16            .016197      NA          .001578           .000878             .000874            .020000              4             25
2.00          269                1                  0    1        1         2         1         0         2         10000     10000     250              30000       0           0           16            .010972      NA          .001127           .002388             .002385            .010000              4             31
2.01          270                1                  0    1        1         2         1         0         2         10000     10000     250              30000       0           0           16            .005670      NA          .001689           .000789             .000784            .010000              4             50
2.01          269                1                  0    1        1         2         1         0         2         10000     10000     100              30000       0           0           16            .011159      NA          .001885           .005856             .005849            .010000              4             26
2.00          269                1                  0    1        1         2         1         0         2         10000     10000     100              30000       0           0           16            .005858      NA          .001650           .000967             .000961            .010000              4             60
1.98          269                1                  0    1        1         2         1         0         2         10000     10000     100              30000       0           0           16            .010978      NA          .001582           .003490             .003485            .010000              4             29
2.01          270                1                  0    1        1         2         1         0         2         10000     10000     100              30000       0           0           16            .005595      NA          .001503           .000813             .000808            0                    4             44
2.03          269                1                  0    1        1         2         1         0         2         10000     10000     100              30000       0           0           16            .005847      NA          .001586           .001264             .001257            .010000              4             50
1.97          269                1                  0    1        1         2         1         0         2         10000     10000     100              30000       0           0           16            .011169      NA          .001723           .003751             .003746            .010000              4             29
2.17          274                1                  0    1        1         2         1         0         9         10000     10000     4000             30000       0           0           16            .005503      NA          .004123           .002467             .002461            .010000              4             81
2.10          275                1                  0    1        1         2         1         0         9         10000     10000     4000             30000       0           0           16            .016242      NA          .003265           .002099             .002093            .020000              4             38
2.15          274                1                  0    1        1         2         1         0         9         10000     10000     4000             30000       0           0           16            .006073      NA          .003799           .002358             .002352            .010000              4             66
2.16          274                1                  0    1        1         2         1         0         9         10000     10000     4000             30000       0           0           16            .011382      NA          .004862           .006139             .006131            .020000              4             42
2.16          274                1                  0    1        1         2         1         0         9         10000     10000     4000             30000       0           0           16            .005944      NA          .003684           .002045             .002040            .010000              4             72
2.10          275                1                  0    1        1         2         1         0         9         10000     10000     2000             30000       0           0           16            .006113      NA          .007451           .003005             .002999            .010000              4             100
2.15          274                1                  0    1        1         2         1         0         9         10000     10000     2000             30000       0           0           16            .011523      NA          .003856           .004670             .004663            .010000              4             42
2.15          275                1                  0    1        1         2         1         0         9         10000     10000     2000             30000       0           0           16            .006054      NA          .003423           .003433             .003426            .010000              4             66
2.13          274                1                  0    1        1         2         1         0         9         10000     10000     2000             30000       0           0           16            .010979      NA          .005281           .005346             .005342            .010000              4             42
2.10          274                1                  0    1        1         2         1         0         9         10000     10000     2000             30000       0           0           16            .011335      NA          .005085           .006230             .006224            .020000              4             40
2.15          273                1                  0    1        1         2         1         0         9         10000     10000     1000             30000       0           0           16            .011379      NA          .003847           .004969             .004960            .020000              4             45
2.10          275                1                  0    1        1         2         1         0         9         10000     10000     1000             30000       0           0           16            .005826      NA          .004624           .002230             .002224            .010000              4             81
2.13          274                1                  0    1        1         2         1         0         9         10000     10000     1000             30000       0           0           16            .005791      NA          .003520           .002072             .002065            .010000              4             72
2.14          273                1                  0    1        1         2         1         0         9         10000     10000     1000             30000       0           0           16            .005885      NA          .003762           .002003             .001996            .010000              4             81
2.12          275                1                  0    1        1         2         1         0         9         10000     10000     1000             30000       0           0           16            .004747      NA          .004206           .002626             .002620            .010000              4             72
2.16          273                1                  0    1        1         2         1         0         9         10000     10000     500              30000       0           0           16            .005948      NA          .003494           .002143             .002137            .010000              4             63
2.15          274                1                  0    1        1         2         1         0         9         10000     10000     500              30000       0           0           16            .011491      NA          .004094           .006829             .006822            .020000              4             38
2.16          274                1                  0    1        1         2         1         0         9         10000     10000     500              30000       0           0           16            .011328      NA          .003311           .003965             .003959            .010000              4             38
2.16          273                1                  0    1        1         2         1         0         9         10000     10000     500              30000       0           0           16            .006127      NA          .003464           .003389             .003383            .010000              4             66
2.16          274                1                  0    1        1         2         1         0         9         10000     10000     500              30000       0           0           16            .005361      NA          .005405           .002922             .002916            .010000              4             81
2.18          275                1                  0    1        1         2         1         0         9         10000     10000     500              30000       0           0           16            .006037      NA          .003142           .002960             .002947            .010000              4             58
2.13          274                1                  0    1        1         2         1         0         9         10000     10000     250              30000       0           0           16            .011445      NA          .004245           .005217             .005210            .020000              4             45
2.15          273                1                  0    1        1         2         1         0         9         10000     10000     250              30000       0           0           16            .016669      NA          .003587           .002044             .002038            .020000              4             33
2.15          273                1                  0    1        1         2         1         0         9         10000     10000     250              30000       0           0           16            .005535      NA          .004022           .002020             .002014            .010000              4             81
2.13          273                1                  0    1        1         2         1         0         9         10000     10000     250              30000       0           0           16            .004346      NA          .003969           .002350             .002344            .010000              4             80
2.13          274                1                  0    1        1         2         1         0         9         10000     10000     250              30000       0           0           16            .006077      NA          .006081           .002616             .002610            .010000              4             90
2.11          274                1                  0    1        1         2         1         0         9         10000     10000     100              30000       0           0           16            .006191      NA          .004932           .002300             .002294            .010000              4             75
2.15          274                1                  0    1        1         2         1         0         9         10000     10000     100              30000       0           0           16            .004842      NA          .003529           .001968             .001961            .010000              4             70
2.14          274                1                  0    1        1         2         1         0         9         10000     10000     100              30000       0           0           16            .006096      NA          .004042           .003589             .003583            .010000              4             61
2.10          275                1                  0    1        1         2         1         0         9         10000     10000     100              30000       0           0           16            .011335      NA          .003751           .006444             .006437            .020000              4             35
2.16          275                1                  0    1        1         2         1         0         9         10000     10000     100              30000       0           0           16            .005749      NA          .004347           .002251             .002245            .010000              4             72
2.13          274                1                  0    1        1         2         1         0         9         10000     10000     100              30000       0           0           16            .005694      NA          .003411           .002317             .002311            .010000              4             63
