comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.06          262                1                  0    1        32        22        1         0         5         10000     10000     10             50          0           0           16            .003935      NA          .002785           .011025             .011021            .010000              4             38
2.10          265                1                  0    1        32        22        1         0         5         10000     10000     10             50          1           0           16            .011801      .000485     .001297           .006327             .006324            .020000              4             43
2.16          262                1                  0    1        32        22        1         0         5         10000     10000     20             50          0           0           16            .006483      NA          .002028           .010668             .010663            .020000              4             28
2.40          264                1                  0    1        32        22        1         0         5         10000     10000     20             50          1           0           16            .005706      .000381     .001280           .005681             .005677            .010000              4             56
2.07          262                1                  0    1        32        22        1         0         5         10000     10000     30             50          0           0           16            .003866      NA          .002089           .014907             .014902            .020000              4             27
2.18          265                1                  0    1        32        22        1         0         5         10000     10000     30             50          1           0           16            .017519      .000296     .001276           .014200             .014198            .030000              4             27
2.07          262                1                  0    1        32        22        1         0         5         10000     10000     40             50          0           0           16            .006283      NA          .001992           .006077             .006072            .010000              4             50
2.19          265                1                  0    1        32        22        1         0         5         10000     10000     40             50          1           0           16            .012170      .000409     .000878           .005063             .005061            .020000              4             40
2.32          261                1                  0    1        32        22        1         0         5         10000     10000     50             50          0           0           16            .006458      NA          .001983           .011583             .011578            .020000              4             31
2.34          264                1                  0    1        32        22        1         0         5         10000     10000     50             50          1           0           16            .011947      .000395     .001470           .004961             .004957            .020000              4             45
2.23          261                1                  0    1        32        22        1         0         5         10000     10000     60             50          0           0           16            .006305      NA          .001953           .015800             .015795            .020000              4             30
2.09          263                1                  0    1        32        22        1         0         5         10000     10000     60             50          1           0           16            .011990      .000238     .000948           .006080             .006077            .020000              4             39
2.36          267                1                  0    1        32        22        1         0         11        10000     10000     10             50          0           0           16            .026222      NA          .019228           .045698             .045693            .070000              4             34
2.30          269                1                  0    1        32        22        1         0         11        10000     10000     10             50          1           0           16            .042004      .009825     .016753           .031871             .031867            .080000              4             31
2.64          267                1                  0    1        32        22        1         0         11        10000     10000     20             50          0           0           16            .031889      NA          .015345           .047322             .047317            .080000              4             26
2.51          268                1                  0    1        32        22        1         0         11        10000     10000     20             50          1           0           16            .073504      .014610     .021888           .043861             .043857            .130000              4             24
2.20          266                1                  0    1        32        22        1         0         11        10000     10000     30             50          0           0           16            .058686      NA          .005977           .041960             .041956            .100000              4             11
2.28          268                1                  0    1        32        22        1         0         11        10000     10000     30             50          1           0           16            .089285      .003439     .012139           .049956             .049950            .140000              4             14
2.09          265                1                  0    1        32        22        1         0         11        10000     10000     40             50          0           0           16            .086307      NA          .015011           .056575             .056568            .140000              4             14
2.41          269                1                  0    1        32        22        1         0         11        10000     10000     40             50          1           0           16            .121550      .005323     .022212           .056328             .056325            .180000              4             17
2.21          265                1                  0    1        32        22        1         0         11        10000     10000     50             50          0           0           16            .090281      NA          .020186           .084938             .084933            .170000              4             14
2.34          269                1                  0    1        32        22        1         0         11        10000     10000     50             50          1           0           16            .204436      .003376     .013964           .074571             .074568            .280000              4             8
2.35          266                1                  0    1        32        22        1         0         11        10000     10000     60             50          0           0           16            .110621      NA          .013664           .082081             .082076            .190000              4             10
2.31          268                1                  0    1        32        22        1         0         11        10000     10000     60             50          1           0           16            .237731      .012451     .019377           .075801             .075795            .330000              4             9
2.40          267                1                  0    1        32        22        1         0         12        10000     10000     10             50          0           0           16            .026365      NA          .008049           .048269             .048264            .070000              4             17
2.41          269                1                  0    1        32        22        1         0         12        10000     10000     10             50          1           0           16            .050391      .000891     .021573           .028787             .028784            .080000              4             37
2.18          266                1                  0    1        32        22        1         0         12        10000     10000     20             50          0           0           16            .040334      NA          .024515           .061174             .061168            .100000              4             28
2.55          269                1                  0    1        32        22        1         0         12        10000     10000     20             50          1           0           16            .080593      .007386     .027836           .039473             .039469            .130000              4             29
2.37          267                1                  0    1        32        22        1         0         12        10000     10000     30             50          0           0           16            .055379      NA          .021697           .081887             .081881            .140000              4             19
2.27          268                1                  0    1        32        22        1         0         12        10000     10000     30             50          1           0           16            .125406      .004264     .017987           .047977             .047973            .180000              4             16
2.39          265                1                  0    1        32        22        1         0         12        10000     10000     40             50          0           0           16            .072532      NA          .017332           .118462             .118458            .190000              4             11
2.24          268                1                  0    1        32        22        1         0         12        10000     10000     40             50          1           0           16            .172768      .040732     .013111           .047415             .047410            .260000              4             7
2.37          266                1                  0    1        32        22        1         0         12        10000     10000     50             50          0           0           16            .098922      NA          .008221           .122304             .122299            .220000              4             6
2.12          267                1                  0    1        32        22        1         0         12        10000     10000     50             50          1           0           16            .204015      .003846     .016054           .060017             .060013            .270000              4             9
2.36          265                1                  0    1        32        22        1         0         12        10000     10000     60             50          0           0           16            .126280      NA          .027475           .197683             .197674            .320000              4             9
2.50          267                1                  0    1        32        22        1         0         12        10000     10000     60             50          1           0           16            .177312      .063693     .013889           .142045             .142040            .380000              4             6
