comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;256;400;1;0;12;10000;10000;32;0;3;2;.000240;NA;.000239;.000260;.000394;.000833;7;973
0.02;3;1;0;1;256;400;1;0;12;10000;10000;32;1;3;2;.000453;.000133;.000148;.000217;.000330;.000833;7;746
0.03;3;1;0;1;256;400;1;0;12;10000;10000;64;0;3;2;.000237;NA;.000794;.001056;.001428;.001666;20;1142
0.01;3;1;0;1;256;400;1;0;12;10000;10000;64;1;3;2;.001311;.000667;.000742;.000903;.001538;.002916;21;870
0.02;3;1;0;1;256;400;1;0;12;10000;10000;128;0;3;2;.000257;NA;.002779;.003503;.005192;.005833;77;1211
0.02;3;1;0;1;256;400;1;0;12;10000;10000;128;1;3;2;.002809;.002513;.002392;.003436;.004775;.007916;78;910
0.02;3;1;0;1;256;400;1;0;12;10000;10000;256;0;3;2;.000321;NA;.010990;.012678;.015447;.015833;307;1672
0.02;3;1;0;1;256;400;1;0;12;10000;10000;256;1;3;2;.007328;.006608;.008969;.012229;.014410;.022083;307;1183
0.02;3;1;0;1;256;400;1;0;12;10000;10000;512;0;3;2;.000664;NA;.043398;.049717;.051466;.052083;1234;2016
0.02;3;1;0;1;256;400;1;0;12;10000;10000;512;1;3;2;.025790;.025052;.036721;.048568;.050585;.076250;1233;1365
