comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
4.24          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .039124      NA          .043516           .099613             .099607            .140000              7             56
4.27          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .035032      NA          .044174           .079462             .079458            .110000              7             69
4.31          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .038949      NA          .043202           .097469             .097464            .140000              7             58
4.51          359                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .055459      NA          .043297           .225314             .225309            .280000              7             28
4.29          364                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .039549      NA          .045870           .083224             .083220            .120000              7             66
4.30          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .038343      NA          .044662           .091885             .091881            .130000              7             61
4.24          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .044830      NA          .042641           .203657             .203653            .250000              7             32
4.09          367                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .039699      NA          .046587           .108358             .108349            .150000              7             55
4.12          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .039526      NA          .044304           .140436             .140432            .180000              7             44
4.32          359                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           0               16            .039750      NA          .045236           .084957             .084952            .120000              7             65
4.20          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .039576      NA          .046379           6.416519            6.416514           6.460000             7             1
4.08          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .045127      NA          .046237           5.056704            5.056696           5.100000             7             1
4.30          359                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .036510      NA          .045259           6.044289            6.044284           6.080000             7             1
4.61          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .045145      NA          .045972           6.448602            6.448598           6.490000             7             1
4.38          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .039278      NA          .043036           4.934049            4.934045           4.970000             7             1
4.25          370                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .044754      NA          .045060           4.107227            4.107223           4.150000             7             1
4.20          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .038328      NA          .047632           6.108454            6.108448           6.150000             7             1
4.15          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            1.039233     NA          .034011           5.655875            5.655870           6.690000             7             1
4.15          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .038956      NA          .046019           7.762832            7.762826           7.800000             7             1
4.34          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           1               16            .039777      NA          .047441           7.192840            7.192835           7.230000             7             1
4.26          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .038955      NA          .045599           14.252701           14.252696          14.290000            7             0
4.23          372                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .040253      NA          .046895           10.789312           10.789306          10.830000            7             0
4.08          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .045508      NA          .045420           13.468393           13.468389          13.510000            7             0
4.11          366                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            1.067791     NA          .051048           12.387634           12.387625          13.450000            7             0
4.30          361                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .039883      NA          .044674           10.386711           10.386706          10.430000            7             0
4.36          367                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .040114      NA          .045998           10.342578           10.342572          10.380000            7             0
4.12          367                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .033136      NA          .032114           11.012664           11.012659          11.050000            7             0
4.36          363                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .037691      NA          .032868           9.970314            9.970309           10.010000            7             0
4.08          370                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            .040220      NA          .045949           11.989220           11.989216          12.030000            7             0
4.39          360                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           2               16            1.055623     NA          .050953           13.268979           13.268972          14.320000            7             0
4.14          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            1.062095     NA          .048268           36.167201           36.167193          37.230000            7             0
4.35          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            .039269      NA          .045257           32.793328           32.793321          32.830000            7             0
4.36          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            .039519      NA          .046526           32.160873           32.160868          32.200000            7             0
4.10          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            .039484      NA          .047301           28.416326           28.416321          28.460000            7             0
4.26          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            2.048414     NA          .050819           30.472254           30.472246          32.520000            7             0
4.33          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            1.045354     NA          .048940           37.260503           37.260496          38.310000            7             0
4.40          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            .039713      NA          .046270           35.220874           35.220868          35.260000            7             0
4.32          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            1.043631     NA          .052649           26.749025           26.749016          27.790000            7             0
4.25          368                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            .039950      NA          .046308           33.782251           33.782245          33.820000            7             0
4.23          369                1                  0    1        32        521       1         0         5         10000     10000     0              0                500         0           0           5               16            .038459      NA          .046542           33.562128           33.562122          33.600000            7             0
4.23          371                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .039614      NA          .043776           .061337             .061331            .100000              7             79
4.21          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .040063      NA          .043331           .077689             .077683            .120000              7             67
4.51          370                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .051170      NA          .042911           .067828             .067821            .120000              7             67
4.21          359                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .039270      NA          .029583           .075984             .075980            .110000              7             52
4.30          366                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .050837      NA          .042620           .088831             .088827            .140000              7             56
4.42          360                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .040630      NA          .042987           .057180             .057174            .100000              7             81
4.24          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .040119      NA          .043142           .055965             .055960            .090000              7             81
4.00          368                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .032736      NA          .030176           .061342             .061337            .090000              7             63
4.18          360                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .041375      NA          .043729           .059662             .059656            .100000              7             80
4.28          360                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           0               16            .037462      NA          .043403           .091447             .091442            .130000              7             62
4.22          368                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .044096      NA          .030693           .946158             .946154            .990000              7             6
4.09          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .043775      NA          .029750           .680968             .680964            .720000              7             8
4.41          368                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .040458      NA          .045440           1.135396            1.135390           1.180000             7             7
4.29          370                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .045904      NA          .043633           .922094             .922090            .970000              7             8
4.38          368                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .038553      NA          .032164           1.136950            1.136945           1.170000             7             5
4.16          364                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .036822      NA          .045317           1.731551            1.731546           1.770000             7             4
4.26          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .050718      NA          .043007           .897734             .897729            .950000              7             8
4.68          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .037934      NA          .043676           .904431             .904425            .940000              7             8
4.30          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            1.059315     NA          .034928           1.115986            1.115977           2.180000             7             3
4.08          368                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           1               16            .040245      NA          .044265           1.546891            1.546884           1.590000             7             5
4.27          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           2               16            .040396      NA          .044286           1.352296            1.352291           1.390000             7             6
4.31          369                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           2               16            .046187      NA          .044775           1.819303            1.819299           1.870000             7             4
4.08          359                1                  0    1        32        522       1         0         5         10000     10000     0              0                500         0           0           2               16            .040824      NA          .044934           1.764892            1.764883           1.810000             7             4
