comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;256;5;1;0;9;0;0;10000000;0;3;1;0.120681;NA;.061848;.094767;2.388272;.104583;2446;1475
0.02;3;1;0;1;256;5;1;0;9;0;10000;10000000;0;3;1;0.125778;NA;.079061;.083561;2.131606;.096250;2457;2102
0.02;3;1;0;1;256;5;1;0;9;1000;0;10000000;0;3;1;0.124558;NA;.074891;.085380;2.144918;.098750;2448;1984
0.02;3;1;0;1;256;5;1;0;9;1000;10000;10000000;0;3;1;0.121418;NA;.105517;.085498;2.230343;.104166;2455;2623
0.02;3;1;0;1;256;5;1;0;10;0;0;10000000;0;3;1;0.046169;NA;.031128;.067820;1.781553;.076250;1837;1016
0.02;3;1;0;1;256;5;1;0;10;0;10000;10000000;0;3;1;0.059582;NA;.042309;.056699;1.734736;.075000;1842;1457
0.02;3;1;0;1;256;5;1;0;10;1000;0;10000000;0;3;1;0.054976;NA;.043481;.059524;1.599458;.070833;1846;1568
0.02;3;1;0;1;256;5;1;0;10;1000;10000;10000000;0;3;1;0.063894;NA;.061673;.055148;1.623386;.072500;1849;2221
0.02;3;1;0;1;256;5;1;0;11;0;0;10000000;0;3;1;0.037173;NA;.029826;.072805;1.850875;.078750;2446;927
0.02;3;1;0;1;256;5;1;0;11;0;10000;10000000;0;3;1;0.056070;NA;.040123;.059537;1.511817;.067083;2457;1539
0.02;3;1;0;1;256;5;1;0;11;1000;0;10000000;0;3;1;0.041233;NA;.040266;.064992;1.716649;.075000;2453;1379
0.02;3;1;0;1;256;5;1;0;11;1000;10000;10000000;0;3;1;0.058548;NA;.058905;.055196;1.546991;.068750;2463;2223
0.02;3;1;0;1;256;5;1;0;12;0;0;10000000;0;3;1;0.042913;NA;.030801;.068451;1.810750;.077500;1837;990
0.01;3;1;0;1;256;5;1;0;12;0;10000;10000000;0;3;1;0.054228;NA;.041073;.055739;1.628101;.070416;1844;1505
0.02;3;1;0;1;256;5;1;0;12;1000;0;10000000;0;3;1;0.049234;NA;.041148;.058788;1.606910;.070000;1842;1516
0.02;3;1;0;1;256;5;1;0;12;1000;10000;10000000;0;3;1;0.059569;NA;.060998;.056559;1.605607;.070416;1849;2322
0.02;3;1;0;2;256;5;1;0;9;0;0;10000000;0;3;1;0.115904;NA;.050503;.096898;4.927721;.104791;2446;2366
0.02;3;1;0;2;256;5;1;0;9;0;10000;10000000;0;3;1;1.132555;NA;.062990;.086271;4.493957;.097291;2453;3235
0.02;3;1;0;2;256;5;1;0;9;1000;0;10000000;0;3;1;0.115446;NA;.058224;.085884;4.458592;.095625;2448;3097
0.02;3;1;0;2;256;5;1;0;9;1000;10000;10000000;0;3;1;0.128373;NA;.073106;.086051;4.479040;.103333;2455;3872
0.01;3;1;0;2;256;5;1;0;10;0;0;10000000;0;3;1;0.045509;NA;.022218;.057355;3.097119;.065416;1836;1669
0.02;3;1;0;2;256;5;1;0;10;0;10000;10000000;0;3;1;1.066485;NA;.026898;.053526;3.165069;.067083;1843;2014
0.02;3;1;0;2;256;5;1;0;10;1000;0;10000000;0;3;1;0.055136;NA;.028167;.055043;3.127481;.067083;1841;2115
0.02;3;1;0;2;256;5;1;0;10;1000;10000;10000000;0;3;1;0.075431;NA;.040657;.056869;3.233305;.069166;1848;3103
0.02;3;1;0;2;256;5;1;0;11;0;0;10000000;0;3;1;0.036081;NA;.021664;.059515;3.147787;.066250;2446;1592
0.02;2;1;0;2;256;5;1;0;11;0;10000;10000000;0;3;1;1.048869;NA;.028455;.054800;3.171639;.066666;2457;2129
0.01;3;1;0;2;256;5;1;0;11;1000;0;10000000;0;3;1;0.042304;NA;.027322;.056647;3.141769;.066875;2455;2050
0.02;3;1;0;2;256;5;1;0;11;1000;10000;10000000;0;3;1;1.060900;NA;.037312;.054329;3.143278;.067916;2462;2878
0.02;3;1;0;2;256;5;1;0;12;0;0;10000000;0;3;1;0.047789;NA;.020671;.057877;3.061399;.064583;1835;1578
0.02;3;1;0;2;256;5;1;0;12;0;10000;10000000;0;3;1;1.061813;NA;.027505;.053710;3.145861;.066666;1843;2093
0.02;3;1;0;2;256;5;1;0;12;1000;0;10000000;0;3;1;0.069270;NA;.028339;.054532;2.948194;.063541;1841;2294
0.01;3;1;0;2;256;5;1;0;12;1000;10000;10000000;0;3;1;0.070865;NA;.041709;.054627;3.154050;.067083;1848;3424
0.02;3;1;0;3;256;5;1;0;9;0;0;10000000;0;3;1;0.146947;NA;.049886;.102376;7.833492;.110138;2447;3310
0.02;3;1;0;3;256;5;1;0;9;0;10000;10000000;0;3;1;0.152515;NA;.051778;.088889;6.875211;.098472;2453;4018
0.01;3;1;0;3;256;5;1;0;9;1000;0;10000000;0;3;1;0.125416;NA;.048395;.091845;7.061132;.102222;2449;3692
0.02;3;1;0;3;256;5;1;0;9;1000;10000;10000000;0;3;1;1.140570;NA;.052971;.095711;7.615840;.111388;2458;3815
0.02;3;1;0;3;256;5;1;0;10;0;0;10000000;0;3;1;0.051780;NA;.018485;.058730;5.121137;.071666;1836;1896
0.02;3;1;0;3;256;5;1;0;10;0;10000;10000000;0;3;1;0.097643;NA;.022628;.054549;4.733856;.066805;1843;2549
0.02;3;1;0;3;256;5;1;0;10;1000;0;10000000;0;3;1;0.062291;NA;.023018;.055045;4.557029;.064305;1841;2729
0.02;3;1;0;3;256;5;1;0;10;1000;10000;10000000;0;3;1;0.081470;NA;.030661;.055569;4.637221;.066944;1848;3792
0.02;3;1;0;3;256;5;1;0;11;0;0;10000000;0;3;1;0.046420;NA;.018731;.058470;5.049301;.070694;2448;1933
0.02;3;1;0;3;256;5;1;0;11;0;10000;10000000;0;3;1;0.061147;NA;.022146;.055997;4.760626;.066944;2457;2469
0.02;3;1;0;3;256;5;1;0;11;1000;0;10000000;0;3;1;0.057288;NA;.022161;.058218;4.826454;.067361;2452;2461
0.02;3;1;0;3;256;5;1;0;11;1000;10000;10000000;0;3;1;0.063846;NA;.029582;.055457;4.901051;.068888;2462;3305
0.02;3;1;0;3;256;5;1;0;12;0;0;10000000;0;3;1;0.061236;NA;.017304;.057258;5.035654;.070555;1836;1805
0.02;3;1;0;3;256;5;1;0;12;0;10000;10000000;0;3;1;1.087653;NA;.020818;.054225;4.693340;.066250;1843;2395
0.01;3;1;0;3;256;5;1;0;12;1000;0;10000000;0;3;1;0.058248;NA;.021629;.055382;4.624377;.065277;1841;2530
0.02;3;1;0;3;256;5;1;0;12;1000;10000;10000000;0;3;1;0.098706;NA;.030390;.054601;4.846165;.068611;1848;3934
