comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.03          3                  1                  0    1        256       37        1         0         10        10000     10000     32          0           3           2             .000289      NA          .006594           .007978             .010412            .010833              76            1490
0.01          3                  1                  0    1        256       37        1         0         10        10000     10000     224         0           3           2             .004413      NA          .306028           .365700             .379656            .382083              3360          1930
0.01          3                  1                  0    1        256       38        1         0         10        10000     10000     32          0           3           2             .002867      NA          .014578           .022537             .029630            .032500              68            1179
0.02          3                  1                  0    1        256       38        1         0         10        10000     10000     224         0           3           2             .053613      NA          .889539           .956920             .990459            1.035416             3146          2140
0.02          3                  1                  0    1        256       39        1         0         10        10000     10000     32          0           3           2             .002910      NA          .004345           .005937             .008253            .011250              68            1295
0.01          3                  1                  0    1        256       39        1         0         10        10000     10000     224         0           3           2             .064700      NA          1.780713          1.962476            2.007966           2.062083             3142          2118
0.02          3                  1                  0    1        256       40        1         0         10        10000     10000     32          0           3           2             .002607      NA          .087484           .179570             .187949            .190416              67            1117
0.02          3                  1                  0    1        256       40        1         0         10        10000     10000     224         0           3           2             .062242      NA          1.127327          1.295164            1.336384           1.382916             3141          2007
0.02          3                  1                  0    1        256       41        1         0         10        10000     10000     32          0           3           2             .003471      NA          .005735           .007756             .010093            .013333              124           1388
0.02          3                  1                  0    1        256       41        1         0         10        10000     10000     224         0           3           2             .067981      NA          .262835           .289135             .298481            .354166              5789          2094
0.01          3                  1                  0    2        256       37        1         0         10        10000     10000     32          0           3           2             .000427      NA          .004818           .005754             .006686            .007083              71            3300
0.03          3                  1                  0    2        256       37        1         0         10        10000     10000     224         0           3           2             .001541      NA          .222509           .270107             .291106            .292500              3361          3663
0.01          3                  1                  0    2        256       38        1         0         10        10000     10000     32          0           3           2             .001535      NA          .016137           .017659             .019112            .020625              68            3942
0.02          3                  1                  0    2        256       38        1         0         10        10000     10000     224         0           3           2             .045137      NA          .933665           1.072702            1.178515           1.210416             3180          3800
0.02          3                  1                  0    2        256       39        1         0         10        10000     10000     32          0           3           2             .001730      NA          .003706           .004656             .006096            .007083              67            3006
0.03          3                  1                  0    2        256       39        1         0         10        10000     10000     224         0           3           2             .039262      NA          1.826625          2.092351            2.155912           2.188750             3144          4059
0.02          3                  1                  0    2        256       40        1         0         10        10000     10000     32          0           3           2             .001411      NA          .038479           .071950             .096394            .097291              67            1927
0.01          3                  1                  0    2        256       40        1         0         10        10000     10000     224         0           3           2             .042339      NA          1.005089          1.079979            1.124964           1.149791             3142          4278
0.02          3                  1                  0    2        256       41        1         0         10        10000     10000     32          0           3           2             .001586      NA          .004843           .005566             .006537            .007708              124           3551
0.03          3                  1                  0    2        256       41        1         0         10        10000     10000     224         0           3           2             .047894      NA          .219327           .248359             .270910            .306458              5788          3921
0.01          3                  1                  0    3        256       37        1         0         10        10000     10000     32          0           3           2             .000434      NA          .004063           .005162             .005859            .005972              71            4929
0.02          3                  1                  0    3        256       37        1         0         10        10000     10000     224         0           3           2             .001629      NA          .206978           .257274             .271885            .273055              3361          5474
0.02          3                  1                  0    3        256       38        1         0         10        10000     10000     32          0           3           2             .001097      NA          .016078           .019217             .020672            .021527              68            5569
0.02          3                  1                  0    3        256       38        1         0         10        10000     10000     224         0           3           2             .039368      NA          1.162758          1.392120            1.454262           1.482083             3143          5762
0.02          3                  1                  0    3        256       39        1         0         10        10000     10000     32          0           3           2             .001036      NA          .004385           .005921             .006641            .007500              67            4729
0.01          3                  1                  0    3        256       39        1         0         10        10000     10000     224         0           3           2             .031643      NA          1.828942          2.248850            2.304921           2.329166             3144          5721
0.02          3                  1                  0    3        256       40        1         0         10        10000     10000     32          0           3           2             .001291      NA          .022707           .032461             .047293            .048194              67            3469
0.01          3                  1                  0    3        256       40        1         0         10        10000     10000     224         0           3           2             .036417      NA          .906116           1.054120            1.083116           1.110000             3143          6011
0.02          3                  1                  0    3        256       41        1         0         10        10000     10000     32          0           3           2             .001183      NA          .004077           .004963             .005640            .006388              124           5322
0.01          3                  1                  0    3        256       41        1         0         10        10000     10000     224         0           3           2             .047168      NA          .213258           .252087             .261876            .300833              5790          5853
