comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.22          261                1                  0    1        32        22        1         0         2         10000     10000     10             50          0           0           16            .043313      NA          .022748           1.010145            1.010140           1.050000             4             2
2.21          261                1                  0    1        32        22        1         0         2         10000     10000     10             50          0           0           16            .037210      NA          .022713           1.019652            1.019649           1.060000             4             2
2.04          261                1                  0    1        32        22        1         0         2         10000     10000     10             50          0           0           16            .029147      NA          .023223           1.019900            1.019895           1.050000             4             2
2.26          260                1                  0    1        32        22        1         0         2         10000     10000     10             50          0           0           16            .031399      NA          .023749           1.019911            1.019906           1.050000             4             2
2.19          260                1                  0    1        32        22        1         0         2         10000     10000     10             50          0           0           16            .029624      NA          .023080           1.020415            1.020410           1.050000             4             2
2.25          260                1                  0    1        32        22        1         0         2         10000     10000     20             50          0           0           16            .062770      NA          .023621           2.019533            2.019529           2.080000             4             1
2.15          261                1                  0    1        32        22        1         0         2         10000     10000     20             50          0           0           16            .060300      NA          .023228           2.019643            2.019638           2.080000             4             1
2.07          262                1                  0    1        32        22        1         0         2         10000     10000     20             50          0           0           16            .064392      NA          .023110           2.018348            2.018340           2.080000             4             1
1.94          260                1                  0    1        32        22        1         0         2         10000     10000     20             50          0           0           16            .065140      NA          .023306           2.018948            2.018943           2.080000             4             1
2.25          261                1                  0    1        32        22        1         0         2         10000     10000     20             50          0           0           16            .059729      NA          .022740           2.020480            2.020477           2.080000             4             1
2.26          261                1                  0    1        32        22        1         0         2         10000     10000     30             50          0           0           16            .093804      NA          .023412           3.019168            3.019163           3.110000             4             0
2.09          260                1                  0    1        32        22        1         0         2         10000     10000     30             50          0           0           16            .094263      NA          .023002           3.019264            3.019259           3.110000             4             0
2.30          260                1                  0    1        32        22        1         0         2         10000     10000     30             50          0           0           16            .104590      NA          .023505           3.019296            3.019293           3.120000             4             0
2.07          260                1                  0    1        32        22        1         0         2         10000     10000     30             50          0           0           16            .094022      NA          .023516           3.019325            3.019320           3.110000             4             0
2.26          261                1                  0    1        32        22        1         0         2         10000     10000     30             50          0           0           16            .095876      NA          .023437           3.019310            3.019305           3.110000             4             0
2.07          261                1                  0    1        32        22        1         0         2         10000     10000     40             50          0           0           16            .122813      NA          .023099           4.018361            4.018354           4.140000             4             0
2.19          261                1                  0    1        32        22        1         0         2         10000     10000     40             50          0           0           16            .121722      NA          .023488           4.019423            4.019416           4.140000             4             0
2.04          260                1                  0    1        32        22        1         0         2         10000     10000     40             50          0           0           16            .124190      NA          .023790           4.018325            4.018321           4.140000             4             0
2.31          260                1                  0    1        32        22        1         0         2         10000     10000     40             50          0           0           16            .117233      NA          .023770           4.023483            4.023478           4.140000             4             0
2.21          262                1                  0    1        32        22        1         0         2         10000     10000     40             50          0           0           16            .135168      NA          .023490           4.019665            4.019662           4.150000             4             0
2.02          261                1                  0    1        32        22        1         0         2         10000     10000     50             50          0           0           16            .149839      NA          .024214           5.018454            5.018449           5.170000             4             0
2.02          260                1                  0    1        32        22        1         0         2         10000     10000     50             50          0           0           16            .152138      NA          .023867           5.020527            5.020520           5.170000             4             0
2.07          260                1                  0    1        32        22        1         0         2         10000     10000     50             50          0           0           16            .151115      NA          .023072           5.018407            5.018402           5.170000             4             0
2.10          261                1                  0    1        32        22        1         0         2         10000     10000     50             50          0           0           16            .150235      NA          .023230           5.020590            5.020585           5.170000             4             0
2.25          261                1                  0    1        32        22        1         0         2         10000     10000     50             50          0           0           16            .152021      NA          .023646           5.019947            5.019940           5.170000             4             0
2.04          260                1                  0    1        32        22        1         0         2         10000     10000     60             50          0           0           16            .181717      NA          .023728           6.019819            6.019815           6.200000             4             0
2.07          261                1                  0    1        32        22        1         0         2         10000     10000     60             50          0           0           16            .180628      NA          .023872           6.018288            6.018280           6.200000             4             0
2.05          262                1                  0    1        32        22        1         0         2         10000     10000     60             50          0           0           16            .179182      NA          .023058           6.021767            6.021763           6.200000             4             0
2.20          261                1                  0    1        32        22        1         0         2         10000     10000     60             50          0           0           16            .184013      NA          .023203           6.019514            6.019509           6.200000             4             0
2.43          260                1                  0    1        32        22        1         0         2         10000     10000     60             50          0           0           16            .181189      NA          .024486           6.018259            6.018254           6.200000             4             0
2.18          266                1                  0    1        32        22        1         0         9         10000     10000     10             50          0           0           16            .036369      NA          .037644           1.038363            1.038358           1.070000             4             3
2.18          266                1                  0    1        32        22        1         0         9         10000     10000     10             50          0           0           16            .033232      NA          .037488           1.038556            1.038551           1.070000             4             3
2.35          265                1                  0    1        32        22        1         0         9         10000     10000     10             50          0           0           16            .044688      NA          .037542           1.038175            1.038170           1.080000             4             3
2.38          265                1                  0    1        32        22        1         0         9         10000     10000     10             50          0           0           16            .032230      NA          .035846           1.037854            1.037849           1.070000             4             3
2.19          265                1                  0    1        32        22        1         0         9         10000     10000     10             50          0           0           16            .043343      NA          .037081           1.031758            1.031753           1.080000             4             4
2.15          265                1                  0    1        32        22        1         0         9         10000     10000     20             50          0           0           16            .068026      NA          .036249           2.059431            2.059428           2.130000             6             1
2.20          265                1                  0    1        32        22        1         0         9         10000     10000     20             50          0           0           16            .064851      NA          .038477           2.057759            2.057754           2.120000             4             2
2.20          266                1                  0    1        32        22        1         0         9         10000     10000     20             50          0           0           16            .060722      NA          .037917           2.057825            2.057822           2.120000             4             1
2.20          266                1                  0    1        32        22        1         0         9         10000     10000     20             50          0           0           16            .069473      NA          .037066           2.058355            2.058351           2.130000             4             2
2.19          266                1                  0    1        32        22        1         0         9         10000     10000     20             50          0           0           16            .069197      NA          .037824           2.058558            2.058555           2.130000             4             2
2.20          265                1                  0    1        32        22        1         0         9         10000     10000     30             50          0           0           16            .091840      NA          .037533           3.079360            3.079352           3.170000             4             1
2.49          265                1                  0    1        32        22        1         0         9         10000     10000     30             50          0           0           16            .091057      NA          .038790           3.079714            3.079706           3.170000             4             1
2.39          266                1                  0    1        32        22        1         0         9         10000     10000     30             50          0           0           16            .087267      NA          .037791           3.081254            3.081249           3.170000             4             1
2.39          267                1                  0    1        32        22        1         0         9         10000     10000     30             50          0           0           16            .102692      NA          .035432           3.078424            3.078421           3.180000             6             1
2.33          265                1                  0    1        32        22        1         0         9         10000     10000     30             50          0           0           16            .089382      NA          .036601           3.080801            3.080796           3.170000             4             1
2.38          265                1                  0    1        32        22        1         0         9         10000     10000     40             50          0           0           16            .121843      NA          .038884           4.098244            4.098239           4.220000             4             1
2.17          265                1                  0    1        32        22        1         0         9         10000     10000     40             50          0           0           16            .125543      NA          .038007           4.099166            4.099161           4.230000             4             1
2.40          266                1                  0    1        32        22        1         0         9         10000     10000     40             50          0           0           16            .121593      NA          .036263           4.098260            4.098252           4.220000             4             0
2.28          266                1                  0    1        32        22        1         0         9         10000     10000     40             50          0           0           16            .132798      NA          .037757           4.098452            4.098446           4.230000             4             1
2.52          265                1                  0    1        32        22        1         0         9         10000     10000     40             50          0           0           16            .119494      NA          .036455           4.099054            4.099051           4.220000             4             0
2.40          265                1                  0    1        32        22        1         0         9         10000     10000     50             50          0           0           16            .155381      NA          .037288           5.118332            5.118327           5.270000             4             0
2.12          265                1                  0    1        32        22        1         0         9         10000     10000     50             50          0           0           16            .152459      NA          .038691           5.118483            5.118475           5.270000             4             0
2.45          267                1                  0    1        32        22        1         0         9         10000     10000     50             50          0           0           16            .152873      NA          .038359           5.119000            5.118992           5.270000             4             0
2.35          265                1                  0    1        32        22        1         0         9         10000     10000     50             50          0           0           16            .149100      NA          .038810           5.120613            5.120607           5.270000             4             0
2.20          266                1                  0    1        32        22        1         0         9         10000     10000     50             50          0           0           16            .150601      NA          .038656           5.118624            5.118615           5.270000             4             0
2.23          266                1                  0    1        32        22        1         0         9         10000     10000     60             50          0           0           16            .183701      NA          .037635           6.138267            6.138262           6.320000             4             0
2.22          265                1                  0    1        32        22        1         0         9         10000     10000     60             50          0           0           16            .185967      NA          .038470           6.138057            6.138052           6.320000             4             0
2.35          265                1                  0    1        32        22        1         0         9         10000     10000     60             50          0           0           16            .180902      NA          .039478           6.138125            6.138118           6.320000             4             0
2.33          266                1                  0    1        32        22        1         0         9         10000     10000     60             50          0           0           16            .183619      NA          .038824           6.138381            6.138373           6.320000             4             0
2.28          265                1                  0    1        32        22        1         0         9         10000     10000     60             50          0           0           16            .183652      NA          .038105           6.139299            6.139294           6.320000             4             0
