comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.44          216                1                  0    40       512       2         1         0         2         0         0         1000000     0           0           .000001      NA          .006655           .021701             .021701            .024000              247           1121
1.55          215                1                  0    40       512       2         1         0         2         0         500       1000000     0           0           .000104      NA          .007096           .019206             .019206            .021500              248           1357
1.60          215                1                  0    40       512       2         1         0         2         0         5000      1000000     0           0           .000096      NA          .006845           .019530             .019530            .021500              248           1311
1.47          215                1                  0    40       512       2         1         0         2         0         50000     1000000     0           0           .000105      NA          .006766           .019562             .019562            .021750              247           1285
1.43          215                1                  0    40       512       2         1         0         2         500       0         1000000     0           0           .000099      NA          .008627           .021558             .021558            .024500              247           1488
1.79          217                1                  0    40       512       2         1         0         2         500       500       1000000     0           0           .000188      NA          .008783           .019416             .019416            .023000              248           1753
1.65          217                1                  0    40       512       2         1         0         2         500       5000      1000000     0           0           .000174      NA          .008412           .019379             .019379            .022750              248           1712
1.72          216                1                  0    40       512       2         1         0         2         500       50000     1000000     0           0           .000186      NA          .008445           .018933             .018933            .022500              247           1667
1.51          216                1                  0    40       512       2         1         0         2         5000      0         1000000     0           0           .000105      NA          .007934           .021401             .021401            .025000              247           1366
1.56          217                1                  0    40       512       2         1         0         2         5000      500       1000000     0           0           .000165      NA          .008389           .019117             .019117            .023000              248           1711
1.58          215                1                  0    40       512       2         1         0         2         5000      5000      1000000     0           0           .000180      NA          .007939           .018732             .018732            .022750              248           1594
1.54          215                1                  0    40       512       2         1         0         2         5000      50000     1000000     0           0           .000184      NA          .008297           .019299             .019299            .023000              248           1669
1.69          216                1                  0    40       512       2         1         0         2         50000     0         1000000     0           0           .000108      NA          .007586           .021231             .021231            .024250              247           1310
1.48          216                1                  0    40       512       2         1         0         2         50000     500       1000000     0           0           .000188      NA          .007998           .019390             .019390            .023250              248           1631
1.41          216                1                  0    40       512       2         1         0         2         50000     5000      1000000     0           0           .000181      NA          .007505           .018966             .018966            .022250              247           1514
1.34          219                1                  0    40       512       2         1         0         2         50000     50000     1000000     0           0           .000181      NA          .007924           .019072             .019072            .022250              247           1554
1.67          215                1                  0    40       512       2         1         0         3         0         0         1000000     0           0           .000001      NA          .003550           .022361             .022361            .026000              124           556
1.70          215                1                  0    40       512       2         1         0         3         0         500       1000000     0           0           .000032      NA          .003759           .020801             .020801            .024750              125           636
1.47          216                1                  0    40       512       2         1         0         3         0         5000      1000000     0           0           .000025      NA          .003470           .020309             .020309            .023750              126           615
1.62          215                1                  0    40       512       2         1         0         3         0         50000     1000000     0           0           .000023      NA          .003508           .020045             .020045            .024000              126           607
1.83          214                1                  0    40       512       2         1         0         3         500       0         1000000     0           0           .000002      NA          .003620           .020806             .020806            .024000              126           614
1.67          216                1                  0    40       512       2         1         0         3         500       500       1000000     0           0           .000029      NA          .003705           .018542             .018542            .022500              126           692
1.74          215                1                  0    40       512       2         1         0         3         500       5000      1000000     0           0           .000029      NA          .003543           .018920             .018920            .022000              126           683
1.47          215                1                  0    40       512       2         1         0         3         500       50000     1000000     0           0           .000018      NA          .003560           .019146             .019146            .022250              125           663
1.60          216                1                  0    40       512       2         1         0         3         5000      0         1000000     0           0           .000001      NA          .003545           .020284             .020284            .025000              126           579
1.76          216                1                  0    40       512       2         1         0         3         5000      500       1000000     0           0           .000028      NA          .003750           .018517             .018517            .022250              126           704
1.47          214                1                  0    40       512       2         1         0         3         5000      5000      1000000     0           0           .000023      NA          .003478           .018480             .018480            .022000              125           658
1.67          216                1                  0    40       512       2         1         0         3         5000      50000     1000000     0           0           .000025      NA          .003534           .018472             .018472            .022250              125           662
1.44          216                1                  0    40       512       2         1         0         3         50000     0         1000000     0           0           .000001      NA          .003594           .020541             .020541            .024250              125           601
1.47          215                1                  0    40       512       2         1         0         3         50000     500       1000000     0           0           .000035      NA          .003794           .018311             .018311            .022500              126           704
1.48          216                1                  0    40       512       2         1         0         3         50000     5000      1000000     0           0           .000033      NA          .003449           .018439             .018439            .022500              126           644
1.33          216                1                  0    40       512       2         1         0         3         50000     50000     1000000     0           0           .000027      NA          .003502           .018654             .018654            .022000              125           664
1.54          214                1                  0    40       512       2         1         0         5         0         0         1000000     0           0           .000001      NA          .004870           .021918             .021918            .026000              186           757
1.50          216                1                  0    40       512       2         1         0         5         0         500       1000000     0           0           .000028      NA          .004990           .019781             .019781            .023250              186           884
1.72          216                1                  0    40       512       2         1         0         5         0         5000      1000000     0           0           .000027      NA          .004797           .019694             .019694            .023000              186           870
1.41          216                1                  0    40       512       2         1         0         5         0         50000     1000000     0           0           .000027      NA          .004962           .019445             .019445            .023000              186           882
1.47          216                1                  0    40       512       2         1         0         5         500       0         1000000     0           0           .000002      NA          .004921           .021042             .021042            .024750              186           807
1.40          216                1                  0    40       512       2         1         0         5         500       500       1000000     0           0           .000028      NA          .005012           .018775             .018775            .022000              186           942
1.42          216                1                  0    40       512       2         1         0         5         500       5000      1000000     0           0           .000027      NA          .004802           .018117             .018117            .022000              186           902
1.59          217                1                  0    40       512       2         1         0         5         500       50000     1000000     0           0           .000026      NA          .004920           .018904             .018904            .023000              186           882
