comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.35;225;1;0;15;256;2;1;0;2;0;0;100000000;0;0;.010674;NA;.245719;.245702;.245702;.262666;9160;1477
0.91;200;1;0;15;256;2;1;0;...;0;0;100000000;0;0;.010645;NA;.245398;.245366;.245366;.262666;9160;1475
1.34;225;1;0;15;256;2;1;0;6;0;0;100000000;0;0;.000003;NA;.042782;.042753;.042753;.045333;3054;1422
1.31;227;1;0;25;256;2;1;0;2;0;0;100000000;0;0;.006216;NA;.221917;.221916;.221916;.241200;9160;2380
0.87;201;1;0;25;256;2;1;0;...;0;0;100000000;0;0;.006447;NA;.221691;.221694;.221694;.240400;9160;2388
1.34;225;1;0;25;256;2;1;0;6;0;0;100000000;0;0;.000002;NA;.041934;.041931;.041931;.047600;3054;2228
1.37;227;1;0;35;256;2;1;0;2;0;0;100000000;0;0;.004998;NA;.217286;.217306;.217306;.240571;9160;3258
0.90;199;1;0;35;256;2;1;0;...;0;0;100000000;0;0;.005316;NA;.218016;.218046;.218046;.240571;9160;3270
1.35;225;1;0;35;256;2;1;0;6;0;0;100000000;0;0;.000001;NA;.041614;.041611;.041611;.047142;3054;3120
1.33;226;1;0;45;256;2;1;0;2;0;0;100000000;0;0;.005091;NA;.216801;.216842;.216842;.247555;9160;4058
0.90;200;1;0;45;256;2;1;0;...;0;0;100000000;0;0;.005053;NA;.216630;.216672;.216672;.247333;9160;4057
1.33;225;1;0;45;256;2;1;0;6;0;0;100000000;0;0;0;NA;.041549;.041556;.041556;.047333;3054;3991
1.33;227;1;0;55;256;2;1;0;2;0;0;100000000;0;0;.004789;NA;.240458;.240523;.240523;.264909;9160;5124
0.90;200;1;0;55;256;2;1;0;...;0;0;100000000;0;0;.004895;NA;.239325;.239388;.239388;.265272;9160;5090
1.34;227;1;0;55;256;2;1;0;6;0;0;100000000;0;0;0;NA;.044858;.044877;.044877;.049090;3054;5076
1.33;227;1;0;65;256;2;1;0;2;0;0;100000000;0;0;.003843;NA;.218476;.225796;.225796;.278000;9160;5883
0.88;199;1;0;65;256;2;1;0;...;0;0;100000000;0;0;.003849;NA;.216752;.223942;.223942;.276461;9160;5884
1.34;225;1;0;65;256;2;1;0;6;0;0;100000000;0;0;0;NA;.051208;.052226;.052226;.054769;3054;6214
