comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.05          262                1                  0    1        32        26        1         0         5         10000     10000     10             50          0           0           16            .037552      NA          52.985869         53.506772           53.506767          53.550000            4             98
2.27          264                1                  0    1        32        26        1         0         5         10000     10000     10             50          1           0           16            .098149      49.292758   .001745           52.526092           52.526090          101.920000           7             48
2.32          262                1                  0    1        32        26        1         0         5         10000     10000     10             50          0           0           16            .040306      NA          53.348076         53.859938           53.859933          53.900000            4             98
2.45          265                1                  0    1        32        26        1         0         5         10000     10000     10             50          1           0           16            .098561      51.169429   .003204           51.904693           51.904688          103.170000           7             49
2.22          261                1                  0    1        32        26        1         0         5         10000     10000     10             50          0           0           16            .037684      NA          54.545501         55.071388           55.071382          55.110000            4             98
2.12          265                1                  0    1        32        26        1         0         5         10000     10000     10             50          1           0           16            .080652      51.452556   .001849           53.576627           53.576625          105.110000           7             48
2.02          262                1                  0    1        32        26        1         0         5         10000     10000     10             50          0           0           16            .033488      NA          54.291841         54.769943           54.769938          54.800000            4             99
2.23          265                1                  0    1        32        26        1         0         5         10000     10000     10             50          1           0           16            .102102      52.619072   .002105           53.982451           53.982446          106.700000           7             49
2.12          264                1                  0    1        32        26        1         0         5         10000     10000     10             50          0           0           16            .048782      NA          54.322151         54.851164           54.851157          54.900000            4             98
2.27          265                1                  0    1        32        26        1         0         5         10000     10000     10             50          1           0           16            .099562      51.710612   .002366           52.853695           52.853690          104.660000           7             49
2.22          262                1                  0    1        32        26        1         0         5         10000     10000     20             50          0           0           16            .070927      NA          53.383508         53.962324           53.962319          54.030000            4             98
2.11          264                1                  0    1        32        26        1         0         5         10000     10000     20             50          1           0           16            .150449      51.582972   .003008           53.366984           53.366979          105.100000           7             48
2.09          263                1                  0    1        32        26        1         0         5         10000     10000     20             50          0           0           16            .065883      NA          50.524804         52.074729           52.074724          52.140000            4             96
2.24          265                1                  0    1        32        26        1         0         5         10000     10000     20             50          1           0           16            .193987      53.537617   .003116           53.913544           53.913538          107.640000           7             49
2.22          262                1                  0    1        32        26        1         0         5         10000     10000     20             50          0           0           16            .071476      NA          53.402553         53.938665           53.938660          54.010000            4             98
2.37          266                1                  0    1        32        26        1         0         5         10000     10000     20             50          1           0           16            .193747      53.434577   .002232           51.095412           51.095409          104.720000           7             50
2.28          261                1                  0    1        32        26        1         0         5         10000     10000     20             50          0           0           16            .070119      NA          53.092180         55.821749           55.821742          55.890000            4             94
2.46          266                1                  0    1        32        26        1         0         5         10000     10000     20             50          1           0           16            .192395      49.962790   .003724           55.236459           55.236454          105.390000           7             47
2.14          264                1                  0    1        32        26        1         0         5         10000     10000     20             50          0           0           16            .070421      NA          51.963836         53.833026           53.833021          53.900000            4             96
2.28          266                1                  0    1        32        26        1         0         5         10000     10000     20             50          1           0           16            .187450      51.759626   .002144           53.783170           53.783167          105.730000           7             48
2.06          261                1                  0    1        32        26        1         0         5         10000     10000     30             50          0           0           16            .098667      NA          51.964610         52.482137           52.482132          52.580000            4             98
2.35          265                1                  0    1        32        26        1         0         5         10000     10000     30             50          1           0           16            .282631      54.809913   .003758           52.236479           52.236474          107.330000           7             50
2.05          261                1                  0    1        32        26        1         0         5         10000     10000     30             50          0           0           16            .096662      NA          53.035964         53.887274           53.887266          53.980000            4             98
2.28          266                1                  0    1        32        26        1         0         5         10000     10000     30             50          1           0           16            .279143      53.788429   .003169           54.954317           54.954311          109.020000           7             49
2.06          261                1                  0    1        32        26        1         0         5         10000     10000     30             50          0           0           16            .102289      NA          53.058328         54.337901           54.337898          54.440000            4             97
2.31          265                1                  0    1        32        26        1         0         5         10000     10000     30             50          1           0           16            .280066      52.964479   .001829           52.741529           52.741527          105.990000           7             49
2.33          262                1                  0    1        32        26        1         0         5         10000     10000     30             50          0           0           16            .099726      NA          51.339320         56.509918           56.509911          56.610000            4             90
2.18          264                1                  0    1        32        26        1         0         5         10000     10000     30             50          1           0           16            .276404      51.884692   .002300           52.835499           52.835496          105.000000           7             49
2.05          261                1                  0    1        32        26        1         0         5         10000     10000     30             50          0           0           16            .099096      NA          53.412095         54.995064           54.995059          55.090000            4             96
2.28          264                1                  0    1        32        26        1         0         5         10000     10000     30             50          1           0           16            .225133      53.647682   .004202           52.870341           52.870336          106.740000           7             49
2.11          261                1                  0    1        32        26        1         0         5         10000     10000     40             50          0           0           16            .129268      NA          54.515034         55.053090           55.053083          55.180000            4             98
2.19          264                1                  0    1        32        26        1         0         5         10000     10000     40             50          1           0           16            .370108      53.953791   .002711           51.029812           51.029807          105.350000           7             50
2.22          262                1                  0    1        32        26        1         0         5         10000     10000     40             50          0           0           16            .129016      NA          53.495956         55.168471           55.168463          55.300000            4             96
2.32          265                1                  0    1        32        26        1         0         5         10000     10000     40             50          1           0           16            .369229      54.298236   .003514           49.515068           49.515063          104.180000           7             51
2.11          262                1                  0    1        32        26        1         0         5         10000     10000     40             50          0           0           16            .140603      NA          51.802914         54.557343           54.557339          54.700000            4             94
2.12          265                1                  0    1        32        26        1         0         5         10000     10000     40             50          1           0           16            .296227      53.700685   .003656           55.182898           55.182893          109.180000           7             48
2.36          262                1                  0    1        32        26        1         0         5         10000     10000     40             50          0           0           16            .128066      NA          51.741827         54.620646           54.620641          54.750000            4             94
2.45          265                1                  0    1        32        26        1         0         5         10000     10000     40             50          1           0           16            .298420      53.639417   .002627           52.977284           52.977279          106.910000           7             49
2.06          261                1                  0    1        32        26        1         0         5         10000     10000     40             50          0           0           16            .125555      NA          50.375627         51.742003           51.742000          51.870000            4             97
2.35          265                1                  0    1        32        26        1         0         5         10000     10000     40             50          1           0           16            .371148      52.547615   .003759           51.095205           51.095199          104.010000           7             49
2.06          261                1                  0    1        32        26        1         0         5         10000     10000     50             50          0           0           16            .158841      NA          52.057062         54.282728           54.282723          54.440000            4             95
2.35          264                1                  0    1        32        26        1         0         5         10000     10000     50             50          1           0           16            .460751      51.831819   .002483           52.852206           52.852203          105.140000           7             48
2.06          261                1                  0    1        32        26        1         0         5         10000     10000     50             50          0           0           16            .163575      NA          51.804884         54.193025           54.193022          54.350000            4             95
2.12          265                1                  0    1        32        26        1         0         5         10000     10000     50             50          1           0           16            .457309      53.802051   .002196           52.963490           52.963487          107.220000           7             49
2.06          262                1                  0    1        32        26        1         0         5         10000     10000     50             50          0           0           16            .160509      NA          53.099615         53.686023           53.686018          53.850000            4             98
2.31          264                1                  0    1        32        26        1         0         5         10000     10000     50             50          1           0           16            .366888      53.906291   .004163           51.338960           51.338955          105.610000           7             50
2.21          262                1                  0    1        32        26        1         0         5         10000     10000     50             50          0           0           16            .156805      NA          53.183347         53.759427           53.759422          53.910000            4             98
2.32          265                1                  0    1        32        26        1         0         5         10000     10000     50             50          1           0           16            .361429      53.897660   .003902           52.743833           52.743827          107.000000           7             49
2.08          262                1                  0    1        32        26        1         0         5         10000     10000     50             50          0           0           16            .157994      NA          51.668251         54.070846           54.070841          54.230000            4             95
2.29          268                1                  0    1        32        26        1         0         5         10000     10000     50             50          1           0           16            .365998      50.825902   .002955           53.271506           53.271501          104.460000           7             47
2.22          261                1                  0    1        32        26        1         0         5         10000     10000     60             50          0           0           16            .191989      NA          53.201933         55.274623           55.274618          55.470000            4             95
2.17          265                1                  0    1        32        26        1         0         5         10000     10000     60             50          1           0           16            .551186      52.019720   .003214           53.067986           53.067981          105.640000           7             48
