program  c.domain  adv.model   protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)  Tx(MB)  Tx(rounds)  Tx(s)  Rx(MB)  Rx(rounds)  Rx(s)  Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)   Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
51       RING      semihonest  replicated-ring  3          19.61         1147               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.287902             0.89                 1866          355%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.515248  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.53         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.286639             0.93                 1859          361%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.544743  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.90         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.500261             1.13                 1864          290%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.724758  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.56         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.272507             0.91                 1869          360%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.52142   NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.66         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.300982             0.95                 1860          340%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.711621  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.52         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.282762             0.91                 1855          356%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.499285  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.62         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.277447             0.91                 1908          355%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.556785  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.67         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.284616             0.92                 1873          343%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.590244  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.79         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.273273             0.85                 1866          372%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.521411  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
51       RING      semihonest  replicated-ring  3          19.58         1144               1                  NA            NA            NA            NA            NA            NA           NA            10000000         NA               20             10000000    0.276923             0.91                 1896          353%       ~20           160             480              NA               NA                     NA               NA      NA          NA     NA      NA          NA     NA             NA                 NA            160       20            0.509387  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
