comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.79;247;1;0;1;256;2;1;0;2;10000;10000;800;100000;0;0;1;0.004324;NA;0.013952;0.025456;0.025443;0.03;16;52
1.80;247;1;0;1;256;2;1;0;2;10000;10000;600;100000;0;0;1;0.011372;NA;0.012857;0.039354;0.039330;0.05;16;31
1.82;249;1;0;1;256;2;1;0;2;10000;10000;400;100000;0;0;1;0.005886;NA;0.008730;0.057583;0.057571;0.06;16;17
1.80;249;1;0;1;256;2;1;0;2;10000;10000;200;100000;0;0;1;0.006105;NA;0.011829;0.122030;0.122018;0.13;16;12
1.80;247;1;0;1;256;2;1;0;2;10000;10000;100;100000;0;0;1;0.006143;NA;0.012594;0.251060;0.251045;0.26;16;6
1.77;248;1;0;1;256;2;1;0;5;10000;10000;800;100000;0;0;1;0.011281;NA;0.007104;0.028714;0.028702;0.04;13;25
1.80;248;1;0;1;256;2;1;0;5;10000;10000;600;100000;0;0;1;0.005269;NA;0.012500;0.037738;0.037732;0.04;12;34
1.78;248;1;0;1;256;2;1;0;5;10000;10000;400;100000;0;0;1;0.011137;NA;0.012355;0.059592;0.059569;0.07;12;21
1.79;249;1;0;1;256;2;1;0;5;10000;10000;200;100000;0;0;1;0.011040;NA;0.006675;0.125857;0.125851;0.14;12;7
1.79;248;1;0;1;256;2;1;0;5;10000;10000;100;100000;0;0;1;0.011185;NA;0.011996;0.252577;0.252554;0.26;13;5
