comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
6.31;500;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.011122;NA;2.185079;2.145740;2.145733;2.160000;3729;101
0.07;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.018188;NA;2.161395;2.117968;2.117964;2.140000;3729;101
0.10;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.018182;NA;2.136935;2.093107;2.093103;2.120000;3729;101
0.07;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.016258;NA;2.190236;2.153545;2.153539;2.170000;3728;101
0.08;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.021426;NA;2.169539;2.138723;2.138717;2.170000;3728;100
6.39;505;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.019232;NA;2.511237;3.518671;3.518666;3.550000;3727;71
0.07;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.029772;NA;2.458964;3.529479;3.529473;3.570000;3727;69
0.09;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.037343;NA;2.412557;3.531346;3.531340;3.580000;3727;67
0.08;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.024658;NA;2.446688;4.055031;4.055027;4.090000;3727;60
0.09;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.019197;NA;2.510426;3.548444;3.548439;3.580000;3727;70
6.40;501;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.006831;NA;.563211;.553042;.560596;.570000;3730;397
0.07;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.005932;NA;.565424;.556799;.560742;.565000;3728;400
0.08;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.004723;NA;.570145;.561729;.568200;.575000;3728;398
0.08;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.005548;NA;.568188;.558907;.566588;.572500;3728;398
0.09;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.004130;NA;.558022;.549080;.559796;.565000;3728;395
6.44;504;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.007491;NA;.636429;.957570;.965875;.975000;3726;263
0.08;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.006434;NA;.652382;1.094355;1.101846;1.110000;3726;237
0.08;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.009565;NA;.648279;1.087138;1.097979;1.110000;3728;236
0.09;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.006879;NA;.635315;1.076778;1.081590;1.092500;3726;234
0.10;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.006215;NA;.641308;1.076348;1.080361;1.090000;3726;237
6.26;500;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.003629;NA;.301687;.298616;.301209;.306250;3728;791
0.08;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.002674;NA;.301944;.298636;.301442;.305000;3728;794
0.08;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.002700;NA;.302843;.299582;.302417;.305000;3728;795
0.09;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.002055;NA;.301056;.298087;.300437;.303750;3728;795
0.08;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.002114;NA;.301341;.298526;.300956;.303750;3728;795
6.39;505;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.005042;NA;.345798;.523950;.540427;.546250;3726;509
0.08;4;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.005047;NA;.354003;.523364;.532176;.538750;3726;529
0.07;4;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.004948;NA;.349853;.581422;.589059;.593750;3728;475
0.09;3;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.003389;NA;.349101;.586363;.590638;.595000;3727;473
0.09;4;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.004737;NA;.345279;.525527;.534974;.541250;3727;514
6.28;500;1;0;12;256;47;1;0;5;10000;10000;224;0;0;2;.002657;NA;.225505;.223303;.225043;.227500;3728;1191
0.09;4;1;0;12;256;47;1;0;5;10000;10000;224;0;0;2;.002035;NA;.225398;.223280;.227024;.229166;3728;1183
0.08;4;1;0;12;256;47;1;0;5;10000;10000;224;0;0;2;.001787;NA;.226534;.224266;.228867;.230833;3728;1178
0.07;4;1;0;12;256;47;1;0;5;10000;10000;224;0;0;2;.001660;NA;.225730;.223443;.225006;.227500;3728;1194
0.09;4;1;0;12;256;47;1;0;5;10000;10000;224;0;0;2;.001351;NA;.225641;.223685;.226992;.229166;3728;1186
6.47;504;1;0;12;256;47;1;0;12;10000;10000;224;0;0;2;.002049;NA;.257550;.401761;.410500;.413333;3726;753
0.08;4;1;0;12;256;47;1;0;12;10000;10000;224;0;0;2;.002893;NA;.260713;.443169;.451616;.455000;3731;692
0.07;4;1;0;12;256;47;1;0;12;10000;10000;224;0;0;2;.001610;NA;.262427;.402714;.410548;.412500;3726;767
0.07;4;1;0;12;256;47;1;0;12;10000;10000;224;0;0;2;.003468;NA;.261001;.405888;.415760;.419166;3728;751
0.08;4;1;0;12;256;47;1;0;12;10000;10000;224;0;0;2;.003503;NA;.261436;.445803;.453459;.457500;3727;689
6.31;499;1;0;16;256;47;1;0;5;10000;10000;224;0;0;2;.001857;NA;.192068;.190568;.192955;.195000;3728;1579
0.07;4;1;0;16;256;47;1;0;5;10000;10000;224;0;0;2;.001021;NA;.193272;.191512;.195194;.196875;3728;1575
0.10;4;1;0;16;256;47;1;0;5;10000;10000;224;0;0;2;.001013;NA;.191621;.190017;.195197;.196250;3728;1565
0.07;4;1;0;16;256;47;1;0;5;10000;10000;224;0;0;2;.001030;NA;.192205;.190695;.193269;.194375;3730;1586
0.09;4;1;0;16;256;47;1;0;5;10000;10000;224;0;0;2;.001015;NA;.191842;.190368;.193730;.195000;3728;1576
6.44;503;1;0;16;256;47;1;0;12;10000;10000;224;0;0;2;.001873;NA;.218785;.364914;.368611;.371250;3726;950
0.09;4;1;0;16;256;47;1;0;12;10000;10000;224;0;0;2;.001522;NA;.219366;.340312;.349942;.351875;3726;1003
0.09;4;1;0;16;256;47;1;0;12;10000;10000;224;0;0;2;.002156;NA;.221270;.376310;.383373;.386250;3727;923
0.09;4;1;0;16;256;47;1;0;12;10000;10000;224;0;0;2;.002101;NA;.220013;.373114;.384037;.386875;3726;914
0.07;4;1;0;16;256;47;1;0;12;10000;10000;224;0;0;2;.001844;NA;.219906;.365183;.372352;.374375;3726;948
6.31;499;1;0;20;256;47;1;0;5;10000;10000;224;0;0;2;.000815;NA;.171246;.169680;.174329;.175500;3730;1956
0.08;4;1;0;20;256;47;1;0;5;10000;10000;224;0;0;2;.000812;NA;.171112;.169855;.173948;.175000;3728;1957
0.09;4;1;0;20;256;47;1;0;5;10000;10000;224;0;0;2;.001517;NA;.171533;.169992;.174407;.176000;3728;1950
0.07;4;1;0;20;256;47;1;0;5;10000;10000;224;0;0;2;.001330;NA;.171456;.169826;.173399;.175000;3728;1962
0.08;4;1;0;20;256;47;1;0;5;10000;10000;224;0;0;2;.000709;NA;.171134;.169691;.173212;.174000;3728;1969
6.47;504;1;0;20;256;47;1;0;12;10000;10000;224;0;0;2;.001218;NA;.194840;.320752;.331863;.333500;3784;1174
0.07;4;1;0;20;256;47;1;0;12;10000;10000;224;0;0;2;.002228;NA;.193155;.298351;.307438;.310000;3771;1251
