comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.10          3                  NA                 0    1        256       2         1         0         2         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             133
0.09          3                  NA                 0    1        256       2         1         0         3         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             144
0.09          3                  NA                 0    1        256       2         1         0         5         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             142
0.08          3                  NA                 0    1        256       2         1         0         6         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             133
0.08          3                  NA                 0    2        256       2         1         0         2         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             137
0.10          3                  NA                 0    2        256       2         1         0         3         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             150
0.09          3                  NA                 0    2        256       2         1         0         5         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             150
0.08          3                  NA                 0    2        256       2         1         0         6         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             137
0.08          3                  NA                 0    3        256       2         1         0         2         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             157
0.08          3                  NA                 0    3        256       2         1         0         3         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             150
0.08          3                  NA                 0    3        256       2         1         0         5         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             137
0.09          3                  NA                 0    3        256       2         1         0         6         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             157
0.08          3                  NA                 0    4        256       2         1         0         2         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             133
0.08          3                  NA                 0    4        256       2         1         0         3         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             142
0.09          3                  NA                 0    4        256       2         1         0         5         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             137
0.08          3                  NA                 0    4        256       2         1         0         6         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             137
0.08          3                  NA                 0    5        256       2         1         0         2         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             150
0.08          3                  NA                 0    5        256       2         1         0         3         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             150
0.08          3                  NA                 0    5        256       2         1         0         5         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             150
0.09          3                  NA                 0    5        256       2         1         0         6         10000     10000     10000000    0           1           0                          NA                                                                   0                    3             150
