comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;512;2;1;0;2;0;0;1000000;0;2;0;NA;.010016;.012004;.012004;.013888;248;1321
0.02;3;1;0;1;512;2;1;0;3;0;0;1000000;0;2;.000065;NA;.008784;.013839;.013839;.017777;309;907
0.02;3;1;0;1;512;2;1;0;5;0;0;1000000;0;2;.000070;NA;.008780;.014004;.014004;.016666;247;982
0.02;3;1;0;3;512;2;1;0;2;0;0;1000000;0;2;.000001;NA;.005517;.010286;.010286;.011296;248;2669
0.01;3;1;0;3;512;2;1;0;3;0;0;1000000;0;2;.000026;NA;.004350;.008705;.008705;.010740;308;2224
0.02;3;1;0;3;512;2;1;0;5;0;0;1000000;0;2;.000024;NA;.004512;.008844;.008844;.010370;248;2370
0.01;3;1;0;5;512;2;1;0;2;0;0;1000000;0;2;0;NA;.003634;.009589;.009589;.010666;248;3088
0.02;3;1;0;5;512;2;1;0;3;0;0;1000000;0;2;.000014;NA;.003325;.008420;.008420;.010222;311;2974
0.02;3;1;0;5;512;2;1;0;5;0;0;1000000;0;2;.000013;NA;.003310;.008726;.008726;.011000;248;2738
0.02;3;1;0;7;512;2;1;0;2;0;0;1000000;0;2;0;NA;.002673;.009608;.009608;.010793;249;3151
0.02;3;1;0;7;512;2;1;0;3;0;0;1000000;0;2;.000009;NA;.002265;.008047;.008047;.010317;308;2811
0.02;3;1;0;7;512;2;1;0;5;0;0;1000000;0;2;.000009;NA;.002409;.008314;.008314;.010317;249;2998
0.02;3;1;0;9;512;2;1;0;2;0;0;1000000;0;2;0;NA;.002085;.009665;.009665;.010617;248;3226
0.01;3;1;0;9;512;2;1;0;3;0;0;1000000;0;2;.000007;NA;.001936;.008124;.008124;.010308;308;3081
0.02;3;1;0;9;512;2;1;0;5;0;0;1000000;0;2;.000007;NA;.001724;.008363;.008363;.011049;248;2564
0.01;3;1;0;11;512;2;1;0;2;0;0;1000000;0;2;0;NA;.001694;.009620;.009620;.010656;248;3187
0.01;3;1;0;11;512;2;1;0;3;0;0;1000000;0;2;.000006;NA;.001626;.008098;.008098;.010050;309;3251
0.01;3;1;0;11;512;2;1;0;5;0;0;1000000;0;2;.000006;NA;.001565;.008184;.008184;2.121212;249;14
