comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.27          262                1                  0    1        32        25        1         0         5         10000     10000     10             50          0           0           16            .038602      NA          .001772           .021199             .021195            .060000              4             10
2.16          264                1                  0    1        32        25        1         0         5         10000     10000     10             50          1           0           16            .073798      .000370     .001224           .000444             .000440            .070000              4             12
2.24          262                1                  0    1        32        25        1         0         5         10000     10000     10             50          0           0           16            .028289      NA          .002574           .021444             .021439            .050000              4             13
2.16          265                1                  0    1        32        25        1         0         5         10000     10000     10             50          1           0           16            .076860      .000300     .000657           .020784             .020779            .100000              4             5
2.07          261                1                  0    1        32        25        1         0         5         10000     10000     10             50          0           0           16            .026920      NA          .000899           .020730             .020727            .050000              4             11
2.25          266                1                  0    1        32        25        1         0         5         10000     10000     10             50          1           0           16            .066891      .000719     .000540           .000588             .000586            .070000              4             11
2.21          261                1                  0    1        32        25        1         0         5         10000     10000     10             50          0           0           16            .046301      NA          .002396           .021231             .021224            .070000              4             11
2.28          265                1                  0    1        32        25        1         0         5         10000     10000     10             50          1           0           16            .081807      .000352     .001349           .020699             .020694            .100000              4             8
2.06          261                1                  0    1        32        25        1         0         5         10000     10000     10             50          0           0           16            .030174      NA          .002717           .021501             .021496            .050000              4             12
2.28          264                1                  0    1        32        25        1         0         5         10000     10000     10             50          1           0           16            .076052      .000352     .001124           .000463             .000457            .080000              4             11
2.25          261                1                  0    1        32        25        1         0         5         10000     10000     20             50          0           0           16            .061106      NA          .001816           .041266             .041262            .100000              4             7
2.10          266                1                  0    1        32        25        1         0         5         10000     10000     20             50          1           0           16            .150760      .000371     .001204           .040843             .040840            .190000              4             4
2.34          261                1                  0    1        32        25        1         0         5         10000     10000     20             50          0           0           16            .052189      NA          .002018           .041298             .041293            .090000              4             6
2.42          265                1                  0    1        32        25        1         0         5         10000     10000     20             50          1           0           16            .144166      .000311     .001331           .040789             .040783            .180000              4             4
2.03          262                1                  0    1        32        25        1         0         5         10000     10000     20             50          0           0           16            .067576      NA          .001821           .041130             .041125            .110000              4             6
2.16          265                1                  0    1        32        25        1         0         5         10000     10000     20             50          1           0           16            .153471      .000334     .001117           .040926             .040923            .190000              4             4
2.06          261                1                  0    1        32        25        1         0         5         10000     10000     20             50          0           0           16            .061650      NA          .001920           .041332             .041327            .100000              4             6
2.21          265                1                  0    1        32        25        1         0         5         10000     10000     20             50          1           0           16            .145773      .000348     .001407           .000613             .000608            .150000              4             6
2.09          261                1                  0    1        32        25        1         0         5         10000     10000     20             50          0           0           16            .052857      NA          .002801           .041841             .041834            .090000              4             7
2.24          266                1                  0    1        32        25        1         0         5         10000     10000     20             50          1           0           16            .147970      .000279     .001191           .040847             .040843            .190000              4             3
2.05          261                1                  0    1        32        25        1         0         5         10000     10000     30             50          0           0           16            .087770      NA          .001914           .061364             .061357            .150000              4             4
2.36          265                1                  0    1        32        25        1         0         5         10000     10000     30             50          1           0           16            .214736      .000913     .001388           .001270             .001267            .210000              4             3
2.19          261                1                  0    1        32        25        1         0         5         10000     10000     30             50          0           0           16            .092067      NA          .001677           .061094             .061089            .150000              4             3
2.25          265                1                  0    1        32        25        1         0         5         10000     10000     30             50          1           0           16            .215981      .000390     .001213           .000524             .000518            .220000              4             4
2.04          262                1                  0    1        32        25        1         0         5         10000     10000     30             50          0           0           16            .091416      NA          .001915           .061276             .061271            .150000              4             3
2.34          264                1                  0    1        32        25        1         0         5         10000     10000     30             50          1           0           16            .212688      .000602     .001152           .000758             .000754            .210000              4             4
2.16          262                1                  0    1        32        25        1         0         5         10000     10000     30             50          0           0           16            .090379      NA          .002220           .061363             .061358            .150000              4             4
2.11          264                1                  0    1        32        25        1         0         5         10000     10000     30             50          1           0           16            .221411      .000466     .001230           .060900             .060895            .280000              4             3
2.20          262                1                  0    1        32        25        1         0         5         10000     10000     30             50          0           0           16            .091762      NA          .002011           .061359             .061353            .150000              4             4
2.34          266                1                  0    1        32        25        1         0         5         10000     10000     30             50          1           0           16            .212036      .000996     .001299           .001000             .000995            .210000              4             5
2.05          261                1                  0    1        32        25        1         0         5         10000     10000     40             50          0           0           16            .122716      NA          .002094           .081428             .081420            .200000              4             3
2.16          264                1                  0    1        32        25        1         0         5         10000     10000     40             50          1           0           16            .285273      .000489     .001366           .000470             .000465            .290000              4             3
2.09          261                1                  0    1        32        25        1         0         5         10000     10000     40             50          0           0           16            .118744      NA          .002130           .081350             .081345            .200000              4             3
2.27          265                1                  0    1        32        25        1         0         5         10000     10000     40             50          1           0           16            .293492      .000433     .001433           .000814             .000809            .290000              4             3
2.25          262                1                  0    1        32        25        1         0         5         10000     10000     40             50          0           0           16            .123286      NA          .001967           .081376             .081371            .200000              4             2
2.12          265                1                  0    1        32        25        1         0         5         10000     10000     40             50          1           0           16            .298497      .000372     .001402           .080919             .080915            .380000              4             2
2.08          261                1                  0    1        32        25        1         0         5         10000     10000     40             50          0           0           16            .121349      NA          .002163           .081325             .081317            .200000              4             3
2.14          266                1                  0    1        32        25        1         0         5         10000     10000     40             50          1           0           16            .282751      .000779     .001221           .000914             .000910            .280000              4             3
2.08          261                1                  0    1        32        25        1         0         5         10000     10000     40             50          0           0           16            .124501      NA          .001595           .081226             .081221            .200000              4             2
2.35          264                1                  0    1        32        25        1         0         5         10000     10000     40             50          1           0           16            .284926      .000380     .001213           .000505             .000500            .290000              4             3
2.03          261                1                  0    1        32        25        1         0         5         10000     10000     50             50          0           0           16            .160179      NA          .001892           .101299             .101295            .260000              4             2
2.13          265                1                  0    1        32        25        1         0         5         10000     10000     50             50          1           0           16            .352607      .000403     .001453           .100858             .100852            .450000              4             1
2.10          261                1                  0    1        32        25        1         0         5         10000     10000     50             50          0           0           16            .152936      NA          .002588           .101655             .101650            .250000              4             2
2.33          265                1                  0    1        32        25        1         0         5         10000     10000     50             50          1           0           16            .348624      .000497     .001465           .000734             .000729            .350000              4             2
2.20          262                1                  0    1        32        25        1         0         5         10000     10000     50             50          0           0           16            .148560      NA          .002160           .101212             .101204            .250000              4             2
2.33          265                1                  0    1        32        25        1         0         5         10000     10000     50             50          1           0           16            .359011      .000351     .001081           .100952             .100948            .460000              4             1
