comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .009734      .002730     .000625           .001110             .009318            .010916              156           944
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .009510      .002948     .000724           .001396             .009052            .011250              187           1048
0.03          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .010189      .003408     .000538           .001539             .009341            .011250              156           805
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .010316      .002880     .000675           .001572             .009290            .011416              187           973
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .010149      .002467     .000551           .001293             .009112            .011250              156           820
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .009882      .003055     .000676           .001529             .009375            .011250              187           990
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .009662      .003242     .000586           .001339             .009053            .011166              156           858
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .009660      .003096     .000655           .001697             .009527            .011500              187           929
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .009692      .002571     .000681           .001638             .009174            .011250              156           984
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .009618      .003245     .000686           .001257             .009317            .011333              187           982
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .009671      .003147     .000521           .001504             .009042            .011083              156           796
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .009482      .003660     .000687           .001384             .009049            .011083              187           1005
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .010118      .002305     .000606           .001406             .009148            .011083              156           899
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .009758      .002589     .000645           .001595             .009487            .011250              187           963
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .009952      .003316     .000517           .001380             .009286            .011083              156           795
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .009897      .003503     .000570           .001628             .009122            .011250              187           881
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .010139      .003154     .000594           .001700             .009394            .011250              156           867
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .010027      .002797     .000649           .001322             .009114            .011250              187           967
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     1000000     1           2           2             .009548      .003035     .000582           .001372             .009083            .011333              156           848
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     1000000     1           2           2             .010045      .002688     .000706           .001315             .009256            .011250              187           1031
