comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
4.15;365;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.055813;NA;.138514;.350192;.350173;.400000;12;45
3.99;364;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.049394;NA;.149052;.500528;.500517;.550000;10;35
4.08;365;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.050349;NA;.153267;.373995;.373990;.420000;10;47
4.19;365;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.047083;NA;.132200;.999076;.999066;1.050000;11;16
4.09;357;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.054725;NA;.150131;.432956;.432944;.490000;12;40
4.10;366;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.051133;NA;.147655;.353309;.353297;.400000;10;48
4.13;365;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.050821;NA;.151263;.342876;.342871;.390000;10;50
3.98;366;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.054738;NA;.137667;.293927;.293918;.350000;10;52
4.25;365;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.050927;NA;.152357;.310255;.310243;.360000;12;55
4.09;366;1;0;1;32;518;1;0;5;10000;10000;0;25000;1000;0;0;0;1;.050378;NA;.147729;.361521;.361510;.410000;12;47
4.34;365;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.049365;NA;.142842;.283912;.283906;.330000;10;57
4.12;356;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.049774;NA;.143233;1.098073;1.098068;1.150000;11;16
4.07;365;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.050768;NA;.142258;.446972;.446961;.500000;12;38
4.15;366;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.048886;NA;.145593;.500310;.500297;.550000;10;35
4.27;358;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.058342;NA;.136323;.350261;.350253;.410000;10;44
3.97;365;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.056782;NA;.139788;.344057;.344051;.400000;12;45
4.02;357;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.048171;NA;.111861;.362859;.362850;.410000;10;38
4.09;366;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.056015;NA;.129290;.377181;.377172;.430000;12;40
4.20;365;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.050869;NA;.122583;.338050;.338046;.390000;12;41
4.21;364;1;0;1;32;518;1;0;5;10000;10000;0;10000;1000;0;0;0;1;.048234;NA;.144970;.295348;.295335;.340000;12;55
4.22;365;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.050751;NA;.122449;.448495;.448486;.500000;10;33
4.15;365;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.055154;NA;.114118;.366036;.366028;.420000;10;38
3.96;365;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.060925;NA;.135309;.424425;.424414;.480000;10;37
3.99;366;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.050351;NA;.144988;.341863;.341858;.390000;11;49
4.29;365;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.047501;NA;.147466;.401521;.401509;.450000;12;43
4.07;365;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.050800;NA;.144164;.683660;.683648;.730000;12;26
4.08;359;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.046863;NA;.135801;.443042;.443033;.490000;10;36
4.15;368;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.051925;NA;.144769;.378499;.378493;.430000;12;45
3.99;366;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.045094;NA;.130499;.432261;.432250;.480000;11;36
4.01;366;1;0;1;32;518;1;0;5;10000;10000;0;1000;1000;0;0;0;1;.051219;NA;.155021;.448638;.448633;.500000;12;40
4.23;365;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.051935;NA;.125037;.437666;.437655;.490000;10;35
4.10;366;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.060771;NA;.092250;.450526;.450522;.510000;10;27
4.06;364;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.049483;NA;.131849;.426214;.426201;.480000;10;37
4.09;365;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.050044;NA;.146220;.511670;.511662;.560000;10;34
4.10;365;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.051738;NA;.119595;.462381;.462371;.510000;12;31
4.04;365;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.049805;NA;.129971;.416807;.416799;.470000;10;36
4.19;365;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.049525;NA;.157188;.691846;.691840;.740000;10;27
4.26;366;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.065236;NA;.104173;.407025;.407005;.470000;10;30
4.20;366;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.057917;NA;.142240;.434886;.434874;.490000;12;38
4.27;365;1;0;1;32;518;1;0;5;10000;10000;0;100;1000;0;0;0;1;.051123;NA;.140161;.466229;.466217;.520000;10;36
