comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
4.08          366                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .049926      NA          .118169           .840457             .840446            .890000              12            18
4.30          357                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .046858      NA          .151238           1.840919            1.840907           1.890000             11            10
4.02          366                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .050184      NA          .122886           .336260             .336247            .390000              12            44
4.16          366                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .055390      NA          .129370           .392484             .392474            .450000              10            39
4.13          366                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .050355      NA          .144313           .358309             .358291            .410000              12            46
4.01          366                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .045417      NA          .140097           .653150             .653139            .700000              11            26
4.30          360                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .048278      NA          .152459           .395734             .395728            .440000              10            44
4.15          366                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .048343      NA          .128730           .303482             .303472            .350000              12            49
4.04          367                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .058443      NA          .130177           .293947             .293938            .350000              10            49
4.18          356                1                  0    1        32        518       1         0         5         10000     10000     0              25000            1000        0           0           0               1             .054011      NA          .133473           2.087682            2.087663           2.140000             12            8
4.21          367                1                  0    1        32        518       1         0         5         10000     10000     0              10000            1000        0           0           0               1             .064408      NA          .131956           .369733             .369725            .430000              12            40
4.11          368                1                  0    1        32        518       1         0         5         10000     10000     0              10000            1000        0           0           0               1             .047554      NA          .156545           .390190             .390177            .440000              10            46
4.24          367                1                  0    1        32        518       1         0         5         10000     10000     0              10000            1000        0           0           0               1             .059602      NA          .129860           1.419429            1.419425           1.480000             10            12
4.04          365                1                  0    1        32        518       1         0         5         10000     10000     0              10000            1000        0           0           0               1             .055269      NA          .124715           .274239             .274230            .330000              12            51
