comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        512       2         1         0         5         0         0         1000000     0           1           .000198      NA          .023082           .032372             .032372            .036666              247           384
0.02          3                  1                  0    1        512       2         1         0         5         0         0         1000000     0           2           .000037      NA          .004848           .007790             .007790            .012083              248           971
0.02          3                  1                  0    1        512       2         1         0         5         0         0         1000000     1           1           .000215      0.137817    .016839           .021551             .021551            .045000              247           337
0.02          3                  1                  0    1        512       2         1         0         5         0         0         1000000     1           2           .000043      0.160184    .003300           .004660             .004660            .013333              248           913
0.02          3                  1                  0    2        512       2         1         0         5         0         0         1000000     0           1           .000147      NA          .013190           .019764             .019764            .022500              247           731
0.02          3                  1                  0    2        512       2         1         0         5         0         0         1000000     0           2           .000020      NA          .002945           .005406             .005406            .008750              248           1629
0.02          3                  1                  0    2        512       2         1         0         5         0         0         1000000     1           1           .000177      0.122219    .008472           .012470             .012470            .025833              248           609
0.02          3                  1                  0    2        512       2         1         0         5         0         0         1000000     1           2           .000022      0.122723    .001992           .003553             .003553            .009166              248           1494
0.02          3                  1                  0    3        512       2         1         0         5         0         0         1000000     0           1           .000080      NA          .009005           .015972             .015972            .018888              247           868
0.02          3                  1                  0    3        512       2         1         0         5         0         0         1000000     0           2           .000014      NA          .002414           .004940             .004940            .008055              249           2177
0.01          3                  1                  0    3        512       2         1         0         5         0         0         1000000     1           1           .000091      0.129474    .005951           .010104             .010103            .020555              248           761
0.02          3                  1                  0    3        512       2         1         0         5         0         0         1000000     1           2           .000014      0.223138    .001851           .003267             .003267            .008055              249           2267
0.01          3                  1                  0    4        512       2         1         0         5         0         0         1000000     0           1           .000065      NA          .007629           .014278             .014278            .017083              247           1089
0.02          3                  1                  0    4        512       2         1         0         5         0         0         1000000     0           2           .000009      NA          .002150           .005269             .005269            .008333              248           2499
0.01          3                  1                  0    4        512       2         1         0         5         0         0         1000000     1           1           .000070      0.160486    .004803           .009259             .009259            .017916              248           949
0.02          3                  1                  0    4        512       2         1         0         5         0         0         1000000     1           2           .000010      0.289288    .001470           .003287             .003287            .007812              248           2516
0.02          3                  1                  0    5        512       2         1         0         5         0         0         1000000     0           1           .000049      NA          .005835           .013065             .013065            .017333              248           1026
0.02          3                  1                  0    5        512       2         1         0         5         0         0         1000000     0           2           .000007      NA          .001786           .004792             .004792            .007666              248           2822
0.01          3                  1                  0    5        512       2         1         0         5         0         0         1000000     1           1           .000043      0.143442    .003979           .008594             .008594            .016333              248           1048
0.02          3                  1                  0    5        512       2         1         0         5         0         0         1000000     1           2           .000007      0.163748    .001289           .002988             .002988            .007333              249           3022
