comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    1        512       2         1         0         1         0         0         1000000     0           2           .000343      NA          .018378           .020432             .020432            .022777              371           1473
0.02          3                  1                  0    1        512       2         1         0         2         0         0         1000000     0           2           .000344      NA          .010207           .011756             .011756            .013333              247           1432
0.02          3                  1                  0    1        512       2         1         0         3         0         0         1000000     0           2           .000289      NA          .008824           .012286             .012286            .017222              309           970
0.02          3                  1                  0    1        512       2         1         0         4         0         0         1000000     0           2           .000377      NA          .009916           .015566             .015566            .019444              311           965
0.02          3                  1                  0    1        512       2         1         0         5         0         0         1000000     0           2           .000277      NA          .008939           .012818             .012818            .017777              248           950
0.02          3                  1                  0    1        512       2         1         0         6         0         0         1000000     0           2           0            NA          .001661           .001627             .001627            .002777              65            1153
0.02          3                  1                  0    2        512       2         1         0         1         0         0         1000000     0           2           .000235      NA          .012639           .017824             .017824            .020000              370           2327
0.02          3                  1                  0    2        512       2         1         0         2         0         0         1000000     0           2           .000193      NA          .007068           .009646             .009646            .011666              247           2261
0.01          3                  1                  0    2        512       2         1         0         3         0         0         1000000     0           2           .000159      NA          .005535           .008572             .008572            .012222              308           1696
0.01          3                  1                  0    2        512       2         1         0         4         0         0         1000000     0           2           .000210      NA          .005855           .011255             .011255            .014166              309           1547
0.02          3                  1                  0    2        512       2         1         0         5         0         0         1000000     0           2           .000158      NA          .005405           .008754             .008754            .011944              248           1705
0.02          3                  1                  0    2        512       2         1         0         6         0         0         1000000     0           2           .000001      NA          .001236           .001220             .001220            .001666              65            2621
0.02          3                  1                  0    3        512       2         1         0         1         0         0         1000000     0           2           .000165      NA          .008983           .018167             .018167            7.777777             370           6
