comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000406      NA          .000111           .000146             .000212            .000833              8             877
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000390      NA          .000103           .000163             .000275            .000833              8             809
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000781      NA          .000081           .000190             .000278            .001250              8             480
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000422      NA          .000106           .000169             .000242            .000833              8             845
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000375      NA          .000106           .000158             .000224            .000833              8             861
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000614      NA          .000108           .000147             .000326            .000833              8             720
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000567      NA          .000100           .000219             .000339            .000833              8             773
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000344      NA          .000121           .000139             .000182            .000833              8             975
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000343      NA          .000106           .000137             .000176            .000833              8             885
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              25000            1           0           1           0               1             .000551      NA          .000136           .000279             .000422            .000833              8             850
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000416      NA          .000116           .000145             .000199            .000833              8             1025
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000375      NA          .000135           .000203             .000362            .000833              8             746
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000574      NA          .000139           .000234             .000357            .000833              8             792
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000359      NA          .000118           .000138             .000176            .000833              8             928
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000787      NA          .000070           .000177             .000319            .000833              6             489
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000583      NA          .000078           .000162             .000301            .000833              8             572
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000581      NA          .000116           .000182             .000290            .000833              8             768
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000397      NA          .000116           .000156             .000195            .000833              8             923
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000390      NA          .000136           .000168             .000264            .000833              8             968
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              10000            1           0           1           0               1             .000575      NA          .000141           .000249             .000359            .000833              8             868
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000374      NA          .000103           .000140             .000190            .000833              8             842
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000804      NA          .000111           .000177             .000385            .001250              8             540
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000395      NA          .000106           .000161             .000217            .000833              8             914
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000597      NA          .000104           .000178             .000266            .000833              8             746
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000408      NA          .000103           .000163             .000324            .000833              8             765
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000532      NA          .000115           .000175             .000258            .000833              8             813
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000393      NA          .000111           .000158             .000240            .000833              8             922
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000575      NA          .000142           .000205             .000322            .000833              8             762
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000357      NA          .000104           .000158             .000242            .000833              8             813
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              1000             1           0           1           0               1             .000371      NA          .000129           .000206             .000294            .000833              8             783
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .001031      NA          .000072           .000222             .000370            .001250              8             402
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000379      NA          .000109           .000153             .000189            .000833              8             866
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000837      NA          .000081           .000212             .000285            .001250              8             500
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000405      NA          .000123           .000161             .000221            .000833              8             909
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000443      NA          .000134           .000181             .000279            .000833              8             895
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000403      NA          .000104           .000167             .000219            .000833              8             876
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000444      NA          .000147           .000182             .000237            .000833              8             970
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000370      NA          .000105           .000134             .000182            .000833              8             795
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000566      NA          .000096           .000224             .000326            .000833              10            700
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              100              1           0           1           0               1             .000426      NA          .000104           .000197             .000270            .000833              6             834
