comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.59          216                1                  0    20       512       2         1         0         2         0         0         1000000     0           0           .000004      NA          .009426           .023096             .023096            .026500              247           725
1.65          217                1                  0    20       512       2         1         0         2         0         10        1000000     0           0           .000433      NA          .023654           .020475             .020475            .023500              281           2084
1.71          216                1                  0    20       512       2         1         0         2         0         100       1000000     0           0           .000231      NA          .013902           .019597             .019597            .022500              250           1284
1.41          217                1                  0    20       512       2         1         0         2         0         1000      1000000     0           0           .000221      NA          .010898           .019877             .019877            .022500              247           1011
1.47          215                1                  0    20       512       2         1         0         2         0         10000     1000000     0           0           .000184      NA          .010957           .020128             .020128            .023000              248           996
1.48          216                1                  0    20       512       2         1         0         2         0         100000    1000000     0           0           .000237      NA          .010634           .020306             .020306            .023500              247           937
1.52          215                1                  0    20       512       2         1         0         2         10        0         1000000     0           0           .000301      NA          .023951           .024357             .024357            .029000              279           1681
1.69          215                1                  0    20       512       2         1         0         2         10        10        1000000     0           0           .000657      NA          .032893           .020795             .020794            .026000              314           2660
1.49          215                1                  0    20       512       2         1         0         2         10        100       1000000     0           0           .000420      NA          .024810           .020090             .020090            .025000              281           2049
1.55          217                1                  0    20       512       2         1         0         2         10        1000      1000000     0           0           .000446      NA          .023515           .019828             .019828            .023500              279           2082
1.47          215                1                  0    20       512       2         1         0         2         10        10000     1000000     0           0           .000461      NA          .023386           .020072             .020072            .023000              279           2111
1.35          215                1                  0    20       512       2         1         0         2         10        100000    1000000     0           0           .000441      NA          .024275           .021469             .021469            .025500              279           1946
1.59          215                1                  0    20       512       2         1         0         2         100       0         1000000     0           0           .000214      NA          .015412           .023543             .023543            .026500              250           1217
1.65          216                1                  0    20       512       2         1         0         2         100       10        1000000     0           0           .000553      NA          .026584           .019613             .019613            .023500              284           2386
1.50          217                1                  0    20       512       2         1         0         2         100       100       1000000     0           0           .000369      NA          .018437           .019743             .019743            .024000              252           1685
1.68          216                1                  0    20       512       2         1         0         2         100       1000      1000000     0           0           .000373      NA          .015360           .019613             .019613            .023500              250           1401
1.58          216                1                  0    20       512       2         1         0         2         100       10000     1000000     0           0           .000375      NA          .015686           .019609             .019609            .023500              250           1468
1.59          215                1                  0    20       512       2         1         0         2         100       100000    1000000     0           0           .000368      NA          .015413           .020096             .020096            .024500              249           1345
1.57          215                1                  0    20       512       2         1         0         2         1000      0         1000000     0           0           .000226      NA          .013330           .023679             .023679            .027000              247           1091
1.73          216                1                  0    20       512       2         1         0         2         1000      10        1000000     0           0           .000563      NA          .025362           .019906             .019906            .025000              282           2241
1.50          217                1                  0    20       512       2         1         0         2         1000      100       1000000     0           0           .000349      NA          .016162           .019895             .019895            .025000              250           1467
1.50          216                1                  0    20       512       2         1         0         2         1000      1000      1000000     0           0           .000324      NA          .013659           .019998             .019998            .024000              247           1338
1.63          215                1                  0    20       512       2         1         0         2         1000      10000     1000000     0           0           .000339      NA          .013581           .020232             .020232            .024000              247           1344
1.80          215                1                  0    20       512       2         1         0         2         1000      100000    1000000     0           0           .000334      NA          .013265           .019994             .019994            .024000              247           1256
1.66          216                1                  0    20       512       2         1         0         2         10000     0         1000000     0           0           .000215      NA          .013213           .023394             .023394            .026500              247           1073
1.45          215                1                  0    20       512       2         1         0         2         10000     10        1000000     0           0           .000541      NA          .024928           .020069             .020069            .025000              281           2187
1.63          216                1                  0    20       512       2         1         0         2         10000     100       1000000     0           0           .000353      NA          .015729           .019323             .019323            .023500              250           1486
1.54          215                1                  0    20       512       2         1         0         2         10000     1000      1000000     0           0           .000290      NA          .013051           .019574             .019574            .024000              247           1238
1.48          215                1                  0    20       512       2         1         0         2         10000     10000     1000000     0           0           .000331      NA          .012591           .019139             .019139            .023500              247           1215
1.48          215                1                  0    20       512       2         1         0         2         10000     100000    1000000     0           0           .000332      NA          .012847           .019730             .019730            .023000              247           1209
1.45          215                1                  0    20       512       2         1         0         2         100000    0         1000000     0           0           .000167      NA          .010364           .023864             .023864            .026500              247           805
1.61          216                1                  0    20       512       2         1         0         2         100000    10        1000000     0           0           .000453      NA          .023778           .019306             .019306            .023500              281           2111
1.66          215                1                  0    20       512       2         1         0         2         100000    100       1000000     0           0           .000326      NA          .014807           .019476             .019476            .023000              249           1387
1.52          215                1                  0    20       512       2         1         0         2         100000    1000      1000000     0           0           .000300      NA          .011566           .019050             .019050            .022500              247           1116
1.69          215                1                  0    20       512       2         1         0         2         100000    10000     1000000     0           0           .000297      NA          .011437           .019952             .019952            .023000              247           1084
1.68          216                1                  0    20       512       2         1         0         2         100000    100000    1000000     0           0           .000317      NA          .011272           .019715             .019714            .023000              247           1049
1.47          217                1                  0    20       512       2         1         0         3         0         0         1000000     0           0           .000004      NA          .005060           .026392             .026392            .030500              125           341
1.62          216                1                  0    20       512       2         1         0         3         0         10        1000000     0           0           .000426      NA          .021176           .028493             .028493            .034000              159           1280
1.54          216                1                  0    20       512       2         1         0         3         0         100       1000000     0           0           .000093      NA          .009879           .024978             .024978            .028500              127           721
1.47          216                1                  0    20       512       2         1         0         3         0         1000      1000000     0           0           .000063      NA          .006182           .021766             .021766            .026000              126           498
1.42          216                1                  0    20       512       2         1         0         3         0         10000     1000000     0           0           .000049      NA          .005853           .022474             .022474            .026500              125           471
1.35          215                1                  0    20       512       2         1         0         3         0         100000    1000000     0           0           .000051      NA          .005209           .023171             .023171            .027000              125           399
1.44          215                1                  0    20       512       2         1         0         3         10        0         1000000     0           0           .000003      NA          .005110           .026870             .026870            .032000              126           328
1.57          215                1                  0    20       512       2         1         0         3         10        10        1000000     0           0           .000379      NA          .020944           .023300             .023300            .028500              160           1522
1.46          215                1                  0    20       512       2         1         0         3         10        100       1000000     0           0           .000092      NA          .009393           .023200             .023200            .027000              127           722
1.62          216                1                  0    20       512       2         1         0         3         10        1000      1000000     0           0           .000065      NA          .006100           .022907             .022907            .028500              126           452
1.46          215                1                  0    20       512       2         1         0         3         10        10000     1000000     0           0           .000035      NA          .005661           .023080             .023079            .029000              125           415
1.65          215                1                  0    20       512       2         1         0         3         10        100000    1000000     0           0           .000056      NA          .005087           .023549             .023549            .028500              125           375
1.48          216                1                  0    20       512       2         1         0         3         100       0         1000000     0           0           .000003      NA          .004832           .023463             .023463            .027000              125           367
1.33          216                1                  0    20       512       2         1         0         3         100       10        1000000     0           0           .000362      NA          .021155           .020766             .020766            .024500              160           1762
1.64          215                1                  0    20       512       2         1         0         3         100       100       1000000     0           0           .000114      NA          .009190           .019628             .019628            .024000              127           794
1.48          216                1                  0    20       512       2         1         0         3         100       1000      1000000     0           0           .000039      NA          .005690           .019927             .019927            .023000              125           523
1.63          215                1                  0    20       512       2         1         0         3         100       10000     1000000     0           0           .000043      NA          .005769           .020246             .020246            .024000              125           506
1.45          215                1                  0    20       512       2         1         0         3         100       100000    1000000     0           0           .000044      NA          .005031           .019889             .019889            .024000              126           434
1.60          216                1                  0    20       512       2         1         0         3         1000      0         1000000     0           0           .000004      NA          .004891           .023793             .023793            .027000              126           375
1.34          216                1                  0    20       512       2         1         0         3         1000      10        1000000     0           0           .000424      NA          .021383           .020237             .020237            .025000              160           1764
1.74          215                1                  0    20       512       2         1         0         3         1000      100       1000000     0           0           .000110      NA          .009532           .018969             .018969            .022500              127           874
1.34          216                1                  0    20       512       2         1         0         3         1000      1000      1000000     0           0           .000068      NA          .006036           .018953             .018953            .023000              125           552
1.44          215                1                  0    20       512       2         1         0         3         1000      10000     1000000     0           0           .000054      NA          .005307           .018626             .018625            .023000              126           490
1.46          216                1                  0    20       512       2         1         0         3         1000      100000    1000000     0           0           .000053      NA          .005270           .019831             .019831            .023500              125           464
1.62          216                1                  0    20       512       2         1         0         3         10000     0         1000000     0           0           .000004      NA          .005458           .022864             .022864            .026500              125           424
1.47          215                1                  0    20       512       2         1         0         3         10000     10        1000000     0           0           .000397      NA          .021393           .020726             .020726            .025000              160           1742
1.47          216                1                  0    20       512       2         1         0         3         10000     100       1000000     0           0           .000088      NA          .009604           .018695             .018695            .024000              127           833
1.49          215                1                  0    20       512       2         1         0         3         10000     1000      1000000     0           0           .000063      NA          .006031           .020518             .020518            .023000              125           566
1.64          216                1                  0    20       512       2         1         0         3         10000     10000     1000000     0           0           .000061      NA          .005606           .019617             .019617            .023000              125           519
1.63          216                1                  0    20       512       2         1         0         3         10000     100000    1000000     0           0           .000069      NA          .005458           .020274             .020274            .024000              126           476
1.42          216                1                  0    20       512       2         1         0         3         100000    0         1000000     0           0           .000003      NA          .005044           .023197             .023197            .027000              125           383
1.45          216                1                  0    20       512       2         1         0         3         100000    10        1000000     0           0           .000293      NA          .020366           .021807             .021807            .027500              159           1510
1.35          215                1                  0    20       512       2         1         0         3         100000    100       1000000     0           0           .000109      NA          .009520           .020622             .020622            .023500              128           846
1.75          215                1                  0    20       512       2         1         0         3         100000    1000      1000000     0           0           .000059      NA          .006063           .020650             .020650            .024000              126           533
1.47          215                1                  0    20       512       2         1         0         3         100000    10000     1000000     0           0           .000060      NA          .005433           .020027             .020027            .024500              126           477
1.56          215                1                  0    20       512       2         1         0         3         100000    100000    1000000     0           0           .000063      NA          .005604           .020198             .020198            .024000              125           485
1.48          216                1                  0    20       512       2         1         0         5         0         0         1000000     0           0           .000004      NA          .006738           .025319             .025318            .029000              186           475
1.63          216                1                  0    20       512       2         1         0         5         0         10        1000000     0           0           .000300      NA          .021893           .026355             .026355            .032500              220           1387
