comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.58          215                1                  0    20       512       2         1         0         5         0         100       1000000     0           0           .000111      NA          .010636           .022983             .022983            .026000              188           842
1.42          215                1                  0    20       512       2         1         0         5         0         1000      1000000     0           0           .000041      NA          .007575           .020849             .020849            .025000              186           623
1.45          216                1                  0    20       512       2         1         0         5         0         10000     1000000     0           0           .000054      NA          .006996           .021973             .021973            .025500              186           575
1.60          216                1                  0    20       512       2         1         0         5         0         100000    1000000     0           0           .000050      NA          .006564           .022374             .022374            .026000              186           523
1.65          216                1                  0    20       512       2         1         0         5         10        0         1000000     0           0           .000004      NA          .006048           .027628             .027628            .033500              186           373
1.49          216                1                  0    20       512       2         1         0         5         10        10        1000000     0           0           .000299      NA          .021992           .022807             .022807            .030000              220           1500
1.46          216                1                  0    20       512       2         1         0         5         10        100       1000000     0           0           .000088      NA          .010551           .022826             .022826            .028500              188           764
1.52          215                1                  0    20       512       2         1         0         5         10        1000      1000000     0           0           .000055      NA          .006913           .022686             .022686            .027000              186           538
1.61          215                1                  0    20       512       2         1         0         5         10        10000     1000000     0           0           .000053      NA          .006873           .023331             .023331            .028000              186           512
1.63          215                1                  0    20       512       2         1         0         5         10        100000    1000000     0           0           .000053      NA          .006807           .022919             .022919            .028000              186           499
1.45          216                1                  0    20       512       2         1         0         5         100       0         1000000     0           0           .000003      NA          .006227           .023906             .023906            .029000              186           442
1.35          215                1                  0    20       512       2         1         0         5         100       10        1000000     0           0           .000416      NA          .022593           .020472             .020472            .024500              220           1903
1.65          216                1                  0    20       512       2         1         0         5         100       100       1000000     0           0           .000083      NA          .010461           .019804             .019804            .023500              190           920
1.69          216                1                  0    20       512       2         1         0         5         100       1000      1000000     0           0           .000073      NA          .007054           .019186             .019186            .023500              186           631
1.46          215                1                  0    20       512       2         1         0         5         100       10000     1000000     0           0           .000060      NA          .006735           .020010             .020010            .023500              186           602
1.48          215                1                  0    20       512       2         1         0         5         100       100000    1000000     0           0           .000047      NA          .006822           .019294             .019294            .023500              186           594
1.63          215                1                  0    20       512       2         1         0         5         1000      0         1000000     0           0           .000004      NA          .006357           .023776             .023776            .028500              186           458
1.64          215                1                  0    20       512       2         1         0         5         1000      10        1000000     0           0           .000386      NA          .022433           .020450             .020450            .023500              220           1979
1.64          218                1                  0    20       512       2         1         0         5         1000      100       1000000     0           0           .000091      NA          .010676           .018597             .018597            .024000              188           911
1.64          216                1                  0    20       512       2         1         0         5         1000      1000      1000000     0           0           .000061      NA          .007395           .020095             .020095            .023500              186           661
1.65          217                1                  0    20       512       2         1         0         5         1000      10000     1000000     0           0           .000049      NA          .007157           .019767             .019767            .024000              186           633
1.65          217                1                  0    20       512       2         1         0         5         1000      100000    1000000     0           0           .000056      NA          .006440           .019813             .019813            .023500              186           561
1.52          215                1                  0    20       512       2         1         0         5         10000     0         1000000     0           0           .000004      NA          .005973           .023966             .023966            .028000              186           440
1.62          216                1                  0    20       512       2         1         0         5         10000     10        1000000     0           0           .000384      NA          .021693           .020088             .020088            .025500              220           1750
1.64          215                1                  0    20       512       2         1         0         5         10000     100       1000000     0           0           .000096      NA          .010543           .019499             .019499            .024500              188           905
1.73          215                1                  0    20       512       2         1         0         5         10000     1000      1000000     0           0           .000069      NA          .007200           .019393             .019393            .023500              186           647
1.61          217                1                  0    20       512       2         1         0         5         10000     10000     1000000     0           0           .000050      NA          .006800           .018950             .018950            .023500              186           611
1.35          216                1                  0    20       512       2         1         0         5         10000     100000    1000000     0           0           .000058      NA          .006875           .018914             .018914            .023000              188           612
1.47          215                1                  0    20       512       2         1         0         5         100000    0         1000000     0           0           .000004      NA          .006304           .023052             .023052            .027000              186           476
1.65          216                1                  0    20       512       2         1         0         5         100000    10        1000000     0           0           .000407      NA          .021776           .021068             .021068            .025000              220           1806
1.64          216                1                  0    20       512       2         1         0         5         100000    100       1000000     0           0           .000085      NA          .010624           .019703             .019703            .023500              188           938
1.51          216                1                  0    20       512       2         1         0         5         100000    1000      1000000     0           0           .000045      NA          .007117           .018983             .018982            .023000              186           638
1.36          216                1                  0    20       512       2         1         0         5         100000    10000     1000000     0           0           .000062      NA          .006778           .018535             .018535            .024000              186           593
1.46          217                1                  0    20       512       2         1         0         5         100000    100000    1000000     0           0           .000051      NA          .006911           .019734             .019734            .023000              186           622
1.48          216                1                  0    30       512       2         1         0         2         0         0         1000000     0           0           .000002      NA          .007763           .022424             .022424            .024666              248           952
1.72          216                1                  0    30       512       2         1         0         2         0         10        1000000     0           0           .000425      NA          .015406           .019760             .019760            .022333              282           2170
1.65          216                1                  0    30       512       2         1         0         2         0         100       1000000     0           0           .000140      NA          .010021           .019410             .019410            .022000              249           1396
1.61          215                1                  0    30       512       2         1         0         2         0         1000      1000000     0           0           .000152      NA          .008580           .019060             .019060            .022000              247           1219
1.51          215                1                  0    30       512       2         1         0         2         0         10000     1000000     0           0           .000134      NA          .008359           .019179             .019179            .022333              247           1165
1.66          216                1                  0    30       512       2         1         0         2         0         100000    1000000     0           0           .000146      NA          .008694           .019912             .019912            .022333              248           1203
1.63          216                1                  0    30       512       2         1         0         2         10        0         1000000     0           0           .000249      NA          .016902           .023199             .023199            .027000              279           1940
1.67          215                1                  0    30       512       2         1         0         2         10        10        1000000     0           0           .000584      NA          .022072           .019976             .019976            .023666              314           2949
1.70          216                1                  0    30       512       2         1         0         2         10        100       1000000     0           0           .000344      NA          .017893           .019810             .019810            .023666              281           2373
1.78          217                1                  0    30       512       2         1         0         2         10        1000      1000000     0           0           .000325      NA          .016906           .019444             .019444            .023333              279           2276
1.45          216                1                  0    30       512       2         1         0         2         10        10000     1000000     0           0           .000323      NA          .016793           .019619             .019619            .023666              279           2238
1.57          216                1                  0    30       512       2         1         0         2         10        100000    1000000     0           0           .000356      NA          .016928           .020058             .020058            .023000              279           2299
1.76          216                1                  0    30       512       2         1         0         2         100       0         1000000     0           0           .000155      NA          .012370           .022239             .022239            .025666              249           1509
1.71          217                1                  0    30       512       2         1         0         2         100       10        1000000     0           0           .000478      NA          .017008           .018458             .018458            14.000000            284           4
