program  c.domain  adv.model   protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  packetdrops(%)  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)  Tx(MB)   Tx(rounds)  Tx(s)    Rx(MB)  Rx(rounds)  Rx(s)  Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)  Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
65       RING      semihonest  replicated-ring  3          12.96         702                1                  94730         NA            NA            NA            NA            NA           15914240      18347072         26150912         5313           64          0               0.374448             0.72                 527           928%       ~8609         282.734         842.73           1.51568          1                      0.00143674       260.375  1728        1.5216   NA      NA          NA     NA             NA                 NA            19.6238   4768          1.13711  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.432625             0.79                 531           937%       ~8609         282.734         842.73           1.51568          1                      0.00185985       260.375  1728        2.38637  NA      NA          NA     NA             NA                 NA            19.6238   4768          2.47861  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.479818             0.81                 525           1000%      ~8609         282.734         842.73           1.51568          1                      0.00219112       260.375  1728        1.90356  NA      NA          NA     NA             NA                 NA            19.6238   4768          1.90994  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.605631             0.95                 529           876%       ~8609         282.734         842.73           1.51568          1                      0.00147459       260.375  1728        1.72751  NA      NA          NA     NA             NA                 NA            19.6238   4768          3.03881  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.379575             0.72                 524           908%       ~8609         282.734         842.73           1.51568          1                      0.00795726       260.375  1728        1.97796  NA      NA          NA     NA             NA                 NA            19.6238   4768          1.67994  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.384866             0.72                 527           928%       ~8609         282.734         842.73           1.51568          1                      0.00182236       260.375  1728        2.54198  NA      NA          NA     NA             NA                 NA            19.6238   4768          1.88734  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.410373             0.74                 523           934%       ~8609         282.734         842.73           1.51568          1                      0.00693697       260.375  1728        1.42884  NA      NA          NA     NA             NA                 NA            19.6238   4768          1.84579  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.468464             0.82                 528           961%       ~8609         282.734         842.73           1.51568          1                      0.00211294       260.375  1728        1.76086  NA      NA          NA     NA             NA                 NA            19.6238   4768          2.09351  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.424264             0.75                 529           971%       ~8609         282.734         842.73           1.51568          1                      0.00225917       260.375  1728        2.0657   NA      NA          NA     NA             NA                 NA            19.6238   4768          1.61503  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          0               0.401526             0.73                 520           964%       ~8609         282.734         842.73           1.51568          1                      0.0019193        260.375  1728        1.5357   NA      NA          NA     NA             NA                 NA            19.6238   4768          1.38443  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          1               3.17314              6.52                 527           189%       ~8609         282.734         842.73           1.51568          1                      0.00340082       260.375  1728        4.28775  NA      NA          NA     NA             NA                 NA            19.6238   4768          17.9286  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          1               3.24519              4.79                 523           258%       ~8609         282.734         842.73           1.51568          1                      0.00241239       260.375  1728        4.54783  NA      NA          NA     NA             NA                 NA            19.6238   4768          13.9558  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          1               3.21168              4.53                 529           262%       ~8609         282.734         842.73           1.51568          1                      0.0036199        260.375  1728        3.33093  NA      NA          NA     NA             NA                 NA            19.6238   4768          12.4895  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
65       RING      semihonest  replicated-ring  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             64          1               3.96838              5.42                 530           221%       ~8609         282.734         842.73           1.51568          1                      0.00314332       260.375  1728        11.3955  NA      NA          NA     NA             NA                 NA            19.6238   4768          25.3111  NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA                                       
