comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
4.17;368;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.615499;NA;11.021103;67.036073;67.036069;68.650000;16;17
4.65;369;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.545682;NA;11.090966;68.826577;68.826573;70.370000;14;17
4.21;369;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.415501;NA;11.044212;163.398872;163.398867;164.810000;15;7
4.34;371;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.584818;NA;11.190045;150.964448;150.964441;152.550000;16;8
4.23;367;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.565425;NA;10.846980;67.141712;67.141708;68.710000;14;17
4.05;359;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.638785;NA;10.967683;59.596630;59.596622;61.240000;15;20
4.09;369;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.673107;NA;11.120787;164.200657;164.200650;165.870000;16;7
4.04;360;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.731688;NA;11.164699;145.030409;145.030404;146.760000;16;8
4.37;363;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.647984;NA;11.068949;63.807786;63.807779;65.460000;14;18
4.43;368;1;0;1;32;526;1;0;5;10000;10000;0;0;300;0;0;0;16;1.621767;NA;10.775977;63.947022;63.947019;65.570000;16;18
4.16;366;1;0;1;32;526;1;0;5;10000;10000;25;0;300;0;0;0;16;;NA;;;;1000.000000;16;0
