comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;3;256;2;1;0;2;10000;10000;1000000;0;2;2;.000333;NA;.002002;.002806;.004543;.004861;128;3517
0.02;3;1;0;3;256;2;1;0;3;10000;10000;1000000;0;2;2;.000262;NA;.001438;.002445;.004248;.004583;157;2679
0.02;3;1;0;3;256;2;1;0;5;10000;10000;1000000;0;2;2;.000319;NA;.001684;.002578;.004470;.004722;187;3057
0.02;3;1;0;3;256;2;1;0;2;10000;10000;1000000;0;2;2;.000344;NA;.001991;.002765;.004375;.004861;126;3337
0.03;3;1;0;3;256;2;1;0;3;10000;10000;1000000;0;2;2;.000259;NA;.001485;.002345;.003972;.004166;157;2925
0.02;3;1;0;3;256;2;1;0;5;10000;10000;1000000;0;2;2;.000375;NA;.001613;.002590;.004265;.004722;187;2890
0.01;3;1;0;3;256;2;1;0;2;10000;10000;1000000;0;2;2;.000516;NA;.001968;.002840;.004841;.005000;126;3286
0.01;3;1;0;3;256;2;1;0;3;10000;10000;1000000;0;2;2;.000319;NA;.001540;.002367;.004048;.004305;157;3065
0.02;3;1;0;3;256;2;1;0;5;10000;10000;1000000;0;2;2;.000378;NA;.001742;.002535;.004141;.004583;187;3137
0.01;3;1;0;3;256;2;1;0;2;10000;10000;1000000;0;2;2;.000447;NA;.001941;.002763;.004485;.004861;127;3412
0.01;3;1;0;3;256;2;1;0;3;10000;10000;1000000;0;2;2;.000202;NA;.001492;.002368;.003930;.004305;157;2813
0.02;3;1;0;3;256;2;1;0;5;10000;10000;1000000;0;2;2;.000530;NA;.001734;.002501;.004098;.004305;187;3352
0.01;3;1;0;3;256;2;1;0;2;10000;10000;1000000;0;2;2;.000378;NA;.001891;.002862;.004932;.005138;129;3064
0.03;3;1;0;3;256;2;1;0;3;10000;10000;1000000;0;2;2;.000379;NA;.001509;.002375;.004292;.004583;157;2733
0.02;3;1;0;3;256;2;1;0;5;10000;10000;1000000;0;2;2;.000248;NA;.001671;.002706;.004620;.004861;187;2890
0.02;3;1;0;3;256;2;1;0;2;10000;10000;1000000;0;2;2;.000423;NA;.001971;.002816;.004512;.005000;127;3334
0.01;3;1;0;3;256;2;1;0;3;10000;10000;1000000;0;2;2;.000180;NA;.001537;.002461;.004602;.004722;157;2530
0.01;3;1;0;3;256;2;1;0;5;10000;10000;1000000;0;2;2;.000329;NA;.001617;.002500;.004397;13.888888;187;0
