comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.95;267;1;0;40;256;2;1;0;8;10000;10000;12000;10000000;0;0;2;.002277;NA;.045791;.213833;.256037;.258250;1533;725
1.93;266;1;0;40;256;2;1;0;8;10000;10000;12000;10000000;0;0;2;.002259;NA;.043917;.201721;.244428;.245750;1533;734
1.98;266;1;0;40;256;2;1;0;8;10000;10000;12000;10000000;0;0;2;.002436;NA;.042677;.197853;.241867;.243500;1533;718
1.99;267;1;0;40;256;2;1;0;8;10000;10000;10000;10000000;0;0;2;.002433;NA;.042543;.240045;.284062;.285250;1533;611
1.98;266;1;0;40;256;2;1;0;8;10000;10000;10000;10000000;0;0;2;.002178;NA;.040836;.234487;.277650;.279000;1533;600
1.97;267;1;0;40;256;2;1;0;8;10000;10000;10000;10000000;0;0;2;.002202;NA;.039856;.228850;.274930;.276250;1535;594
1.97;267;1;0;40;256;2;1;0;8;10000;10000;8000;10000000;0;0;2;.002179;NA;.042208;.300391;.342529;.344250;1533;504
1.95;270;1;0;40;256;2;1;0;8;10000;10000;8000;10000000;0;0;2;.002304;NA;.043828;.308619;.351494;.353000;1533;510
2.00;267;1;0;40;256;2;1;0;8;10000;10000;8000;10000000;0;0;2;.002195;NA;.041830;.295184;.339475;.341000;1533;504
1.98;267;1;0;40;256;2;1;0;8;10000;10000;6000;10000000;0;0;2;.002211;NA;.040763;.399086;.447386;.448750;1534;374
1.99;267;1;0;40;256;2;1;0;8;10000;10000;6000;10000000;0;0;2;.002370;NA;.040199;.384055;.440650;.442250;1533;372
1.97;267;1;0;40;256;2;1;0;8;10000;10000;6000;10000000;0;0;2;.002352;NA;.041432;.406207;.454560;.456000;1534;372
1.99;267;1;0;40;256;2;1;0;8;10000;10000;4000;10000000;0;0;2;.002210;NA;.041288;.572430;.656154;.658500;1533;257
1.94;266;1;0;40;256;2;1;0;8;10000;10000;4000;10000000;0;0;2;.002017;NA;.042688;.587654;.654644;.656750;1533;266
1.99;269;1;0;40;256;2;1;0;8;10000;10000;4000;10000000;0;0;2;.002169;NA;.040072;.576562;.655877;.657750;1533;250
1.94;266;1;0;40;256;2;1;0;8;10000;10000;2000;10000000;0;0;2;.002138;NA;.044296;1.260088;1.327070;1.328500;1533;137
1.98;267;1;0;40;256;2;1;0;8;10000;10000;2000;10000000;0;0;2;.002334;NA;.044563;1.234181;1.320784;1.323250;1533;137
1.96;267;1;0;40;256;2;1;0;8;10000;10000;2000;10000000;0;0;2;.002205;NA;.041275;1.232618;1.312705;1.314750;1533;128
1.95;267;1;0;40;256;2;1;0;8;10000;10000;1000;10000000;0;0;2;.002203;NA;.042103;2.481173;2.586328;2.588500;1533;66
1.97;266;1;0;40;256;2;1;0;8;10000;10000;1000;10000000;0;0;2;.002162;NA;.041719;2.493625;2.585203;2.586750;1534;66
1.96;267;1;0;40;256;2;1;0;8;10000;10000;1000;10000000;0;0;2;.002033;NA;.042314;2.475565;2.583852;2.585250;1534;67
2.01;267;1;0;40;256;2;1;0;9;10000;10000;12000;10000000;0;0;2;.003798;NA;.112851;.204542;.219663;.223500;2787;2066
1.98;266;1;0;40;256;2;1;0;9;10000;10000;12000;10000000;0;0;2;.003782;NA;.114007;.206402;.217862;.221500;2637;2110
1.99;268;1;0;40;256;2;1;0;9;10000;10000;12000;10000000;0;0;2;.003551;NA;.111874;.201200;.216524;.220250;2691;2075
2.00;266;1;0;40;256;2;1;0;9;10000;10000;10000;10000000;0;0;2;.003761;NA;.111383;.241341;.259393;.263000;2729;1726
1.99;266;1;0;40;256;2;1;0;9;10000;10000;10000;10000000;0;0;2;.003720;NA;.111882;.233883;.258884;.263500;2661;1735
1.99;267;1;0;40;256;2;1;0;9;10000;10000;10000;10000000;0;0;2;.003135;NA;.112660;.236131;.259993;.263250;2709;1745
1.99;266;1;0;40;256;2;1;0;9;10000;10000;8000;10000000;0;0;2;.003277;NA;.110964;.296500;.323456;.326750;2622;1384
2.01;267;1;0;40;256;2;1;0;9;10000;10000;8000;10000000;0;0;2;.004150;NA;.111489;.292516;.323783;.328000;2665;1386
1.90;267;1;0;40;256;2;1;0;9;10000;10000;8000;10000000;0;0;2;.003477;NA;.110558;.291915;.324640;.328250;2643;1377
1.96;266;1;0;40;256;2;1;0;9;10000;10000;6000;10000000;0;0;2;.003717;NA;.109840;.392414;.430953;.434250;2609;1031
1.96;266;1;0;40;256;2;1;0;9;10000;10000;6000;10000000;0;0;2;.003656;NA;.110512;.393995;.430251;.434500;2687;1038
2.01;267;1;0;40;256;2;1;0;9;10000;10000;6000;10000000;0;0;2;.003485;NA;.109758;.394435;.430907;.434750;2617;1029
2.01;267;1;0;40;256;2;1;0;9;10000;10000;4000;10000000;0;0;2;.003760;NA;.108579;.600998;.644955;.649750;2652;682
