comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.98;266;1;0;40;256;2;1;0;9;10000;10000;4000;10000000;0;0;2;.003642;NA;.108265;.599879;.646020;.649500;2668;680
1.97;267;1;0;40;256;2;1;0;9;10000;10000;4000;10000000;0;0;2;.003463;NA;.108802;.606734;.646017;.649250;2645;684
1.97;266;1;0;40;256;2;1;0;9;10000;10000;2000;10000000;0;0;2;.003927;NA;.109307;1.272164;1.293187;1.298500;2679;345
1.99;267;1;0;40;256;2;1;0;9;10000;10000;2000;10000000;0;0;2;.003805;NA;.108921;1.260803;1.293435;1.298000;2671;344
1.96;267;1;0;40;256;2;1;0;9;10000;10000;2000;10000000;0;0;2;.003659;NA;.109319;1.274198;1.293902;1.297500;2665;346
1.99;267;1;0;40;256;2;1;0;9;10000;10000;1000;10000000;0;0;2;.003482;NA;.108063;2.518047;2.585542;2.590000;2682;170
1.99;266;1;0;40;256;2;1;0;9;10000;10000;1000;10000000;0;0;2;.003866;NA;.109866;2.527069;2.586174;2.590250;2684;172
1.98;266;1;0;40;256;2;1;0;9;10000;10000;1000;10000000;0;0;2;.003752;NA;.108932;2.536726;2.586212;2.590000;2697;171
1.94;266;1;0;40;256;2;1;0;11;10000;10000;12000;10000000;0;0;2;.002488;NA;.055310;.201371;.263025;.264500;901;856
1.99;267;1;0;40;256;2;1;0;11;10000;10000;12000;10000000;0;0;2;.002412;NA;.056976;.206832;.262924;.264250;909;882
1.99;267;1;0;40;256;2;1;0;11;10000;10000;12000;10000000;0;0;2;.002574;NA;.053894;.195481;.250592;.252250;910;872
1.98;267;1;0;40;256;2;1;0;11;10000;10000;10000;10000000;0;0;2;.002309;NA;.056135;.201057;.260119;.261500;903;877
1.96;267;1;0;40;256;2;1;0;11;10000;10000;10000;10000000;0;0;2;.002714;NA;.058050;.217869;.265998;.267500;907;884
1.96;267;1;0;40;256;2;1;0;11;10000;10000;10000;10000000;0;0;2;.002458;NA;.056967;.203295;.256467;.257500;912;903
1.98;266;1;0;40;256;2;1;0;11;10000;10000;8000;10000000;0;0;2;.002485;NA;.056481;.204994;.262352;.264500;910;873
1.99;267;1;0;40;256;2;1;0;11;10000;10000;8000;10000000;0;0;2;.002654;NA;.054517;.196013;.250594;.253250;913;878
1.92;267;1;0;40;256;2;1;0;11;10000;10000;8000;10000000;0;0;2;.002722;NA;.054436;.205726;.260692;.262750;905;846
1.96;266;1;0;40;256;2;1;0;11;10000;10000;6000;10000000;0;0;2;.002519;NA;.053342;.188162;.250507;.252000;904;867
1.99;266;1;0;40;256;2;1;0;11;10000;10000;6000;10000000;0;0;2;.002433;NA;.051730;.200173;.260230;.262000;912;809
1.97;267;1;0;40;256;2;1;0;11;10000;10000;6000;10000000;0;0;2;.002525;NA;.056478;.202474;.256319;.258250;901;894
1.94;267;1;0;40;256;2;1;0;11;10000;10000;4000;10000000;0;0;2;.002428;NA;.055904;.202662;.257786;.259500;906;880
1.94;266;1;0;40;256;2;1;0;11;10000;10000;4000;10000000;0;0;2;.002450;NA;.057109;.211667;.258412;.260750;912;895
1.96;266;1;0;40;256;2;1;0;11;10000;10000;4000;10000000;0;0;2;.002372;NA;.058684;.228340;.271174;.273000;903;879
1.99;267;1;0;40;256;2;1;0;11;10000;10000;2000;10000000;0;0;2;.002560;NA;.056542;.195093;.251507;.253000;910;914
1.90;267;1;0;40;256;2;1;0;11;10000;10000;2000;10000000;0;0;2;.002610;NA;.055613;.207456;.269665;.272250;902;835
1.96;267;1;0;40;256;2;1;0;11;10000;10000;2000;10000000;0;0;2;.002431;NA;.055224;.195503;.249226;.250500;910;902
1.92;267;1;0;40;256;2;1;0;11;10000;10000;1000;10000000;0;0;2;.002485;NA;.056184;.204368;.268235;.269750;909;852
1.98;267;1;0;40;256;2;1;0;11;10000;10000;1000;10000000;0;0;2;.002406;NA;.055934;.201861;.256376;.258250;907;886
1.98;267;1;0;40;256;2;1;0;11;10000;10000;1000;10000000;0;0;2;.002638;NA;.055797;.203785;.255849;.257250;912;888
1.94;267;1;0;40;256;2;1;0;12;10000;10000;12000;10000000;0;0;2;.002306;NA;.038368;.208381;.229860;.231750;852;684
1.98;266;1;0;40;256;2;1;0;12;10000;10000;12000;10000000;0;0;2;.002272;NA;.038566;.202399;.229123;.231000;861;689
1.95;267;1;0;40;256;2;1;0;12;10000;10000;12000;10000000;0;0;2;.002350;NA;.038202;.200686;.229506;.231000;863;684
1.93;266;1;0;40;256;2;1;0;12;10000;10000;10000;10000000;0;0;2;.002367;NA;.037931;.245562;.271944;.274000;850;569
1.96;267;1;0;40;256;2;1;0;12;10000;10000;10000;10000000;0;0;2;.002329;NA;.038188;.242438;.271950;.274000;867;575
1.94;267;1;0;40;256;2;1;0;12;10000;10000;10000;10000000;0;0;2;.002475;NA;.038023;.244077;.272043;.273750;877;571
1.98;265;1;0;40;256;2;1;0;12;10000;10000;8000;10000000;0;0;2;.002399;NA;.037622;.305026;.335989;.337750;868;459
1.96;266;1;0;40;256;2;1;0;12;10000;10000;8000;10000000;0;0;2;.002429;NA;.037643;.301900;.336138;.338000;825;459
1.96;266;1;0;40;256;2;1;0;12;10000;10000;8000;10000000;0;0;2;.002307;NA;.038114;.303503;.335813;.337500;859;467
1.95;266;1;0;40;256;2;1;0;12;10000;10000;6000;10000000;0;0;2;.002306;NA;.037667;.415553;.443806;.445500;842;349
1.99;267;1;0;40;256;2;1;0;12;10000;10000;6000;10000000;0;0;2;.002419;NA;.037583;.406586;.443577;.445500;862;348
1.95;267;1;0;40;256;2;1;0;12;10000;10000;6000;10000000;0;0;2;.002266;NA;.037447;.400733;.443943;.445500;856;346
1.99;266;1;0;40;256;2;1;0;12;10000;10000;4000;10000000;0;0;2;.002460;NA;.038165;.579176;.657771;.659250;869;238
1.98;267;1;0;40;256;2;1;0;12;10000;10000;4000;10000000;0;0;2;.002425;NA;.037758;.573076;.657888;.660000;867;235
1.95;267;1;0;40;256;2;1;0;12;10000;10000;4000;10000000;0;0;2;.002369;NA;.037936;.571214;.657408;.659500;851;236
1.99;266;1;0;40;256;2;1;0;12;10000;10000;2000;10000000;0;0;2;.002404;NA;.039396;1.253024;1.301482;1.303750;850;124
1.99;266;1;0;40;256;2;1;0;12;10000;10000;2000;10000000;0;0;2;.002405;NA;.039207;1.247388;1.301492;1.303750;852;123
1.99;265;1;0;40;256;2;1;0;12;10000;10000;2000;10000000;0;0;2;.002249;NA;.038875;1.231911;1.302381;1.303750;854;122
1.95;267;1;0;40;256;2;1;0;12;10000;10000;1000;10000000;0;0;2;.002488;NA;.040772;2.508474;2.589478;2.592250;787;64
2.00;267;1;0;40;256;2;1;0;12;10000;10000;1000;10000000;0;0;2;.002364;NA;.040962;2.499471;2.591152;2.592500;759;64
1.96;266;1;0;40;256;2;1;0;12;10000;10000;1000;10000000;0;0;2;.002292;NA;.040710;2.490597;2.590776;2.592500;774;64
