comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.81          256                1                  1    1        64        3         1         0         2         0         0         1              1000        0           0           1             0.012366     NA          0.032043          1.556565            1.556558           1.57                 7             2
1.81          257                1                  1    1        64        3         1         0         2         0         0         1              10000       0           0           1             0.018998     NA          0.032853          1.549233            1.549226           1.57                 8             2
1.81          255                1                  1    1        64        3         1         0         2         0         0         1              100000      0           0           1             0.011993     NA          0.071683          14.542764           14.542757          14.56                10            0
1.79          256                1                  1    1        64        3         1         0         2         0         0         2              1000        0           0           1             0.016908     NA          0.047291          3.041079            3.041072           3.06                 7             2
1.82          257                1                  1    1        64        3         1         0         2         0         0         2              10000       0           0           1             0.022173     NA          0.048100          3.046675            3.046669           3.07                 8             2
1.80          257                1                  1    1        64        3         1         0         2         0         0         2              100000      0           0           1             0.021642     NA          0.099317          23.025903           23.025896          23.05                12            0
1.82          257                1                  1    1        64        3         1         0         2         0         0         4              1000        0           0           1             0.033934     NA          0.088927          6.183691            6.183685           6.22                 7             1
1.79          257                1                  1    1        64        3         1         0         2         0         0         4              10000       0           0           1             0.030814     NA          0.085154          6.208445            6.208438           6.24                 7             1
1.82          257                1                  1    1        64        3         1         0         2         0         0         4              100000      0           0           1             0.023894     NA          0.138888          30.477111           30.477104          30.50                12            0
1.82          255                1                  1    1        64        3         1         0         2         0         0         8              1000        0           0           1             0.057641     NA          0.125128          12.415624           12.415620          12.47                7             1
1.82          256                1                  1    1        64        3         1         0         2         0         0         8              10000       0           0           1             0.044543     NA          0.142209          12.411289           12.411282          12.46                8             1
1.80          255                1                  1    1        64        3         1         0         2         0         0         8              100000      0           0           1             0.041533     NA          0.127598          36.215406           36.215399          36.26                10            0
1.81          257                1                  1    1        64        3         1         0         2         0         0         10             1000        0           0           1             0.045970     NA          0.142122          15.435766           15.435759          15.48                7             1
1.81          256                1                  1    1        64        3         1         0         2         0         0         10             10000       0           0           1             0.061601     NA          0.143213          15.423069           15.423063          15.49                8             1
1.82          257                1                  1    1        64        3         1         0         2         0         0         10             100000      0           0           1             0.052821     NA          0.110978          26.901145           26.901137          26.95                12            0
1.80          256                1                  1    1        64        3         1         0         2         0         0         20             1000        0           0           1             0.112170     NA          0.138244          30.454031           30.454024          30.57                7             0
1.82          257                1                  1    1        64        3         1         0         2         0         0         20             10000       0           0           1             0.110874     NA          0.113087          30.434491           30.434485          30.55                8             0
1.84          256                1                  1    1        64        3         1         0         2         0         0         20             100000      0           0           1             0.103877     NA          0.122323          43.074290           43.074283          43.18                10            0
1.82          257                1                  1    1        64        3         1         0         2         0         0         30             1000        0           0           1             0.163109     NA          0.126169          45.429789           45.429783          45.59                7             0
