comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000566      NA          .000116           .000156             .000290            .000833              7             860
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000628      NA          .000161           .000146             .000210            .000833              9             911
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000399      NA          .000158           .000176             .000267            .000833              7             982
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000413      NA          .000134           .000137             .000299            .000833              7             1004
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000417      NA          .000144           .000129             .000210            .000833              7             943
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000789      NA          .000121           .000153             .000350            .000833              7             634
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000784      NA          .000086           .000212             .000315            .000833              6             593
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000409      NA          .000131           .000134             .000267            .000833              7             959
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000407      NA          .000170           .000131             .000166            .000833              8             1168
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              25000            2605        0           1           0               1             .000680      NA          .000121           .000129             .000184            .000833              7             759
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000380      NA          .000134           .000150             .000209            .000833              7             904
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000486      NA          .000154           .000113             .000148            .000833              7             1113
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000595      NA          .000135           .000240             .000351            .000833              11            925
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000622      NA          .000141           .000157             .000217            .000833              7             900
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000553      NA          .000104           .000149             .000255            .000833              9             779
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000595      NA          .000111           .000160             .000302            .000833              7             926
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000383      NA          .000121           .000186             .000256            .000833              7             909
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .001010      NA          .000116           .000161             .000258            .001250              7             578
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000443      NA          .000153           .000149             .000231            .000833              8             1134
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              10000            2605        0           1           0               1             .000625      NA          .000143           .000187             .000282            .000833              7             995
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000558      NA          .000126           .000531             .000800            .001250              7             591
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000708      NA          .000085           .000560             .000887            .001250              7             437
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000676      NA          .000152           .000546             .000769            .001250              7             610
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000636      NA          .000111           .000609             .000818            .001250              7             489
0.03          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .001127      NA          .000136           .000576             .000835            .001666              7             434
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000576      NA          .000123           .000572             .000765            .001250              7             555
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000625      NA          .000161           .000478             .000721            .001250              7             702
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000427      NA          .000114           .000500             .000719            .001250              7             554
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000531      NA          .000118           .000382             .000586            .001250              7             593
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              1000             2605        0           1           0               1             .000749      NA          .000154           .000550             .000749            .001250              7             594
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .003088      NA          .000200           .005514             .006804            .007500              7             153
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .002291      NA          .000179           .005578             .007348            .008333              7             123
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .001461      NA          .000196           .005552             .006800            .007500              7             136
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .002612      NA          .000158           .005323             .006423            .007916              7             100
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .001695      NA          .000203           .005376             .006240            .007916              8             133
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .002151      NA          .000192           .005840             .007354            .007916              7             134
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .002201      NA          .000199           .005782             .007424            .007916              7             130
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .002365      NA          .000206           .005349             .006452            .007916              6             141
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .002384      NA          .000191           .005382             .006712            .007916              8             122
0.02          3                  1                  0    4        512       512       1         0         5         10000     10000     0              100              2605        0           1           0               1             .001805      NA          .000167           .006081             .006995            .007500              7             125
