comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
7.37;571;1;0;1;32;56;1;0;5;10000;10000;224;0;0;2;1.057533;NA;4.885126;5.078365;5.078350;6.140000;248;88
0.01;3;1;0;1;32;56;1;0;5;10000;10000;224;0;1;2;.172970;NA;.849886;.859982;.883551;1.000000;272;564
9.50;744;1;0;1;32;56;1;0;5;10000;10000;224;1;0;2;1.045759;4.789943;.564087;5.020014;5.020012;10.850000;260;54
0.02;3;1;0;1;32;56;1;0;5;10000;10000;224;1;1;2;.176386;.923292;.588543;.849692;.870115;1.875000;273;306
7.32;570;1;0;1;32;56;1;0;5;10000;10000;224;0;0;2;1.026382;NA;5.229010;5.208392;5.208379;6.230000;248;92
0.02;3;1;0;1;32;56;1;0;5;10000;10000;224;0;1;2;.177378;NA;.849028;.853639;.867580;1.045000;273;539
9.51;744;1;0;1;32;56;1;0;5;10000;10000;224;1;0;2;1.049832;4.841629;.566769;5.185236;5.185234;11.080000;261;53
0.02;3;1;0;1;32;56;1;0;5;10000;10000;224;1;1;2;.174595;.920256;.600692;.852976;.882012;1.886666;273;309
7.39;571;1;0;1;32;56;1;0;5;10000;10000;224;0;0;2;1.058273;NA;5.049333;5.064446;5.064425;6.120000;249;91
0.02;3;1;0;1;32;56;1;0;5;10000;10000;224;0;1;2;.177562;NA;.857494;.864583;.877849;1.031666;275;551
9.63;745;1;0;1;32;56;1;0;5;10000;10000;224;1;0;2;1.049389;4.942337;.565832;5.192642;5.192640;11.180000;260;54
0.02;3;1;0;1;32;56;1;0;5;10000;10000;224;1;1;2;.177200;.918438;.591442;.846846;.858504;1.866666;275;305
7.32;570;1;0;1;32;57;1;0;5;10000;10000;224;0;0;2;.021247;NA;1.170505;1.150774;1.150767;1.170000;248;100
0.02;3;1;0;1;32;57;1;0;5;10000;10000;224;0;1;2;.004468;NA;.184633;.203465;.204393;.208333;264;535
9.55;745;1;0;1;32;57;1;0;5;10000;10000;224;1;0;2;.031710;1.152276;.053368;1.155422;1.155421;2.340000;263;51
0.01;3;1;0;1;32;57;1;0;5;10000;10000;224;1;1;2;.006227;.191592;.118453;.201313;.203570;.398333;269;276
7.38;570;1;0;1;32;57;1;0;5;10000;10000;224;0;0;2;.010404;NA;1.164214;1.144711;1.144697;1.150000;248;101
