comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;0;.000115;NA;.012804;.012870;.012865;.013541;616;4604
0.01;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;1;.000155;NA;.053119;.092751;.092750;.102500;1835;2495
0.02;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;2;.000139;NA;.085439;.172543;.172542;.188750;3056;2179
0.02;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;3;.000085;NA;.119128;.248805;.248805;.271875;4276;2110
0.02;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;4;.000249;NA;.156459;.336844;.336844;.358958;5497;2099
0.02;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;5;.000122;NA;.184215;.407272;.407272;.438958;6718;2020
0.02;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;6;.000142;NA;.216635;.475936;.475935;.521458;7939;2000
0.02;3;1;0;2;512;2;1;0;7;0;0;10000000;0;3;7;.000154;NA;.245926;.558909;.558909;.605208;9161;1955
0.02;3;1;0;2;512;2;1;0;7;0;10000;10000000;0;3;0;.000351;NA;.012872;.012891;.012891;.013750;616;4542
0.02;3;1;0;2;512;2;1;0;7;0;10000;10000000;0;3;1;.000448;NA;.058644;.069687;.069686;.077916;1839;3737
0.01;3;1;0;2;512;2;1;0;7;0;10000;10000000;0;3;2;.000492;NA;.090579;.136267;.136265;.152916;3062;3065
0.02;3;1;0;2;512;2;1;0;7;0;10000;10000000;0;3;3;.000661;NA;.121047;.190996;.190996;8.750000;4286;68
