comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
8.51          525                1                  0    1        32        70        1         0         5         10000     10000     1           0           0           16            .012490      NA          .059745           1.133899            1.133889           1.150000             14            5
9.61          535                1                  0    1        32        70        1         0         5         10000     10000     1           1           0           16            .014407      .072438     .011214           .660926             .660924            .750000              22            12
8.75          523                1                  0    1        32        70        1         0         12        10000     10000     1           0           0           16            .013852      NA          .161281           .839215             .839207            .850000              16            19
8.68          523                1                  0    1        32        70        1         0         12        10000     10000     1           1           0           16            .019275      .088961     .154179           .731780             .731776            .840000              17            20
8.44          525                1                  0    1        32        70        1         1         5         10000     10000     1           0           0           16            .019818      NA          .084693           .731094             .731080            .750000              13            12
9.57          537                1                  0    1        32        70        1         1         5         10000     10000     1           1           0           16            .013536      .072181     .008946           .761691             .761689            .850000              26            10
8.72          524                1                  0    1        32        70        1         1         12        10000     10000     1           0           0           16            .012119      NA          .141151           .939317             .939300            .950000              14            16
8.76          523                1                  0    1        32        70        1         1         12        10000     10000     1           1           0           16            .027814      .043285     .136041           .891618             .891614            .960000              17            15
8.79          524                1                  0    1        32        170       1         0         5         10000     10000     1           0           0           16            .013846      NA          .089117           .499112             .499106            .510000              14            19
10.00         556                1                  0    1        32        170       1         0         5         10000     10000     1           1           0           16            .019128      .074611     .008922           .498803             .498800            .590000              26            16
9.03          523                1                  0    1        32        170       1         0         12        10000     10000     1           0           0           16            .016535      NA          .157722           .615211             .615198            .630000              17            27
9.01          522                1                  0    1        32        170       1         0         12        10000     10000     1           1           0           16            .021995      .083385     .147230           .577857             .577852            .680000              20            24
8.57          523                1                  0    1        32        170       1         1         5         10000     10000     1           0           0           16            .008365      NA          .079214           .497385             .497380            .510000              15            17
9.86          549                1                  0    1        32        170       1         1         5         10000     10000     1           1           0           16            .025726      .077471     .008390           .492835             .492832            .600000              24            15
8.90          523                1                  0    1        32        170       1         1         12        10000     10000     1           0           0           16            .013096      NA          .136597           .574970             .574963            .590000              15            25
8.98          522                1                  0    1        32        170       1         1         12        10000     10000     1           1           0           16            .029610      .048935     .128652           .601961             .601958            .680000              18            20
8.48          524                1                  0    1        32        270       1         0         5         10000     10000     1           0           0           16            .010235      NA          .084986           .512899             .512894            .520000              13            18
9.61          538                1                  0    1        32        270       1         0         5         10000     10000     1           1           0           16            .015629      .074546     .009005           .504589             .504587            .600000              22            15
8.75          524                1                  0    1        32        270       1         0         12        10000     10000     1           0           0           16            .024894      NA          .153659           .615044             .615038            .640000              15            26
8.77          524                1                  0    1        32        270       1         0         12        10000     10000     1           1           0           16            .018860      .089223     .143519           .581496             .581492            .690000              18            23
8.51          525                1                  0    1        32        270       1         1         5         10000     10000     1           0           0           16            .007436      NA          .051781           .510915             .510905            .520000              13            11
9.72          538                1                  0    1        32        270       1         1         5         10000     10000     1           1           0           16            .014458      .071895     .008756           .497442             .497440            .580000              26            15
8.74          524                1                  0    1        32        270       1         1         12        10000     10000     1           0           0           16            .017968      NA          .138931           .606074             .606065            .620000              15            24
8.80          522                1                  0    1        32        270       1         1         12        10000     10000     1           1           0           16            .016316      .078758     .129274           .600341             .600338            .700000              17            20
8.57          523                1                  0    1        32        71        1         0         5         10000     10000     1           0           0           16            .022479      NA          .133898           3.795112            3.795106           3.820000             23            3
9.57          537                1                  0    1        32        71        1         0         5         10000     10000     1           1           0           16            .021332      .105791     .019249           3.820374            3.820372           3.950000             43            3
8.69          524                1                  0    1        32        71        1         0         12        10000     10000     1           0           0           16            .018421      NA          .293733           3.841654            3.841643           3.860000             24            8
8.76          522                1                  0    1        32        71        1         0         12        10000     10000     1           1           0           16            .026599      .116846     .296171           3.926874            3.926870           4.070000             25            7
8.53          524                1                  0    1        32        71        1         1         5         10000     10000     1           0           0           16            .016458      NA          .119294           1.622339            1.622324           1.640000             19            7
9.55          536                1                  0    1        32        71        1         1         5         10000     10000     1           1           0           16            .018264      .069923     .012683           1.616308            1.616306           1.710000             37            5
8.76          524                1                  0    1        32        71        1         1         12        10000     10000     1           0           0           16            .014796      NA          .231619           1.724235            1.724223           1.740000             23            13
8.64          523                1                  0    1        32        71        1         1         12        10000     10000     1           1           0           16            .014652      .112648     .234124           1.732814            1.732811           1.860000             24            13
8.71          524                1                  0    1        32        171       1         0         5         10000     10000     1           0           0           16            .015025      NA          .129001           1.108368            1.108357           1.120000             20            12
9.99          555                1                  0    1        32        171       1         0         5         10000     10000     1           1           0           16            .022427      .105317     .013145           1.105139            1.105136           1.240000             41            10
9.04          522                1                  0    1        32        171       1         0         12        10000     10000     1           0           0           16            .024043      NA          .266690           1.236517            1.236512           1.260000             24            23
9.00          522                1                  0    1        32        171       1         0         12        10000     10000     1           1           0           16            .034003      .124580     .255320           1.250588            1.250583           1.410000             32            20
8.54          525                1                  0    1        32        171       1         1         5         10000     10000     1           0           0           16            .011844      NA          .116684           .836963             .836949            .850000              19            15
9.82          550                1                  0    1        32        171       1         1         5         10000     10000     1           1           0           16            .017593      .102946     .012180           .794156             .794154            .920000              35            13
8.85          522                1                  0    1        32        171       1         1         12        10000     10000     1           0           0           16            .028190      NA          .234463           .962316             .962311            .990000              23            25
8.87          522                1                  0    1        32        171       1         1         12        10000     10000     1           1           0           16            .021438      .117993     .219456           .925076             .925072            1.070000             26            22
8.53          525                1                  0    1        32        271       1         0         5         10000     10000     1           0           0           16            .013482      NA          .121928           .791740             .791726            .810000              20            16
9.65          538                1                  0    1        32        271       1         0         5         10000     10000     1           1           0           16            .028604      .107764     .014306           .939704             .939702            1.080000             41            12
8.81          524                1                  0    1        32        271       1         0         12        10000     10000     1           0           0           16            .017940      NA          .250839           1.243957            1.243945           1.260000             23            21
8.82          523                1                  0    1        32        271       1         0         12        10000     10000     1           1           0           16            .017428      .086817     .250931           1.258540            1.258536           1.360000             27            19
8.55          524                1                  0    1        32        271       1         1         5         10000     10000     1           0           0           16            .009496      NA          .113862           1.064977            1.064972           1.080000             19            11
9.71          538                1                  0    1        32        271       1         1         5         10000     10000     1           1           0           16            .016122      .098768     .012906           1.072557            1.072555           1.190000             35            10
8.81          524                1                  0    1        32        271       1         1         12        10000     10000     1           0           0           16            .015255      NA          .232596           1.220561            1.220547           1.240000             22            20
