comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;1;256;90;1;0;12;10000;10000;1;0;3;2;.001097;NA;.021818;.080764;.084201;.085833;132;637
0.01;3;1;0;1;256;90;1;0;12;10000;10000;1;1;3;2;.014189;.013673;.016326;.078956;.081009;.095416;193;523
0.02;3;1;0;1;256;90;1;0;12;10000;10000;2;0;3;2;.002122;NA;.040475;.084093;.087505;.089583;199;1129
0.03;3;1;0;1;256;90;1;0;12;10000;10000;2;1;3;2;.027182;.025503;.029719;.080004;.083149;.109166;332;837
0.01;3;1;0;1;256;90;1;0;12;10000;10000;4;0;3;2;.003073;NA;.082383;.090145;.093736;.097083;347;2090
0.03;3;1;0;1;256;90;1;0;12;10000;10000;4;1;3;2;.053414;.051034;.059950;.082015;.085741;.138750;543;1304
0.01;3;1;0;1;256;90;1;0;12;10000;10000;8;0;3;2;.004159;NA;.167189;.166422;.170428;.174583;690;2346
0.03;3;1;0;1;256;90;1;0;12;10000;10000;8;1;3;2;.104724;.101586;.120927;.150841;.155831;.260833;1053;1384
0.02;3;1;0;1;256;90;1;0;12;10000;10000;16;0;3;2;.007510;NA;.342172;.338923;.347407;.355833;1293;2347
0.02;3;1;0;1;256;90;1;0;12;10000;10000;16;1;3;2;.213559;.209738;.249387;.303118;.310461;.527083;2100;1408
0.02;3;1;0;1;256;90;1;0;12;10000;10000;32;0;3;2;.013045;NA;.692494;.683087;.698507;.712083;2690;2369
0.01;3;1;0;1;256;90;1;0;12;10000;10000;32;1;3;2;.430615;.420291;.499958;.612636;.624882;1.050416;4186;1414
0.02;3;1;0;1;256;90;1;1;12;10000;10000;1;0;3;2;.000905;NA;.018399;.032887;.034783;.035833;129;1281
0.03;3;1;0;1;256;90;1;1;12;10000;10000;1;1;3;2;.012652;.012119;.013791;.031751;.033293;.046250;170;932
0.01;3;1;0;1;256;90;1;1;12;10000;10000;2;0;3;2;.001606;NA;.035417;.044524;.046074;.047916;184;1849
0.03;3;1;0;1;256;90;1;1;12;10000;10000;2;1;3;2;.023490;.022284;.026431;.041840;.043759;.066666;273;1207
0.02;3;1;0;1;256;90;1;1;12;10000;10000;4;0;3;2;.002554;NA;.070505;.079334;.081156;.084166;343;2069
0.02;3;1;0;1;256;90;1;1;12;10000;10000;4;1;3;2;.046487;.044245;.052805;.073031;.076822;.121666;475;1301
0.01;3;1;0;1;256;90;1;1;12;10000;10000;8;0;3;2;.003970;NA;.143309;.146275;.149809;.153750;671;2286
0.02;3;1;0;1;256;90;1;1;12;10000;10000;8;1;3;2;.092222;.089977;.104188;.132416;.138350;.229166;912;1361
0.01;3;1;0;1;256;90;1;1;12;10000;10000;16;0;3;2;.006051;NA;.290064;.297566;.305039;.310416;1357;2280
0.01;3;1;0;1;256;90;1;1;12;10000;10000;16;1;3;2;.184313;.178149;.215542;.268832;.273585;.455000;1815;1405
0.01;3;1;0;1;256;90;1;1;12;10000;10000;32;0;3;2;.010897;NA;.585348;.592756;.603751;.613750;2642;2323
