comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.09;281;1;0;32;256;14;1;0;2;10000;10000;4000;30000;0;0;2;.000187;NA;.066248;.067619;.074353;.074687;7;2838
2.14;281;1;0;32;256;14;1;0;2;10000;10000;4000;30000;0;0;2;.000503;NA;.066615;.067399;.071959;.072500;6;2939
2.06;280;1;0;32;256;14;1;0;2;10000;10000;4000;30000;0;0;2;.000130;NA;.066298;.068179;.074658;.074687;8;2834
2.11;280;1;0;32;256;14;1;0;2;10000;10000;4000;30000;0;0;2;.000179;NA;.065944;.067060;.072085;.072187;6;2916
2.14;281;1;0;32;256;14;1;0;2;10000;10000;4000;30000;0;0;2;.000197;NA;.065668;.067000;.071605;.071875;6;2922
2.12;281;1;0;32;256;14;1;0;2;10000;10000;2000;30000;0;0;2;.000196;NA;.066237;.067583;.072445;.072500;6;2914
2.10;282;1;0;32;256;14;1;0;2;10000;10000;2000;30000;0;0;2;.000149;NA;.066343;.067343;.072607;.072812;6;2913
2.14;280;1;0;32;256;14;1;0;2;10000;10000;2000;30000;0;0;2;.000179;NA;.066117;.067634;.072364;.072500;6;2910
2.08;282;1;0;32;256;14;1;0;2;10000;10000;2000;30000;0;0;2;.000350;NA;.066256;.067690;.073153;.073437;6;2882
2.11;282;1;0;32;256;14;1;0;2;10000;10000;2000;30000;0;0;2;.000205;NA;.066124;.066930;.072256;.072500;6;2915
2.13;280;1;0;32;256;14;1;0;2;10000;10000;1000;30000;0;0;2;.000174;NA;.065673;.067770;.074687;.074687;8;2805
2.08;281;1;0;32;256;14;1;0;2;10000;10000;1000;30000;0;0;2;.000155;NA;.065294;.068074;.079051;.079375;6;2634
