program  c.domain  adv.model  protocol   partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)
54       RING                 rep4-ring  4          18.20         1147               1                  1000000     0.546221             0.75                 359           96%        ~26           32.0047         96.0186          0.14             1.048e-05,0.54251      
54       RING                 rep4-ring  4          18.37         1144               1                  1000000     0.542343             0.75                 356           89%        ~26           32.0047         96.0186          0.12             6.91e-06,0.539021      
54       RING                 rep4-ring  4          18.14         1144               1                  1000000     0.553577             0.74                 354           91%        ~26           32.0047         96.0186          0.14             1.095e-05,0.549836     
54       RING                 rep4-ring  4          18.18         1144               1                  1000000     0.5291               0.73                 355           95%        ~26           32.0047         96.0186          0.09             6.75e-06,0.526021      
54       RING                 rep4-ring  4          18.19         1144               1                  1000000     0.54508              0.75                 355           93%        ~26           32.0047         96.0186          0.09             1.336e-05,0.541675     
54       RING                 rep4-ring  4          18.07         1144               1                  1000000     0.533768             0.73                 356           94%        ~26           32.0047         96.0186          0.08             1.134e-05,0.530406     
54       RING                 rep4-ring  4          18.18         1144               1                  1000000     0.536395             0.74                 358           95%        ~26           32.0047         96.0186          0.11             7.41e-06,0.533152      
54       RING                 rep4-ring  4          18.26         1144               1                  1000000     0.542125             0.75                 358           95%        ~26           32.0047         96.0186          0.12             1.548e-05,0.538797     
54       RING                 rep4-ring  4          18.08         1144               1                  1000000     0.548714             0.76                 355           90%        ~26           32.0047         96.0186          0.08             2.607e-05,0.545177     
54       RING                 rep4-ring  4          18.10         1144               1                  1000000     0.548892             0.74                 356           92%        ~26           32.0047         96.0186          0.13             1.598e-05,0.545066     
