comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.18;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000977;NA;.007283;.030611;.037249;.038333;156;469
2.17;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000835;NA;.007388;.031053;.037831;.038750;159;470
2.22;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000955;NA;.007529;.030310;.037554;.038333;162;482
2.23;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000417;NA;.007065;.035740;.040002;.040416;156;433
2.20;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000965;NA;.007376;.028464;.035534;.036250;157;500
2.24;280;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000936;NA;.007393;.032972;.038150;.038750;156;467
2.24;282;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000416;NA;.007121;.032896;.037910;.038333;156;460
2.24;278;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000460;NA;.007172;.031937;.038545;.038750;156;456
2.21;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000861;NA;.007417;.032749;.038252;.039166;156;467
2.23;279;1;0;24;256;2;1;0;8;10000;10000;8000;1000000;0;0;2;.000414;NA;.006799;.029307;.037264;.037916;156;447
2.24;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000635;NA;.006819;.039010;.045427;.046250;156;367
2.21;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000766;NA;.007288;.041442;.048588;.049166;156;364
2.22;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000416;NA;.006765;.037276;.045672;.045833;157;364
2.20;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000414;NA;.006956;.042372;.048777;.049166;156;351
2.21;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000818;NA;.007408;.043155;.048552;.049583;156;370
2.17;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000846;NA;.006984;.038068;.047857;.048750;156;355
2.20;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000749;NA;.007344;.046266;.051450;.052083;156;348
2.21;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000546;NA;.006728;.037300;.046883;.047500;157;354
2.20;280;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000592;NA;.006778;.036681;.045510;.045833;156;365
2.21;279;1;0;24;256;2;1;0;8;10000;10000;6000;1000000;0;0;2;.000633;NA;.006965;.040201;.046709;.047500;157;365
2.22;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000973;NA;.007382;.059040;.067102;.067916;157;268
2.22;280;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000629;NA;.006838;.059091;.067164;.067916;156;251
2.16;280;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000833;NA;.007095;.057249;.069492;.070416;156;249
2.20;280;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000414;NA;.006942;.055734;.067736;.068333;156;253
2.16;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000565;NA;.007259;.055415;.069516;.070000;156;256
2.22;279;1;0;24;256;2;1;0;8;10000;10000;4000;1000000;0;0;2;.000524;NA;.006859;.056884;.067116;.067500;156;252
