comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
8.09;527;1;0;1;256;60;1;0;5;10000;10000;1;0;0;0;program;NA;clock;getTime;chrono;3.27;1079;32
8.11;527;1;0;1;256;60;1;0;5;10000;10000;2;0;0;0;program;NA;clock;getTime;chrono;3.33;1116;42
8.13;527;1;0;1;256;60;1;0;5;10000;10000;3;0;0;0;program;NA;clock;getTime;chrono;3.22;1153;56
8.05;527;1;0;1;256;60;1;0;5;10000;10000;4;0;0;0;program;NA;clock;getTime;chrono;3.67;1183;64
8.56;527;1;0;1;256;61;1;0;5;10000;10000;1;0;0;0;program;NA;clock;getTime;chrono;25.20;1552;4
8.58;528;1;0;1;256;61;1;0;5;10000;10000;2;0;0;0;program;NA;clock;getTime;chrono;20.02;1612;7
8.64;527;1;0;1;256;61;1;0;5;10000;10000;3;0;0;0;program;NA;clock;getTime;chrono;12.91;1662;13
8.61;526;1;0;1;256;61;1;0;5;10000;10000;4;0;0;0;program;NA;clock;getTime;chrono;13.20;1715;14
8.27;527;1;0;1;256;62;1;0;5;10000;10000;1;0;0;0;program;NA;clock;getTime;chrono;1.52;1109;90
8.21;526;1;0;1;256;62;1;0;5;10000;10000;2;0;0;0;program;NA;clock;getTime;chrono;1.98;1239;107
8.26;528;1;0;1;256;62;1;0;5;10000;10000;3;0;0;0;program;NA;clock;getTime;chrono;2.77;1356;106
8.25;527;1;0;1;256;62;1;0;5;10000;10000;4;0;0;0;program;NA;clock;getTime;chrono;3.58;1495;105
8.20;531;1;0;1;256;63;1;0;5;10000;10000;1;0;0;0;program;NA;clock;getTime;chrono;21.24;10173;104
8.13;527;1;0;1;256;63;1;0;5;10000;10000;2;0;0;0;program;NA;clock;getTime;chrono;43.11;11954;103
8.20;528;1;0;1;256;63;1;0;5;10000;10000;3;0;0;0;program;NA;clock;getTime;chrono;59.91;13692;104
8.05;528;1;0;1;256;63;1;0;5;10000;10000;4;0;0;0;program;NA;clock;getTime;chrono;80.28;15468;103
8.65;527;1;0;1;256;64;1;0;5;10000;10000;1;0;0;0;program;NA;clock;getTime;chrono;9.67;5636;107
8.60;528;1;0;1;256;64;1;0;5;10000;10000;2;0;0;0;program;NA;clock;getTime;chrono;18.42;8340;106
8.58;528;1;0;1;256;64;1;0;5;10000;10000;3;0;0;0;program;NA;clock;getTime;chrono;27.06;10989;104
8.61;527;1;0;1;256;64;1;0;5;10000;10000;4;0;0;0;program;NA;clock;getTime;chrono;36.28;13690;108
8.24;526;1;0;1;256;65;1;0;5;10000;10000;1;0;0;0;program;NA;clock;getTime;chrono;35.28;19834;102
8.31;528;1;0;1;256;65;1;0;5;10000;10000;2;0;0;0;program;NA;clock;getTime;chrono;68.74;26105;102
8.25;527;1;0;1;256;65;1;0;5;10000;10000;3;0;0;0;program;NA;clock;getTime;chrono;107.04;32495;102
8.27;529;1;0;1;256;65;1;0;5;10000;10000;4;0;0;0;program;NA;clock;getTime;chrono;144.50;38863;102
8.17;528;1;0;10;256;60;1;0;5;10000;10000;1;0;0;0;.015813;NA;.106832;.449361;.603972;.621000;1513;188
8.06;529;1;0;10;256;60;1;0;5;10000;10000;2;0;0;0;.015869;NA;.153235;.553468;.605644;.621000;1538;262
8.21;528;1;0;10;256;60;1;0;5;10000;10000;3;0;0;0;.015524;NA;.202332;.690383;.952087;.963000;1513;220
8.12;528;1;0;10;256;60;1;0;5;10000;10000;4;0;0;0;.016772;NA;.244938;.502324;.589707;.605000;1703;421
8.69;527;1;0;10;256;61;1;0;5;10000;10000;1;0;0;0;.023193;NA;.122440;2.761854;2.941337;2.958000;2082;46
8.51;528;1;0;10;256;61;1;0;5;10000;10000;2;0;0;0;.024324;NA;.149973;2.151488;2.206579;2.230000;2242;73
8.58;528;1;0;10;256;61;1;0;5;10000;10000;3;0;0;0;.022906;NA;.172910;1.442177;1.504728;1.529000;2395;122
8.57;527;1;0;10;256;61;1;0;5;10000;10000;4;0;0;0;.023175;NA;.194346;1.479466;1.551045;1.571000;2521;133
8.26;527;1;0;10;256;62;1;0;5;10000;10000;1;0;0;0;.013895;NA;.136350;.218131;.258772;.271000;1445;532
8.31;526;1;0;10;256;62;1;0;5;10000;10000;2;0;0;0;.013326;NA;.224579;.281645;.319202;.334000;1433;699
8.21;527;1;0;10;256;62;1;0;5;10000;10000;3;0;0;0;.013333;NA;.310660;.365553;.407029;.421000;1391;759
