comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.057939;.034605;.022310;.024157;.040381;.077291;1838;1820
0.02;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.059939;.051866;.026400;.025962;.042396;.082291;1972;1957
0.03;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.065238;.063557;.021119;.029882;.043211;.083125;1838;1616
0.02;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.059795;.052163;.021175;.026155;.044925;.079791;1633;1704
0.02;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.053319;.046795;.022699;.025460;.038302;.076875;1690;1865
0.01;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.066509;.032372;.026643;.030477;.045347;.081250;2027;1986
0.01;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.055141;.049895;.028189;.029092;.044066;.077500;2022;2202
0.02;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.060380;.036742;.023733;.033948;.052334;.081041;1677;1817
0.02;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.058575;.048926;.022625;.022653;.040143;.078541;1885;1816
0.02;3;1;0;2;256;2;1;0;12;10000;10000;10000000;1;3;2;.053065;.045732;.022265;.028001;.042761;.076875;1530;1831
