comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.38          229                1                  0    15       256       2         1         0         5         100       100       10000000    0           0           0             .001112      NA          .065303           .100179             .100179            .126000              944           812
1.39          229                1                  0    15       256       2         1         0         5         100       1000      10000000    0           0           0             .000880      NA          .035344           .089538             .089538            .112000              920           502
1.37          229                1                  0    15       256       2         1         0         5         100       10000     10000000    0           0           0             .000798      NA          .033481           .107100             .107100            .116666              922           495
1.34          230                1                  0    15       256       2         1         0         5         1000      100       10000000    0           0           0             .001209      NA          .063135           .096357             .096357            .125333              944           791
1.39          229                1                  0    15       256       2         1         0         5         1000      1000      10000000    0           0           0             .000854      NA          .036697           .097226             .097226            .111333              920           522
1.40          230                1                  0    15       256       2         1         0         5         1000      10000     10000000    0           0           0             .000781      NA          .033754           .093713             .093713            .116666              922           468
1.34          230                1                  0    15       256       2         1         0         5         10000     100       10000000    0           0           0             .001172      NA          .062535           .096875             .096875            .113333              944           878
1.41          230                1                  0    15       256       2         1         0         5         10000     1000      10000000    0           0           0             .000838      NA          .036699           .096897             .096897            .116000              920           504
1.36          229                1                  0    15       256       2         1         0         5         10000     10000     10000000    0           0           0             .000897      NA          .033155           .100188             .100188            .112666              922           477
1.36          230                1                  0    16       256       2         1         0         5         100       100       10000000    0           0           0             .001143      NA          .060038           .097158             .097158            .115000              944           870
1.38          230                1                  0    16       256       2         1         0         5         100       1000      10000000    0           0           0             .000744      NA          .033812           .093369             .093369            .113125              920           503
1.40          230                1                  0    16       256       2         1         0         5         100       10000     10000000    0           0           0             .000753      NA          .031499           .097028             .097028            .113125              922           474
1.36          230                1                  0    16       256       2         1         0         5         1000      100       10000000    0           0           0             .000949      NA          .061079           .093573             .093573            .113125              943           894
1.38          230                1                  0    16       256       2         1         0         5         1000      1000      10000000    0           0           0             .000747      NA          .033360           .095574             .095574            .114375              920           493
1.38          230                1                  0    16       256       2         1         0         5         1000      10000     10000000    0           0           0             .000691      NA          .032894           .087826             .087826            .111875              922           504
1.41          230                1                  0    16       256       2         1         0         5         10000     100       10000000    0           0           0             .001104      NA          .057446           .092427             .092427            .115625              944           831
1.38          230                1                  0    16       256       2         1         0         5         10000     1000      10000000    0           0           0             .000843      NA          .033769           .097196             .097196            .112500              920           515
1.39          229                1                  0    16       256       2         1         0         5         10000     10000     10000000    0           0           0             .000747      NA          .032207           .098584             .098583            .116875              922           475
1.36          229                1                  0    17       256       2         1         0         5         100       100       10000000    0           0           0             .001088      NA          .057209           .097061             .097061            .114117              943           886
1.41          229                1                  0    17       256       2         1         0         5         100       1000      10000000    0           0           0             .000679      NA          .032031           .096980             .096980            .110000              920           529
1.41          229                1                  0    17       256       2         1         0         5         100       10000     10000000    0           0           0             .000680      NA          .030038           .100764             .100764            .121176              922           458
1.40          230                1                  0    17       256       2         1         0         5         1000      100       10000000    0           0           0             .001059      NA          .056126           .091265             .091265            .118823              944           833
1.37          229                1                  0    17       256       2         1         0         5         1000      1000      10000000    0           0           0             .000683      NA          .031882           .097784             .097784            .110000              920           531
1.39          229                1                  0    17       256       2         1         0         5         1000      10000     10000000    0           0           0             .000726      NA          .030317           .099417             .099417            .112352              922           513
1.38          230                1                  0    17       256       2         1         0         5         10000     100       10000000    0           0           0             .000881      NA          .059990           .095061             .095061            .121764              944           875
1.38          230                1                  0    17       256       2         1         0         5         10000     1000      10000000    0           0           0             .000616      NA          .032619           .098278             .098278            .114705              920           518
1.38          232                1                  0    17       256       2         1         0         5         10000     10000     10000000    0           0           0             .000621      NA          .030290           .095072             .095072            .111764              922           493
