comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.38;229;1;0;1;256;2;1;0;1;0;0;1500;1000000;0;0;0;0.002816;NA;0.129341;0.101284;0.101282;0.11;186;119
1.37;229;1;0;1;256;2;1;0;1;0;0;1000;1000000;0;0;0;0.002761;NA;0.122224;0.101662;0.101660;0.11;187;113
1.40;230;1;0;1;256;2;1;0;1;0;0;500;1000000;0;0;0;0.002815;NA;0.122963;0.101073;0.101072;0.11;186;114
1.39;228;1;0;1;256;2;1;0;2;0;0;1500;1000000;0;0;0;0.000017;NA;0.074947;0.068671;0.068670;0.07;125;100
1.35;229;1;0;1;256;2;1;0;2;0;0;1000;1000000;0;0;0;0.000016;NA;0.075936;0.071298;0.071297;0.07;125;100
1.37;230;1;0;1;256;2;1;0;2;0;0;500;1000000;0;0;0;0.000008;NA;0.050628;0.068274;0.068273;0.07;125;68
1.37;228;1;0;1;256;2;1;0;3;0;0;1500;1000000;0;0;0;0.000017;NA;0.070745;0.106321;0.106319;0.11;64;64
1.38;229;1;0;1;256;2;1;0;3;0;0;1000;1000000;0;0;0;0.000018;NA;0.070976;0.131637;0.131635;0.14;64;53
1.39;229;1;0;1;256;2;1;0;3;0;0;500;1000000;0;0;0;0.000017;NA;0.069172;0.129607;0.129606;0.13;64;52
1.37;230;1;0;1;256;2;1;0;5;0;0;1500;1000000;0;0;0;0.000018;NA;0.071203;0.128076;0.128075;0.13;95;54
1.32;228;1;0;1;256;2;1;0;5;0;0;1000;1000000;0;0;0;0.000017;NA;0.071161;0.103468;0.103467;0.11;95;67
1.35;229;1;0;1;256;2;1;0;5;0;0;500;1000000;0;0;0;0.000017;NA;0.071151;0.126623;0.126622;0.13;95;55
1.40;231;1;0;1;256;2;1;0;8;0;0;1500;1000000;0;0;0;0.001093;NA;0.136700;0.385749;0.385747;0.39;278;35
1.40;232;1;0;1;256;2;1;0;8;0;0;1000;1000000;0;0;0;0.002890;NA;0.168444;0.506382;0.506380;0.51;278;33
1.42;232;1;0;1;256;2;1;0;8;0;0;500;1000000;0;0;0;0.002876;NA;0.157306;0.760324;0.760323;0.77;278;21
1.38;231;1;0;1;256;2;1;0;9;0;0;1500;1000000;0;0;0;0.000018;NA;0.009466;0.008411;0.008409;0.01;34;76
1.42;230;1;0;1;256;2;1;0;9;0;0;1000;1000000;0;0;0;0.000023;NA;0.009936;0.008918;0.008917;0.01;34;72
1.39;230;1;0;1;256;2;1;0;9;0;0;500;1000000;0;0;0;0.000020;NA;0.010188;0.009160;0.009159;0.01;34;77
1.44;232;1;0;1;256;2;1;0;10;0;0;1500;1000000;0;0;0;0.002843;NA;0.150650;0.283065;0.283064;0.29;249;53
1.41;232;1;0;1;256;2;1;0;10;0;0;1000;1000000;0;0;0;0.001089;NA;0.147953;0.334418;0.334417;0.35;247;43
1.44;231;1;0;1;256;2;1;0;10;0;0;500;1000000;0;0;0;0.002753;NA;0.152769;0.624922;0.624921;0.63;247;25
1.42;231;1;0;1;256;2;1;0;11;0;0;1500;1000000;0;0;0;0.000630;NA;0.156118;0.257493;0.257492;0.26;280;60
1.44;231;1;0;1;256;2;1;0;11;0;0;1000;1000000;0;0;0;0.001597;NA;0.166810;0.267575;0.267574;0.27;278;62
1.42;232;1;0;1;256;2;1;0;11;0;0;500;1000000;0;0;0;0.001634;NA;0.161755;0.248563;0.248562;0.25;278;64
1.38;232;1;0;1;256;2;1;0;12;0;0;1500;1000000;0;0;0;0.002955;NA;0.160286;0.405492;0.405491;0.41;249;39
1.45;235;1;0;1;256;2;1;0;12;0;0;1000;1000000;0;0;0;0.002836;NA;0.159349;0.457083;0.457082;0.46;247;35
1.42;236;1;0;1;256;2;1;0;12;0;0;500;1000000;0;0;0;0.001235;NA;0.134625;0.712247;0.712245;0.72;247;19
