comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
4.62          362                1                  0    6        256       25        1         0         5         10000     10000     1              10000       0           1           2             .007172      NA          .406110           .438017             .495884            .501666              1478          2948
4.57          362                1                  0    6        256       25        1         0         5         10000     10000     1              20000       0           1           2             .014106      NA          .889173           .900557             1.017291           1.030277             2924          3138
4.58          361                1                  0    6        256       25        1         0         5         10000     10000     10             10000       0           1           2             .007205      NA          .234886           .741016             1.033309           1.042222             1913          827
4.60          359                1                  0    6        256       25        1         0         5         10000     10000     10             20000       0           1           2             .014231      NA          .529593           1.199862            1.507925           1.522777             3554          1274
4.58          362                1                  0    6        256       25        1         0         5         10000     10000     20             10000       0           1           2             .008333      NA          .192715           1.356681            1.894261           1.902222             2008          373
4.58          361                1                  0    6        256       25        1         0         5         10000     10000     20             20000       0           1           2             .015087      NA          .381088           2.219195            3.173786           3.188611             4096          440
4.61          359                1                  0    6        256       25        1         0         5         10000     10000     30             10000       0           1           2             .009432      NA          .182782           2.052043            3.032827           3.041944             2070          222
4.58          358                1                  0    6        256       25        1         0         5         10000     10000     30             20000       0           1           2             .016262      NA          .361877           3.484707            4.965964           4.979444             4196          268
4.60          361                1                  0    6        256       25        1         0         5         10000     10000     40             10000       0           1           2             .010389      NA          .180908           2.776350            4.000437           4.010555             2109          166
4.60          363                1                  0    6        256       25        1         0         5         10000     10000     40             20000       0           1           2             .016475      NA          .355438           5.164485            6.732961           6.750000             4249          194
4.59          361                1                  0    6        256       25        1         0         5         10000     10000     50             10000       0           1           2             .011302      NA          .180313           3.723534            5.005224           5.014722             2145          132
4.60          361                1                  0    6        256       25        1         0         5         10000     10000     50             20000       0           1           2             .018118      NA          .353056           6.747543            8.822468           8.837500             4291          147
