comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.04;262;1;0;1;32;24;1;0;5;10000;10000;10;50;0;0;16;.030980;NA;.001737;.021055;.021050;.050000;4;12
2.00;266;1;0;1;32;24;1;0;5;10000;10000;10;50;1;0;16;.079379;.000447;.001222;.000631;.000628;.080000;4;8
2.13;261;1;0;1;32;24;1;0;5;10000;10000;10;50;0;0;16;.042259;NA;.002396;.021189;.021184;.060000;4;9
2.16;266;1;0;1;32;24;1;0;5;10000;10000;10;50;1;0;16;.092621;.000331;.001031;.020713;.020709;.110000;4;7
2.19;261;1;0;1;32;24;1;0;5;10000;10000;10;50;0;0;16;.036223;NA;.002375;.021619;.021615;.060000;4;11
2.02;266;1;0;1;32;24;1;0;5;10000;10000;10;50;1;0;16;.078952;.000296;.001366;.021001;.020996;.100000;4;9
2.13;262;1;0;1;32;24;1;0;5;10000;10000;10;50;0;0;16;.043399;NA;.002011;.021323;.021318;.060000;4;10
2.13;265;1;0;1;32;24;1;0;5;10000;10000;10;50;1;0;16;.082154;.000379;.001061;.020837;.020832;.100000;4;7
2.29;261;1;0;1;32;24;1;0;5;10000;10000;10;50;0;0;16;.046058;NA;.001266;.020821;.020817;.070000;4;9
2.31;265;1;0;1;32;24;1;0;5;10000;10000;10;50;1;0;16;.075413;.000253;.001288;.020757;.020752;.100000;4;9
2.06;262;1;0;1;32;24;1;0;5;10000;10000;20;50;0;0;16;.054593;NA;.002088;.041268;.041262;.090000;4;6
2.31;265;1;0;1;32;24;1;0;5;10000;10000;20;50;1;0;16;.144091;.000346;.001500;.040958;.040952;.180000;4;5
2.20;262;1;0;1;32;24;1;0;5;10000;10000;20;50;0;0;16;.075415;NA;.001522;.041211;.041208;.110000;4;4
2.13;267;1;0;1;32;24;1;0;5;10000;10000;20;50;1;0;16;.144255;.000340;.001214;.040791;.040787;.180000;4;4
2.22;261;1;0;1;32;24;1;0;5;10000;10000;20;50;0;0;16;.067744;NA;.002450;.041395;.041390;.110000;4;5
2.15;266;1;0;1;32;24;1;0;5;10000;10000;20;50;1;0;16;.144624;.000403;.001354;.040917;.040915;.190000;4;5
2.05;261;1;0;1;32;24;1;0;5;10000;10000;20;50;0;0;16;.062107;NA;.002140;.041220;.041215;.100000;4;6
2.22;266;1;0;1;32;24;1;0;5;10000;10000;20;50;1;0;16;.159542;.000245;.001293;.040846;.040842;.200000;4;2
2.04;261;1;0;1;32;24;1;0;5;10000;10000;20;50;0;0;16;.056252;NA;.001615;.041104;.041099;.100000;4;5
2.19;265;1;0;1;32;24;1;0;5;10000;10000;20;50;1;0;16;.144669;.000487;.001342;.000646;.000644;.140000;4;5
2.25;261;1;0;1;32;24;1;0;5;10000;10000;30;50;0;0;16;.093656;NA;.002003;.061305;.061300;.150000;4;3
2.12;265;1;0;1;32;24;1;0;5;10000;10000;30;50;1;0;16;.214495;.000446;.001811;.060885;.060880;.270000;4;3
2.07;261;1;0;1;32;24;1;0;5;10000;10000;30;50;0;0;16;.090928;NA;.002831;.061338;.061330;.150000;4;5
2.13;266;1;0;1;32;24;1;0;5;10000;10000;30;50;1;0;16;.215041;.000422;.001453;.060989;.060984;.280000;4;3
