program  c.domain  adv.model      protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)
66       RING      semihonest     replicated-ring  3          2.58          113                1                  25000            256         0.0217637            0.11                 20            65%        ~61           0.204816        0.614448         0.01             4.0678e-05,0.020519    
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.0173349            0.11                 18            64%        ~61           0.204816        0.614448         0.02             3.5815e-05,0.0160366   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.0225063            0.11                 20            65%        ~61           0.204816        0.614448         0.02             3.668e-05,0.0210763    
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.017726             0.11                 18            66%        ~61           0.204816        0.614448         0.03             3.6283e-05,0.0162703   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.0215085            0.12                 18            67%        ~61           0.204816        0.614448         0.03             3.8487e-05,0.0199819   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.0191906            0.11                 20            61%        ~61           0.204816        0.614448         0.01             4.2033e-05,0.0179476   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.0197747            0.11                 20            53%        ~61           0.204816        0.614448         0.01             3.5861e-05,0.0184717   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.0179987            0.11                 18            63%        ~61           0.204816        0.614448         0.01             3.412e-05,0.0167223    
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.0179606            0.11                 18            65%        ~61           0.204816        0.614448         0.02             3.4518e-05,0.0166786   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            256         0.016596             0.10                 18            57%        ~61           0.204816        0.614448         0.02             2.9733e-05,0.0156311   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            256         0.017735             0.11                 18            67%        ~61           0.204816        0.614448         0.03             3.4581e-05,0.0163567   
