program  c.domain  adv.model      protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  latencies(ms)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)
66       RING      semihonest     replicated-ring  3          2.55          113                1                  0              256         0.0228426            0.11                 20            64%        ~61           0.204816        0.614448         0.02             3.5065e-05,0.0213969   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0168646            0.11                 18            66%        ~61           0.204816        0.614448         0.01             3.4752e-05,0.0156129   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0204612            0.11                 17            55%        ~61           0.204816        0.614448         0.02             3.3823e-05,0.0192579   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0188066            0.11                 18            61%        ~61           0.204816        0.614448         0.01             3.2878e-05,0.0179703   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0253372            0.12                 20            63%        ~61           0.204816        0.614448         0.02             3.5269e-05,0.0238707   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0257372            0.11                 18            61%        ~61           0.204816        0.614448         0.03             3.1959e-05,0.0242461   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0196168            0.11                 20            62%        ~61           0.204816        0.614448         0.02             3.4653e-05,0.0183588   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0198554            0.11                 18            61%        ~61           0.204816        0.614448         0.02             3.0403e-05,0.0186296   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0168117            0.12                 19            47%        ~61           0.204816        0.614448         0.01             2.6609e-05,0.0155847   
66       RING      semihonest     replicated-ring  3          NA            NA                 NA                 0              256         0.0197453            0.11                 20            64%        ~61           0.204816        0.614448         0.01             3.4341e-05,0.0184332   
