comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    2        256       2         1         0         7         1000      10000     10000000    0           1           1             NA           2.585833    7                 9
0.01          3                  1                  0    2        256       2         1         0         7         1000      10000     30000000    0           1           1             NA           2.590000    6                 9
0.02          3                  1                  0    2        256       2         1         0         8         1000      10000     10000000    0           1           1             NA           2.587500    3                 9
0.02          3                  1                  0    2        256       2         1         0         8         1000      10000     30000000    0           1           1             NA           2.590833    5                 12
0.01          3                  1                  0    2        256       2         1         0         9         1000      10000     10000000    0           1           1             NA           2.593333    3                 8
0.02          3                  1                  0    2        256       2         1         0         9         1000      10000     30000000    0           1           1             NA           2.608333    5                 15
0.02          3                  1                  0    2        256       2         1         0         10        1000      10000     10000000    0           1           1             NA           2.588333    3                 11
0.02          3                  1                  0    2        256       2         1         0         10        1000      10000     30000000    0           1           1             NA           2.592500    4                 11
0.02          3                  1                  0    2        256       2         1         0         11        1000      10000     10000000    0           1           1             NA           2.588333    3                 9
0.02          3                  1                  0    2        256       2         1         0         11        1000      10000     30000000    0           1           1             NA           2.591666    6                 10
0.02          3                  1                  0    2        256       2         1         0         12        1000      10000     10000000    0           1           1             NA           2.588333    3                 11
0.02          3                  1                  0    2        256       2         1         0         12        1000      10000     30000000    0           1           1             NA           2.592500    5                 10
