comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;256;2;1;0;1;0;0;1000000;0;2;.000380;NA;.007529;.009912;.009912;.012222;188;1197
0.02;3;1;0;1;256;2;1;0;2;0;0;1000000;0;2;.000150;NA;.003871;.005173;.005173;.006111;127;1152
0.01;3;1;0;1;256;2;1;0;3;0;0;1000000;0;2;.000077;NA;.003780;.005945;.005945;.009444;156;736
0.02;3;1;0;1;256;2;1;0;4;0;0;1000000;0;2;.000113;NA;.005006;.008728;.008727;.011111;157;836
0.02;3;1;0;1;256;2;1;0;5;0;0;1000000;0;2;.000084;NA;.003894;.006228;.006228;.008888;126;837
0.02;3;1;0;1;256;2;1;0;6;0;0;1000000;0;2;0;NA;.000536;.000509;.000509;.001111;35;1004
0.02;3;1;0;2;256;2;1;0;1;0;0;1000000;0;2;.000202;NA;.004574;.009147;.009147;.010277;187;1697
0.02;3;1;0;2;256;2;1;0;2;0;0;1000000;0;2;.000091;NA;.002643;.004899;.004899;.005833;126;1727
0.02;3;1;0;2;256;2;1;0;3;0;0;1000000;0;2;.000046;NA;.001810;.004197;.004197;.006111;156;1129
0.02;3;1;0;2;256;2;1;0;4;0;0;1000000;0;2;.000051;NA;.002321;.005767;.005767;.007500;155;1178
0.02;3;1;0;2;256;2;1;0;5;0;0;1000000;0;2;.000040;NA;.001946;.004233;.004233;.006111;125;1212
0.02;3;1;0;2;256;2;1;0;6;0;0;1000000;0;2;.000001;NA;.000393;.000382;.000382;.000555;35;2117
0.02;3;1;0;3;256;2;1;0;1;0;0;1000000;0;2;.000162;NA;.004342;.009358;.009358;.010555;187;2328
0.02;3;1;0;3;256;2;1;0;2;0;0;1000000;0;2;.000071;NA;.002600;.004984;.004984;.006111;126;2375
0.02;3;1;0;3;256;2;1;0;3;0;0;1000000;0;2;.000041;NA;.001598;.003681;.003681;.005185;157;1728
0.01;3;1;0;3;256;2;1;0;4;0;0;1000000;0;2;.000053;NA;.001704;.004969;.004969;.006481;156;1482
0.02;3;1;0;3;256;2;1;0;5;0;0;1000000;0;2;.000035;NA;.001730;.003920;.003920;.005185;126;1872
0.01;3;1;0;3;256;2;1;0;6;0;0;1000000;0;2;.000001;NA;.000412;.000410;.000410;.000740;34;3079
0.02;3;1;0;4;256;2;1;0;1;0;0;1000000;0;2;.000114;NA;.003610;.009651;.009651;.010694;189;2517
0.02;3;1;0;4;256;2;1;0;2;0;0;1000000;0;2;.000061;NA;.002266;.005254;.005254;.006250;126;2695
0.02;3;1;0;4;256;2;1;0;3;0;0;1000000;0;2;.000032;NA;.001317;.003895;.003895;.005833;157;1687
0.02;3;1;0;4;256;2;1;0;4;0;0;1000000;0;2;.000037;NA;.001411;.004877;.004877;.006527;157;1629
0.02;3;1;0;4;256;2;1;0;5;0;0;1000000;0;2;.000026;NA;.001295;.003816;.003816;.005416;127;1768
0.02;3;1;0;4;256;2;1;0;6;0;0;1000000;0;2;0;NA;.000331;.000344;.000344;.000555;37;4184
0.02;3;1;0;5;256;2;1;0;1;0;0;1000000;0;2;.000078;NA;.003212;.009771;.009771;.011222;187;2663
0.02;3;1;0;5;256;2;1;0;2;0;0;1000000;0;2;.000046;NA;.001915;.005261;.005261;.006222;126;2857
0.02;3;1;0;5;256;2;1;0;3;0;0;1000000;0;2;.000022;NA;.001201;.004133;.004133;.006000;156;1846
0.02;3;1;0;5;256;2;1;0;4;0;0;1000000;0;2;.000028;NA;.001237;.004868;.004868;.006555;157;1759
0.02;3;1;0;5;256;2;1;0;5;0;0;1000000;0;2;.000022;NA;.001357;.004021;.004021;.005777;126;2186
0.02;3;1;0;5;256;2;1;0;6;0;0;1000000;0;2;0;NA;.000289;.000345;.000345;.000666;33;4249
0.02;3;1;0;6;256;2;1;0;1;0;0;1000000;0;2;.000060;NA;.002680;.009545;.009545;.010925;187;2720
0.02;3;1;0;6;256;2;1;0;2;0;0;1000000;0;2;.000031;NA;.001675;.005169;.005169;.006111;126;3055
0.02;3;1;0;6;256;2;1;0;3;0;0;1000000;0;2;.000018;NA;.001171;.003981;.003981;.005462;155;2401
0.02;3;1;0;6;256;2;1;0;4;0;0;1000000;0;2;.000021;NA;.001142;.004783;.004783;.006203;157;2049
0.02;3;1;0;6;256;2;1;0;5;0;0;1000000;0;2;.000017;NA;.001082;.004192;.004192;.006111;126;1981
0.02;3;1;0;6;256;2;1;0;6;0;0;1000000;0;2;0;NA;.000250;.000336;.000336;.000555;33;4816
