comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
6.33;499;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.015743;NA;.701278;.686052;.686046;.710000;4120;100
0.09;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.026034;NA;.702587;.675075;.675069;.710000;4121;100
0.09;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.009513;NA;.701567;.683789;.683783;.700000;4120;101
0.07;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.023256;NA;.671930;.682720;.682717;.710000;4123;95
0.08;4;1;0;1;256;47;1;0;5;10000;10000;224;0;0;2;.020796;NA;.717266;.688627;.688622;.710000;4121;101
2.88;397;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.015715;NA;.687956;.701406;.701400;.720000;4122;96
0.09;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.018248;NA;.690756;.683402;.683399;.710000;4122;98
0.08;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.028375;NA;.711448;.730442;.730436;.760000;4121;94
0.08;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.015679;NA;.713807;.686661;.686656;.710000;4121;102
0.09;4;1;0;1;256;47;1;0;12;10000;10000;224;0;0;2;.015590;NA;.701038;.675800;.675794;.700000;4122;102
6.32;499;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.003424;NA;.190973;.191798;.193244;.197500;4147;389
0.08;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.003342;NA;.190333;.190678;.192689;.197500;4138;389
0.09;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.004031;NA;.193393;.194607;.196044;.202500;4150;388
0.08;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.005200;NA;.193896;.192168;.192783;.200000;4137;391
0.07;4;1;0;4;256;47;1;0;5;10000;10000;224;0;0;2;.003948;NA;.191093;.190376;.192244;.197500;4143;389
2.87;398;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.003951;NA;.192432;.192463;.194044;.200000;4140;389
0.09;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.005338;NA;.189248;.190050;.192692;.200000;4142;385
0.07;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.003963;NA;.191742;.191133;.192605;.197500;4143;392
0.09;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.006558;NA;.191610;.189775;.191944;.200000;4136;389
0.08;4;1;0;4;256;47;1;0;12;10000;10000;224;0;0;2;.002686;NA;.194378;.193682;.196287;.200000;4142;391
6.37;500;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.002651;NA;.118040;.131131;.134594;.138750;4190;689
0.07;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.001967;NA;.118058;.130376;.132742;.136250;4196;702
0.09;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.002439;NA;.117398;.129822;.132289;.136250;4186;697
0.09;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.002607;NA;.117601;.129592;.134140;.137500;4191;691
0.09;4;1;0;8;256;47;1;0;5;10000;10000;224;0;0;2;.003244;NA;.118231;.128968;.133180;.137500;4203;693
2.90;398;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.001350;NA;.119156;.133251;.134368;.137500;4186;702
0.09;4;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.001990;NA;.118958;.130328;.134412;.137500;4184;699
0.08;3;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.002059;NA;.118782;.130241;.133237;.136250;4182;707
0.09;4;1;0;8;256;47;1;0;12;10000;10000;224;0;0;2;.001952;NA;.117812;.129235;.132769;.135000;4183;700
