comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
6.87;559;1;0;1;256;37;1;0;10;10000;10000;32;0;0;2;program;NA;clock;getTime;chrono;0.17;49;84
6.97;559;1;0;1;256;37;1;0;10;10000;10000;64;0;0;2;program;NA;clock;getTime;chrono;0.57;184;64
6.88;559;1;0;1;256;37;1;0;10;10000;10000;224;0;0;2;program;NA;clock;getTime;chrono;7.07;2208;60
6.89;558;1;0;1;256;38;1;0;10;10000;10000;32;0;0;2;program;NA;clock;getTime;chrono;0.19;47;79
6.94;558;1;0;1;256;38;1;0;10;10000;10000;64;0;0;2;program;NA;clock;getTime;chrono;0.61;176;79
6.92;558;1;0;1;256;38;1;0;10;10000;10000;224;0;0;2;program;NA;clock;getTime;chrono;7.03;2076;79
6.95;558;1;0;1;256;39;1;0;10;10000;10000;32;0;0;2;program;NA;clock;getTime;chrono;0.16;47;74
6.91;558;1;0;1;256;39;1;0;10;10000;10000;64;0;0;2;program;NA;clock;getTime;chrono;0.60;174;63
6.96;558;1;0;1;256;39;1;0;10;10000;10000;224;0;0;2;program;NA;clock;getTime;chrono;12.22;2091;57
6.90;558;1;0;1;256;40;1;0;10;10000;10000;32;0;0;2;program;NA;clock;getTime;chrono;4.18;48;99
6.88;558;1;0;1;256;40;1;0;10;10000;10000;64;0;0;2;program;NA;clock;getTime;chrono;1.75;173;97
6.93;558;1;0;1;256;40;1;0;10;10000;10000;224;0;0;2;program;NA;clock;getTime;chrono;19.02;2066;70
7.00;560;1;0;1;256;41;1;0;10;10000;10000;32;0;0;2;program;NA;clock;getTime;chrono;0.17;81;79
7.04;560;1;0;1;256;41;1;0;10;10000;10000;64;0;0;2;program;NA;clock;getTime;chrono;0.49;309;91
6.97;560;1;0;1;256;41;1;0;10;10000;10000;224;0;0;2;program;NA;clock;getTime;chrono;5.59;3729;86
6.90;563;1;0;10;256;37;1;0;10;10000;10000;32;0;0;2;.001719;NA;.012866;.016876;.017546;.019000;50;679
6.99;559;1;0;10;256;37;1;0;10;10000;10000;64;0;0;2;.000969;NA;.037060;.070691;.075350;.076000;183;490
6.92;559;1;0;10;256;37;1;0;10;10000;10000;224;0;0;2;.006512;NA;.463154;.803262;.822879;.827000;2208;564
6.93;558;1;0;10;256;38;1;0;10;10000;10000;32;0;0;2;.007364;NA;.012728;.062812;.072078;.078000;47;206
6.97;558;1;0;10;256;38;1;0;10;10000;10000;64;0;0;2;.014451;NA;.064872;.223770;.238058;.248000;176;298
6.97;558;1;0;10;256;38;1;0;10;10000;10000;224;0;0;2;.096777;NA;.852023;1.107495;1.246237;1.343000;2091;694
6.93;558;1;0;10;256;39;1;0;10;10000;10000;32;0;0;2;.007137;NA;.008157;.011708;.013478;.020000;49;582
6.87;558;1;0;10;256;39;1;0;10;10000;10000;64;0;0;2;.021946;NA;.031616;.126408;.168881;.180000;177;234
6.92;558;1;0;10;256;39;1;0;10;10000;10000;224;0;0;2;.124287;NA;1.575917;2.487516;2.634778;2.759000;2086;610
6.94;558;1;0;10;256;40;1;0;10;10000;10000;32;0;0;2;.005349;NA;.446086;.445702;.458452;.461000;47;971
6.92;558;1;0;10;256;40;1;0;10;10000;10000;64;0;0;2;.022391;NA;.137991;.282610;.298250;.311000;174;466
6.91;558;1;0;10;256;40;1;0;10;10000;10000;224;0;0;2;.124875;NA;1.658205;2.217432;2.300541;2.426000;2087;707
6.99;560;1;0;10;256;41;1;0;10;10000;10000;32;0;0;2;.008260;NA;.009998;.016264;.020980;.028000;83;500
6.97;560;1;0;10;256;41;1;0;10;10000;10000;64;0;0;2;.018990;NA;.034131;.062316;.065635;.083000;316;544
7.00;560;1;0;10;256;41;1;0;10;10000;10000;224;0;0;2;.127143;NA;.406081;.539864;.599424;.709000;3729;726
6.94;559;1;0;20;256;37;1;0;10;10000;10000;32;0;0;2;.000348;NA;.006828;.012029;.015258;.015500;50;888
7.02;562;1;0;20;256;37;1;0;10;10000;10000;64;0;0;2;.000992;NA;.020605;.038437;.046745;.047500;183;876
6.87;559;1;0;20;256;37;1;0;10;10000;10000;224;0;0;2;.003240;NA;.265088;.431765;.446660;.450000;2208;1187
6.98;558;1;0;20;256;38;1;0;10;10000;10000;32;0;0;2;.003752;NA;.011304;.028249;.038786;.042000;47;625
6.94;558;1;0;20;256;38;1;0;10;10000;10000;64;0;0;2;.007188;NA;.059115;.106597;.129564;.135500;179;935
6.90;558;1;0;20;256;38;1;0;10;10000;10000;224;0;0;2;.065011;NA;.741925;.996787;1.075216;1.129500;2105;1386
6.94;558;1;0;20;256;39;1;0;10;10000;10000;32;0;0;2;.003576;NA;.004395;.009018;.012734;.015500;47;834
6.91;558;1;0;20;256;39;1;0;10;10000;10000;64;0;0;2;.011612;NA;.033965;.095658;.119860;.129500;178;600
6.99;558;1;0;20;256;39;1;0;10;10000;10000;224;0;0;2;.081631;NA;1.512497;2.227224;2.340683;2.415500;2127;1297
6.95;558;1;0;20;256;40;1;0;10;10000;10000;32;0;0;2;.004476;NA;.224108;.223891;.232256;.235000;47;1913
6.88;558;1;0;20;256;40;1;0;10;10000;10000;64;0;0;2;.010363;NA;.080552;.131060;.153543;.163500;174;1026
6.92;558;1;0;20;256;40;1;0;10;10000;10000;224;0;0;2;.078848;NA;1.053476;1.502182;1.558578;1.624000;2086;1332
6.97;560;1;0;20;256;41;1;0;10;10000;10000;32;0;0;2;.003997;NA;.005529;.009377;.012959;.016000;83;953
6.93;560;1;0;20;256;41;1;0;10;10000;10000;64;0;0;2;.010717;NA;.020689;.029967;.035697;.046500;317;1134
6.96;560;1;0;20;256;41;1;0;10;10000;10000;224;0;0;2;.079014;NA;.248117;.343733;.367813;.429000;3729;1414
6.99;559;1;0;30;256;37;1;0;10;10000;10000;32;0;0;2;.000227;NA;.005188;.008559;.010353;.010666;50;1470
6.93;559;1;0;30;256;37;1;0;10;10000;10000;64;0;0;2;.000599;NA;.016252;.027422;.034316;.034666;188;1410
6.88;559;1;0;30;256;37;1;0;10;10000;10000;224;0;0;2;.001851;NA;.211400;.343255;.355197;.357000;2208;1787
6.89;558;1;0;30;256;38;1;0;10;10000;10000;32;0;0;2;.002392;NA;.011419;.022076;.028607;.030000;47;1237
6.91;558;1;0;30;256;38;1;0;10;10000;10000;64;0;0;2;.005372;NA;.061047;.087809;.112305;.116666;178;1642
