comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
6.05          481                1                  0    20       256       413       1         0         5         10000     10000     3211264     0           0           2             .038300      NA          1.315240          2.294937            2.881487           2.919500             20119         914
6.09          480                1                  0    20       256       413       1         0         5         10000     10000     3211264     0           0           2             .038642      NA          1.331622          2.474163            2.872563           2.911000             19745         928
6.08          480                1                  0    20       256       413       1         0         5         10000     10000     3211264     0           0           2             .038763      NA          1.342270          2.269016            2.883835           2.922500             20296         931
6.08          481                1                  0    20       256       413       1         0         5         10000     10000     3211264     0           0           2             .038257      NA          1.340601          2.263599            2.882393           2.920000             20322         931
6.02          480                1                  0    20       256       413       1         0         5         10000     10000     3211264     0           0           2             .037614      NA          1.311363          2.351560            2.883828           2.921000             19491         911
6.19          485                1                  0    20       256       413       1         0         12        10000     10000     3211264     0           0           2             .061312      NA          2.426579          3.202451            3.675647           3.743000             21250         1318
6.18          485                1                  0    20       256       413       1         0         12        10000     10000     3211264     0           0           2             .059573      NA          2.458754          3.247945            3.727845           3.793500             21099         1317
6.17          486                1                  0    20       256       413       1         0         12        10000     10000     3211264     0           0           2             .060627      NA          2.405062          3.132882            3.783978           3.853500             20979         1270
6.18          485                1                  0    20       256       413       1         0         12        10000     10000     3211264     0           0           2             .060382      NA          2.514574          3.152394            3.588315           3.656000             18732         1397
6.24          485                1                  0    20       256       413       1         0         12        10000     10000     3211264     0           0           2             .060298      NA          2.481974          3.220057            3.720633           3.784500             21927         1333
6.01          480                1                  0    24       256       413       1         0         5         10000     10000     3211264     0           0           2             .034297      NA          1.235222          2.221774            2.877112           2.911250             20562         1033
6.00          481                1                  0    24       256       413       1         0         5         10000     10000     3211264     0           0           2             .033892      NA          1.236764          2.355360            2.873903           2.907916             20477         1035
6.10          481                1                  0    24       256       413       1         0         5         10000     10000     3211264     0           0           2             .034977      NA          1.218729          2.253330            2.877667           2.912500             20284         1019
6.02          481                1                  0    24       256       413       1         0         5         10000     10000     3211264     0           0           2             .034249      NA          1.217615          2.264468            2.877345           2.911250             20469         1019
6.02          481                1                  0    24       256       413       1         0         5         10000     10000     3211264     0           0           2             .034290      NA          1.219921          2.403937            2.874166           2.908333             19907         1022
6.22          488                1                  0    24       256       413       1         0         12        10000     10000     3211264     0           0           2             .052536      NA          1.727768          2.616161            3.387625           41.666666            21081         101
