comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    2        256       14        1         0         7         10000     10000     1000        0           3           0             .000133      NA          .000048           .000039             .000063            .000208              3             1417
0.02          3                  1                  0    2        256       14        1         0         7         10000     10000     4000        0           3           0             .000292      NA          .000410           .000441             .000592            .000833              6             2241
0.01          3                  1                  0    2        256       14        1         0         7         10000     10000     8000        0           3           0             .000527      NA          .001274           .001326             .001558            .001875              3             3255
0.03          3                  1                  0    2        256       14        1         0         7         10000     10000     12000       0           3           0             .000192      NA          .002626           .002843             .003106            .003333              8             3835
0.02          3                  1                  0    2        256       14        1         0         7         10000     10000     16000       0           3           0             .000301      NA          .004489           .004851             .005377            .005625              3             3863
0.02          3                  1                  0    2        256       14        1         0         7         10000     10000     20000       0           3           0             .000320      NA          .006583           .007053             .008082            .008125              3             3832
0.01          3                  1                  0    2        256       14        1         0         8         10000     10000     1000        0           3           0             .000145      NA          .000129           .000238             .000319            .000416              3             1475
0.01          3                  1                  0    2        256       14        1         0         8         10000     10000     4000        0           3           0             .000121      NA          .001105           .002044             .002684            .002916              4             1883
0.01          3                  1                  0    2        256       14        1         0         8         10000     10000     8000        0           3           0             .000231      NA          .003882           .007042             .008472            .008750              7             2145
0.02          3                  1                  0    2        256       14        1         0         8         10000     10000     12000       0           3           0             .000138      NA          .008616           .014268             .016483            .016666              9             2480
0.02          3                  1                  0    2        256       14        1         0         8         10000     10000     16000       0           3           0             .000125      NA          .015671           .024061             .027782            .027916              7             2687
0.02          3                  1                  0    2        256       14        1         0         8         10000     10000     20000       0           3           0             .000339      NA          .024979           .036477             .039770            .040208              12            2984
0.02          3                  1                  0    2        256       14        1         0         9         10000     10000     1000        0           3           0             .000333      NA          .000148           .000275             .000480            .000833              3             1141
0.01          3                  1                  0    2        256       14        1         0         9         10000     10000     4000        0           3           0             .000377      NA          .001571           .001758             .001987            .002500              9             3134
0.01          3                  1                  0    2        256       14        1         0         9         10000     10000     8000        0           3           0             .000364      NA          .005476           .006093             .006526            .006666              5             3929
0.02          3                  1                  0    2        256       14        1         0         9         10000     10000     12000       0           3           0             .000548      NA          .011546           .013183             .014001            .014375              7             3855
0.02          3                  1                  0    2        256       14        1         0         9         10000     10000     16000       0           3           0             .000187      NA          .020591           .022811             .024129            .024375              14            4058
0.02          3                  1                  0    2        256       14        1         0         9         10000     10000     20000       0           3           0             .000619      NA          .032424           .035555             .036610            .037083              10            4202
0.02          3                  1                  0    2        256       14        1         0         10        10000     10000     1000        0           3           0             .000331      NA          .000060           .000167             .000246            .000625              4             867
0.01          3                  1                  0    2        256       14        1         0         10        10000     10000     4000        0           3           0             .000587      NA          .000612           .001082             .001358            .001666              7             1740
0.02          3                  1                  0    2        256       14        1         0         10        10000     10000     8000        0           3           0             .000231      NA          .001961           .003557             .004552            .004791              4             1964
0.02          3                  1                  0    2        256       14        1         0         10        10000     10000     12000       0           3           0             .000122      NA          .004255           .007115             .008435            .008750              5             2360
0.02          3                  1                  0    2        256       14        1         0         10        10000     10000     16000       0           3           0             .000121      NA          .007885           .011539             .013006            .013333              6             2860
0.02          3                  1                  0    2        256       14        1         0         10        10000     10000     20000       0           3           0             .000337      NA          .012012           .017477             .019288            .019791              7             2928
0.02          3                  1                  0    2        256       14        1         0         11        10000     10000     1000        0           3           0             .000121      NA          .000099           .000149             .000239            .000416              3             1495
0.02          3                  1                  0    2        256       14        1         0         11        10000     10000     4000        0           3           0             .000333      NA          .000683           .001280             .001581            .001875              4             1715
0.01          3                  1                  0    2        256       14        1         0         11        10000     10000     8000        0           3           0             .000124      NA          .002282           .004286             .005410            .005625              7             1963
0.02          3                  1                  0    2        256       14        1         0         11        10000     10000     12000       0           3           0             .000119      NA          .004829           .008536             .010636            .010833              6             2156
0.02          3                  1                  0    2        256       14        1         0         11        10000     10000     16000       0           3           0             .000324      NA          .009036           .014213             .016735            .017083              7             2546
0.02          3                  1                  0    2        256       14        1         0         11        10000     10000     20000       0           3           0             .000131      NA          .014286           .021152             .025258            .025416              10            2699
0.02          3                  1                  0    2        256       14        1         0         12        10000     10000     1000        0           3           0             .000124      NA          .000090           .000113             .000172            .000416              3             1623
0.02          3                  1                  0    2        256       14        1         0         12        10000     10000     4000        0           3           0             .000367      NA          .000623           .001074             .001400            .001666              4             1803
0.02          3                  1                  0    2        256       14        1         0         12        10000     10000     8000        0           3           0             .000360      NA          .002058           .003627             .004682            .004791              7             2041
0.02          3                  1                  0    2        256       14        1         0         12        10000     10000     12000       0           3           0             .000350      NA          .004129           .007102             .008662            .009166              5             2194
0.02          3                  1                  0    2        256       14        1         0         12        10000     10000     16000       0           3           0             .000185      NA          .007617           .011639             .013308            .013541              6             2711
0.01          3                  1                  0    2        256       14        1         0         12        10000     10000     20000       0           3           0             .000238      NA          .011544           .017530             .019824            .020208              8             2753
