comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    5        256       2         1         0         2         10000     10000     10000000    0           1           2             .001206      NA          .041482           .060675             .070812            .072000              1132          1757
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     10000000    0           1           2             .001629      NA          .029808           .047574             .055749            .056666              1118          1622
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     10000000    0           1           2             .001793      NA          .032022           .051483             .058494            .059333              1086          1663
0.01          3                  1                  0    5        256       2         1         0         6         10000     10000     10000000    0           1           2             .000544      NA          .003995           .004142             .004929            .005333              308           2224
0.01          3                  1                  0    5        256       2         1         0         2         10000     10000     10000000    0           1           2             .001435      NA          .041296           .060037             .070067            .071333              1126          1765
0.01          3                  1                  0    5        256       2         1         0         3         10000     10000     10000000    0           1           2             .001536      NA          .030145           .049320             .055568            .056666              1063          1644
0.03          3                  1                  0    5        256       2         1         0         5         10000     10000     10000000    0           1           2             .001843      NA          .032511           .050311             .058803            .060666              1131          1650
0.01          3                  1                  0    5        256       2         1         0         6         10000     10000     10000000    0           1           2             .000194      NA          .004088           .004406             .005210            .005666              309           2222
0.01          3                  1                  0    5        256       2         1         0         2         10000     10000     10000000    0           1           2             .001582      NA          .041793           .064482             .071800            .073333              1081          1748
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     10000000    0           1           2             .001722      NA          .029966           .048054             .057125            .058333              1073          1587
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     10000000    0           1           2             .001483      NA          .032827           .049398             .058395            .059333              1114          1701
0.02          3                  1                  0    5        256       2         1         0         6         10000     10000     10000000    0           1           2             .000544      NA          .003990           .004181             .005162            .005666              308           2122
0.03          3                  1                  0    5        256       2         1         0         2         10000     10000     10000000    0           1           2             .001045      NA          .041974           .059386             .069674            .070666              1100          1808
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     10000000    0           1           2             .001627      NA          .030290           .048210             .055994            .057000              1160          1637
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     10000000    0           1           2             .001625      NA          .032572           .051251             .058885            .059666              1126          1677
0.02          3                  1                  0    5        256       2         1         0         6         10000     10000     10000000    0           1           2             .000625      NA          .004102           .004210             .005006            .005666              308           2202
0.02          3                  1                  0    5        256       2         1         0         2         10000     10000     10000000    0           1           2             .001305      NA          .041445           .063845             .071780            .072666              1114          1744
0.03          3                  1                  0    5        256       2         1         0         3         10000     10000     10000000    0           1           2             .001818      NA          .029647           .048972             .056377            .058000              1111          1574
0.01          3                  1                  0    5        256       2         1         0         5         10000     10000     10000000    0           1           2             .001742      NA          .033250           .051370             .059179            .060000              1184          1704
0.02          3                  1                  0    5        256       2         1         0         6         10000     10000     10000000    0           1           2             .000217      NA          .004128           .004353             .005134            .005333              308           2283
0.02          3                  1                  0    5        256       2         1         0         2         10000     10000     10000000    0           1           2             .001253      NA          .040995           .062838             .070755            .071666              1111          1749
0.02          3                  1                  0    5        256       2         1         0         3         10000     10000     10000000    0           1           2             .001597      NA          .030910           .050183             .055656            .057333              1143          1660
0.02          3                  1                  0    5        256       2         1         0         5         10000     10000     10000000    0           1           2             .001817      NA          .030248           .047269             .057882            33.333333            1095          2
