comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.42          214                1                  0    1        512       2         1         0         7         0         0         1000000     0           0           0.000011     NA          0.019484          0.029102            0.029101           0.04                 64            57
1.71          217                1                  0    1        512       2         1         0         8         0         0         1000000     0           0           0.003921     NA          0.404252          0.592992            0.592991           0.61                 553           67
1.67          218                1                  0    1        512       2         1         0         10        0         0         1000000     0           0           0.003752     NA          0.383782          0.484022            0.484021           0.50                 492           78
1.47          217                1                  0    1        512       2         1         0         11        0         0         1000000     0           0           0.003443     NA          0.472953          0.645440            0.645440           0.67                 553           72
1.37          218                1                  0    1        512       2         1         0         12        0         0         1000000     0           0           0.003795     NA          0.389792          0.516380            0.516379           0.53                 492           75
1.51          213                1                  0    10       512       2         1         0         7         0         0         1000000     0           0           .000009      NA          .002270           .003147             .003147            .006000              64            425
1.63          217                1                  0    10       512       2         1         0         8         0         0         1000000     0           0           .000534      NA          .049728           .085194             .085194            .097000              552           520
1.71          217                1                  0    10       512       2         1         0         10        0         0         1000000     0           0           .000452      NA          .042945           .071724             .071724            .079000              493           548
1.54          218                1                  0    10       512       2         1         0         11        0         0         1000000     0           0           .000519      NA          .053018           .104433             .104432            .113000              552           474
1.49          217                1                  0    10       512       2         1         0         12        0         0         1000000     0           0           .000521      NA          .048129           .082940             .082940            .090000              491           542
1.31          214                1                  0    20       512       2         1         0         7         0         0         1000000     0           0           .000004      NA          .001538           .001683             .001683            .002500              64            1275
1.67          217                1                  0    20       512       2         1         0         8         0         0         1000000     0           0           .000241      NA          .026177           .056551             .056551            .066500              553           798
1.66          217                1                  0    20       512       2         1         0         10        0         0         1000000     0           0           .000201      NA          .024412           .052272             .052272            .058500              492           844
1.69          217                1                  0    20       512       2         1         0         11        0         0         1000000     0           0           .000235      NA          .026959           .070268             .070268            .083500              553           653
1.64          217                1                  0    20       512       2         1         0         12        0         0         1000000     0           0           .000258      NA          .025975           .057966             .057966            .066000              493           797
1.42          213                1                  0    30       512       2         1         0         7         0         0         1000000     0           0           .000002      NA          .001095           .001434             .001434            .002000              64            1536
1.49          217                1                  0    30       512       2         1         0         8         0         0         1000000     0           0           .000164      NA          .019595           .051190             .051190            .060333              554           985
1.63          218                1                  0    30       512       2         1         0         10        0         0         1000000     0           0           .000135      NA          .018523           .040992             .040992            .049000              494           1143
1.64          217                1                  0    30       512       2         1         0         11        0         0         1000000     0           0           .000165      NA          .020933           .068310             .068310            .079000              553           802
1.58          218                1                  0    30       512       2         1         0         12        0         0         1000000     0           0           .000156      NA          .019052           .045689             .045689            .054000              492           1072
1.61          213                1                  0    40       512       2         1         0         7         0         0         1000000     0           0           .000001      NA          .001112           .001180             .001180            .001500              65            2870
1.38          218                1                  0    40       512       2         1         0         8         0         0         1000000     0           0           .000122      NA          .015893           .044410             .044410            .054250              553           1186
1.51          217                1                  0    40       512       2         1         0         10        0         0         1000000     0           0           .000125      NA          .014951           .037005             .037005            .044500              494           1362
1.57          218                1                  0    40       512       2         1         0         11        0         0         1000000     0           0           .000119      NA          .016758           .058701             .058701            .072000              553           940
1.48          218                1                  0    40       512       2         1         0         12        0         0         1000000     0           0           .000122      NA          .015532           .038367             .038367            .047250              494           1330
1.39          214                1                  0    50       512       2         1         0         7         0         0         1000000     0           0           .000001      NA          .001110           .001182             .001182            .001600              64            3559
1.65          217                1                  0    50       512       2         1         0         8         0         0         1000000     0           0           .000088      NA          .014816           .048141             .048141            .057600              554           1296
1.60          217                1                  0    50       512       2         1         0         10        0         0         1000000     0           0           .000093      NA          .013342           .037655             .037655            .045000              494           1494
1.69          217                1                  0    50       512       2         1         0         11        0         0         1000000     0           0           .000094      NA          .015535           .056057             .056057            .069400              554           1129
1.71          217                1                  0    50       512       2         1         0         12        0         0         1000000     0           0           .000089      NA          .014192           .040061             .040061            .048200              493           1483
1.64          215                1                  0    60       512       2         1         0         7         0         0         1000000     0           0           .000001      NA          .000912           .001148             .001148            .001666              65            3261
1.37          218                1                  0    60       512       2         1         0         8         0         0         1000000     0           0           .000069      NA          .011882           .042448             .042448            .051333              555           1400
1.53          218                1                  0    60       512       2         1         0         10        0         0         1000000     0           0           .000069      NA          .010758           .036511             .036511            .043500              491           1500
1.52          217                1                  0    60       512       2         1         0         11        0         0         1000000     0           0           .000071      NA          .012268           .049357             .049357            .064333              553           1154
1.65          217                1                  0    60       512       2         1         0         12        0         0         1000000     0           0           .000072      NA          .011581           .038517             .038517            .047166              494           1488
