comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;256;37;1;0;5;10000;10000;32;0;1;0;.001048;NA;.023520;.028320;.029651;.031666;72;462
0.02;3;1;0;1;256;37;1;0;5;10000;10000;64;0;1;0;.001574;NA;.069542;.102502;.105708;.106666;278;393
0.02;3;1;0;1;256;37;1;0;5;10000;10000;224;0;1;0;.009035;NA;.844040;1.253687;1.290822;1.300000;3360;392
0.02;3;1;0;1;256;38;1;0;5;10000;10000;32;0;1;0;.007473;NA;.018383;.042914;.046824;.055000;68;273
0.02;3;1;0;1;256;38;1;0;5;10000;10000;64;0;1;0;.015867;NA;.090025;.173171;.211522;.228333;257;276
0.02;3;1;0;1;256;38;1;0;5;10000;10000;224;0;1;0;.132984;NA;1.176204;1.237918;1.381853;1.516666;3143;516
0.02;3;1;0;1;256;39;1;0;5;10000;10000;32;0;1;0;.007492;NA;.012209;.015146;.017866;.025000;69;432
0.02;3;1;0;1;256;39;1;0;5;10000;10000;64;0;1;0;.015894;NA;.051449;.086856;.110735;.126666;264;313
0.02;3;1;0;1;256;39;1;0;5;10000;10000;224;0;1;0;.134279;NA;1.969916;2.697965;3.394647;3.526666;3144;357
0.02;3;1;0;1;256;40;1;0;5;10000;10000;32;0;1;0;.010606;NA;.391736;.594967;.619718;.630000;67;378
0.02;3;1;0;1;256;40;1;0;5;10000;10000;64;0;1;0;.019655;NA;.260637;.328503;.356306;.375000;261;441
0.02;3;1;0;1;256;40;1;0;5;10000;10000;224;0;1;0;.178472;NA;2.436209;2.677311;2.759371;2.938333;3143;527
0.02;3;1;0;1;256;41;1;0;5;10000;10000;32;0;1;0;.010640;NA;.013448;.017053;.018632;.028333;124;458
0.02;3;1;0;1;256;41;1;0;5;10000;10000;64;0;1;0;.019696;NA;.050286;.062481;.067743;.088333;471;468
0.01;3;1;0;1;256;41;1;0;5;10000;10000;224;0;1;0;.177620;NA;.580898;.648158;.669637;.846666;5791;534
0.01;3;1;0;2;256;37;1;0;5;10000;10000;32;0;1;0;.000998;NA;.012320;.014916;.016461;.017500;72;843
0.03;3;1;0;2;256;37;1;0;5;10000;10000;64;0;1;0;.001093;NA;.036908;.054718;.058700;.060000;277;743
0.02;3;1;0;2;256;37;1;0;5;10000;10000;224;0;1;0;.003763;NA;.460152;.672217;.697909;.700833;3360;792
0.01;3;1;0;2;256;38;1;0;5;10000;10000;32;0;1;0;.006366;NA;.012377;.038622;.048538;.055000;68;342
0.02;3;1;0;2;256;38;1;0;5;10000;10000;64;0;1;0;.017427;NA;.063943;.134604;.170004;.178333;258;489
