comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
6.44          512                1                  0    1        256       418       1         0         5         10000     10000     224         0           0           2             .027131      NA          2.164595          2.122204            2.122197           2.150000             3729          100
6.38          513                1                  0    1        256       418       1         0         5         10000     10000     224         0           0           2             .012973      NA          2.057460          2.015412            2.015408           2.030000             3731          101
6.42          513                1                  0    1        256       418       1         0         5         10000     10000     224         0           0           2             .021685      NA          2.132426          2.090438            2.090432           2.110000             3729          101
6.36          512                1                  0    1        256       418       1         0         5         10000     10000     224         0           0           2             .018269      NA          2.118847          2.075953            2.075949           2.090000             3729          101
6.38          513                1                  0    1        256       418       1         0         5         10000     10000     224         0           0           2             .026799      NA          2.148756          2.107327            2.107321           2.140000             3729          100
6.47          517                1                  0    1        256       418       1         0         12        10000     10000     224         0           0           2             .037384      NA          2.426335          3.502483            3.502478           3.550000             3727          68
6.52          516                1                  0    1        256       418       1         0         12        10000     10000     224         0           0           2             .035222      NA          2.529722          3.781867            3.781861           3.830000             3727          66
6.52          518                1                  0    1        256       418       1         0         12        10000     10000     224         0           0           2             .029630      NA          2.512158          3.795466            3.795460           3.830000             3727          66
6.52          516                1                  0    1        256       418       1         0         12        10000     10000     224         0           0           2             .038763      NA          2.481143          3.444058            3.444053           3.490000             3727          71
6.50          518                1                  0    1        256       418       1         0         12        10000     10000     224         0           0           2             .030027      NA          2.467313          3.795795            3.795788           3.840000             3727          65
7.01          562                1                  0    1        256       419       1         0         5         10000     10000     224         0           0           2             .030038      NA          13.348530         13.310034           13.310029          13.340000            1965          100
6.98          563                1                  0    1        256       419       1         0         5         10000     10000     224         0           0           2             .031316      NA          12.900886         12.864369           12.864363          12.900000            1965          100
6.98          563                1                  0    1        256       419       1         0         5         10000     10000     224         0           0           2             .020732      NA          12.897558         12.859865           12.859859          12.880000            1965          100
6.94          563                1                  0    1        256       419       1         0         5         10000     10000     224         0           0           2             .031369      NA          13.337533         13.301856           13.301850          13.330000            1965          100
7.00          562                1                  0    1        256       419       1         0         5         10000     10000     224         0           0           2             .031733      NA          13.087666         13.052822           13.052815          13.090000            1965          100
7.07          567                1                  0    1        256       419       1         0         12        10000     10000     224         0           0           2             .028443      NA          12.043395         19.814116           19.814111          19.850000            2086          60
7.05          568                1                  0    1        256       419       1         0         12        10000     10000     224         0           0           2             .044198      NA          12.484150         20.298501           20.298496          20.350000            2090          61
7.08          567                1                  0    1        256       419       1         0         12        10000     10000     224         0           0           2             .023812      NA          12.006661         19.685236           19.685231          19.710000            2074          61
7.10          568                1                  0    1        256       419       1         0         12        10000     10000     224         0           0           2             .034730      NA          12.045838         20.068853           20.068848          20.110000            2085          60
