comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.06          275                1                  0    32       256       2         1         0         2         10000     10000     4000             30000       0           0           2             .000208      NA          .000153           .001253             .001650            .001875              6             328
2.06          275                1                  0    32       256       2         1         0         2         10000     10000     4000             30000       0           0           2             .000310      NA          .000158           .001449             .001681            .001875              8             344
2.02          274                1                  0    32       256       2         1         0         2         10000     10000     4000             30000       0           0           2             .000329      NA          .000140           .001307             .001625            .001875              6             310
2.04          274                1                  0    32       256       2         1         0         2         10000     10000     4000             30000       0           0           2             .000201      NA          .000195           .001605             .001699            .001875              6             410
2.03          274                1                  0    32       256       2         1         0         2         10000     10000     4000             30000       0           0           2             .000200      NA          .000157           .001288             .001657            .001875              6             335
2.05          274                1                  0    32       256       2         1         0         2         10000     10000     2000             30000       0           0           2             .000372      NA          .000131           .003377             .006657            .007187              6             85
2.05          274                1                  0    32       256       2         1         0         2         10000     10000     2000             30000       0           0           2             .000425      NA          .000127           .003167             .006539            .006875              6             87
2.06          275                1                  0    32       256       2         1         0         2         10000     10000     2000             30000       0           0           2             .000596      NA          .000138           .002917             .003482            .003750              6             162
2.06          274                1                  0    32       256       2         1         0         2         10000     10000     2000             30000       0           0           2             .000413      NA          .000124           .003212             .006483            .006875              6             86
2.02          274                1                  0    32       256       2         1         0         2         10000     10000     2000             30000       0           0           2             .000635      NA          .000158           .002889             .006355            .006875              6             97
2.06          275                1                  0    32       256       2         1         0         2         10000     10000     1000             30000       0           0           2             .000429      NA          .000150           .006439             .007993            .008437              6             81
2.08          274                1                  0    32       256       2         1         0         2         10000     10000     1000             30000       0           0           2             .000589      NA          .000150           .006600             .008297            .009062              6             73
2.05          273                1                  0    32       256       2         1         0         2         10000     10000     1000             30000       0           0           2             .000419      NA          .000158           .006615             .008052            .008437              6             80
2.00          274                1                  0    32       256       2         1         0         2         10000     10000     1000             30000       0           0           2             .000604      NA          .000146           .006668             .008408            .008750              6             76
2.08          275                1                  0    32       256       2         1         0         2         10000     10000     1000             30000       0           0           2             .000743      NA          .000144           .006974             .009245            .009687              6             68
2.06          274                1                  0    32       256       2         1         0         2         10000     10000     500              30000       0           0           2             .000526      NA          .000154           .012988             .023038            .023437              6             29
1.99          274                1                  0    32       256       2         1         0         2         10000     10000     500              30000       0           0           2             .000428      NA          .000147           .013859             .023784            .024375              8             27
2.03          275                1                  0    32       256       2         1         0         2         10000     10000     500              30000       0           0           2             .000402      NA          .000146           .015232             .024872            .025312              6             25
2.03          275                1                  0    32       256       2         1         0         2         10000     10000     500              30000       0           0           2             .000802      NA          .000169           .013010             .015600            .015937              6             45
2.04          274                1                  0    32       256       2         1         0         2         10000     10000     500              30000       0           0           2             .000430      NA          .000146           .013021             .023415            .024062              6             27
2.07          274                1                  0    32       256       2         1         0         2         10000     10000     500              30000       0           0           2             .000673      NA          .000171           .014935             .025008            .025312              6             28
2.05          275                1                  0    32       256       2         1         0         2         10000     10000     250              30000       0           0           2             .000579      NA          .000190           .031210             .047805            .047812              6             16
2.04          275                1                  0    32       256       2         1         0         2         10000     10000     250              30000       0           0           2             .000640      NA          .000164           .026039             .040416            .041250              6             17
2.07          275                1                  0    32       256       2         1         0         2         10000     10000     250              30000       0           0           2             .000641      NA          .000202           .024034             .032845            .033437              6             24
2.06          274                1                  0    32       256       2         1         0         2         10000     10000     250              30000       0           0           2             .000579      NA          .000172           .031250             .048658            .049375              6             14
2.07          274                1                  0    32       256       2         1         0         2         10000     10000     250              30000       0           0           2             .007334      NA          .000174           .030996             .049254            .049375              6             15
2.05          274                1                  0    32       256       2         1         0         2         10000     10000     100              30000       0           0           2             .000529      NA          .000188           .068031             .097098            .097812              6             8
2.04          275                1                  0    32       256       2         1         0         2         10000     10000     100              30000       0           0           2             .000504      NA          .000208           .070157             .095611            .095937              6             8
2.04          274                1                  0    32       256       2         1         0         2         10000     10000     100              30000       0           0           2             .000525      NA          .000191           .069369             .107160            .107812              6             7
2.04          273                1                  0    32       256       2         1         0         2         10000     10000     100              30000       0           0           2             .032314      NA          .000196           .063507             .091156            .091562              7             9
2.05          274                1                  0    32       256       2         1         0         2         10000     10000     100              30000       0           0           2             .000424      NA          .000182           .059829             .091715            .092187              6             8
2.08          274                1                  0    32       256       2         1         0         2         10000     10000     100              30000       0           0           2             .032220      NA          .000190           .060365             .085681            .086250              6             9
2.16          278                1                  0    32       256       2         1         0         9         10000     10000     4000             30000       0           0           2             .000349      NA          .000295           .001633             .001829            .001875              12            543
2.18          280                1                  0    32       256       2         1         0         9         10000     10000     4000             30000       0           0           2             .000428      NA          .000278           .001705             .001859            .002187              12            498
2.18          278                1                  0    32       256       2         1         0         9         10000     10000     4000             30000       0           0           2             .000306      NA          .000301           .001719             .001860            .002187              11            598
2.14          278                1                  0    32       256       2         1         0         9         10000     10000     4000             30000       0           0           2             .000510      NA          .000339           .001662             .001805            .002187              11            536
2.17          279                1                  0    32       256       2         1         0         9         10000     10000     4000             30000       0           0           2             .000280      NA          .000279           .001595             .001758            .001875              10            541
2.16          279                1                  0    32       256       2         1         0         9         10000     10000     2000             30000       0           0           2             .000775      NA          .000305           .003408             .003715            .004062              13            303
2.15          279                1                  0    32       256       2         1         0         9         10000     10000     2000             30000       0           0           2             .000475      NA          .000318           .004193             .007865            .008437              10            148
2.14          280                1                  0    32       256       2         1         0         9         10000     10000     2000             30000       0           0           2             .000324      NA          .000324           .003866             .006690            .006875              12            180
2.16          280                1                  0    32       256       2         1         0         9         10000     10000     2000             30000       0           0           2             .000376      NA          .000318           .003938             .006924            .007187              12            174
2.15          279                1                  0    32       256       2         1         0         9         10000     10000     2000             30000       0           0           2             .000740      NA          .000325           .003437             .003749            .004375              13            292
2.18          280                1                  0    32       256       2         1         0         9         10000     10000     1000             30000       0           0           2             .000768      NA          .000353           .007550             .008807            .009062              11            151
2.17          279                1                  0    32       256       2         1         0         9         10000     10000     1000             30000       0           0           2             .000752      NA          .000359           .007757             .009127            .009687              12            149
2.19          279                1                  0    32       256       2         1         0         9         10000     10000     1000             30000       0           0           2             .000664      NA          .000363           .007496             .009423            .009687              12            146
2.22          278                1                  0    32       256       2         1         0         9         10000     10000     1000             30000       0           0           2             .000798      NA          .000367           .008314             .009703            .010312              10            136
2.18          279                1                  0    32       256       2         1         0         9         10000     10000     1000             30000       0           0           2             .000197      NA          .000352           .009303             .011577            .011875              11            114
2.18          278                1                  0    32       256       2         1         0         9         10000     10000     500              30000       0           0           2             .000780      NA          .000361           .017181             .025445            .026250              14            53
2.20          280                1                  0    32       256       2         1         0         9         10000     10000     500              30000       0           0           2             .000565      NA          .000354           .016761             .025724            .025937              12            52
2.16          278                1                  0    32       256       2         1         0         9         10000     10000     500              30000       0           0           2             .000644      NA          .000352           .014761             .022825            .023125              14            59
2.16          279                1                  0    32       256       2         1         0         9         10000     10000     500              30000       0           0           2             .000564      NA          .000350           .015757             .024090            .024375              12            56
2.19          278                1                  0    32       256       2         1         0         9         10000     10000     500              30000       0           0           2             .032196      NA          .000359           .013199             .017486            .033125              12            43
2.22          279                1                  0    32       256       2         1         0         9         10000     10000     500              30000       0           0           2             .000805      NA          .000379           .016000             .024262            .024687              12            58
2.17          280                1                  0    32       256       2         1         0         9         10000     10000     250              30000       0           0           2             .000764      NA          .000359           .030429             .040665            .040937              12            33
