comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  packetdrops(%)  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000369      NA          .000115           .000124             .000188            .000833              6             870
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000577      NA          .000099           .000178             .000346            .000833              6             603
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000536      NA          .000106           .000243             .000344            .000833              6             684
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000505      NA          .000092           .000184             .000376            .000833              6             680
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000377      NA          .000108           .000122             .000176            .000416              7             1005
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000378      NA          .000103           .000162             .000184            .000833              6             834
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000335      NA          .000136           .000150             .000213            .000833              6             977
0.01          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000348      NA          .000138           .000156             .000220            .000833              6             890
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000343      NA          .000103           .000129             .000195            .000833              6             835
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           0               1             .000371      NA          .000133           .000160             .000219            .000833              7             909
0.03          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           1               1             .043325      NA          .000105           .002020             .042902            .043750              7             18
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           1               1             .000372      NA          .000107           .003694             .042744            .043333              6             17
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           1               1             .042302      NA          .000131           .003716             .043051            .043750              6             18
0.02          3                  1                  0    4        512       524       1         0         5         10000     10000     0              0                1           0           1           1               1             .043058      NA          .000118           .008931             .042485            .043333              6             17
