comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;32;70;1;0;5;10000;10000;64;0;3;2;.009789;NA;.085328;.122933;.171626;.181250;352;1196
0.02;3;1;0;1;32;70;1;0;5;10000;10000;64;1;3;2;.014927;.100712;.059089;.125146;.172454;.280000;628;761
0.03;3;1;0;1;32;70;1;1;5;10000;10000;64;0;3;2;.007374;NA;.079978;.095014;.131310;.139583;341;1448
0.01;3;1;0;1;32;70;1;1;5;10000;10000;64;1;3;2;.012325;.097096;.054043;.094482;.134908;.234583;610;839
0.01;3;1;0;1;32;170;1;0;5;10000;10000;64;0;3;2;.013717;NA;.092434;.096900;.151181;.163750;350;1453
0.02;3;1;0;1;32;170;1;0;5;10000;10000;64;1;3;2;.025545;.117375;.054914;.087508;.121837;.250416;808;865
0.01;3;1;0;1;32;170;1;1;5;10000;10000;64;0;3;2;.009596;NA;.078225;.082711;.125876;.135833;333;1468
0.01;3;1;0;1;32;170;1;1;5;10000;10000;64;1;3;2;.015550;.120284;.052397;.082434;.115253;.245833;628;802
0.01;3;1;0;1;32;270;1;0;5;10000;10000;64;0;3;2;.010657;NA;.087634;.089746;.130468;.141666;388;1581
0.02;3;1;0;1;32;270;1;0;5;10000;10000;64;1;3;2;.018500;.105891;.057858;.089228;.128454;.243333;688;876
0.02;3;1;0;1;32;270;1;1;5;10000;10000;64;0;3;2;.007840;NA;.077662;.082094;.119224;.127500;339;1544
0.02;3;1;0;1;32;270;1;1;5;10000;10000;64;1;3;2;.014385;.098536;.051078;.081705;.113518;.219166;610;871
0.01;3;1;0;1;32;71;1;0;5;10000;10000;64;0;3;2;.013769;NA;.145366;.219952;.303352;.317500;515;1154
0.03;3;1;0;1;32;71;1;0;5;10000;10000;64;1;3;2;.022986;.170218;.100052;.220964;.304763;.487083;935;734
0.01;3;1;0;1;32;71;1;1;5;10000;10000;64;0;3;2;.010686;NA;.137330;.169401;.234089;.245000;508;1403
0.01;3;1;0;1;32;71;1;1;5;10000;10000;64;1;3;2;.018656;.163828;.095444;.173837;.243007;.413750;935;821
0.03;3;1;0;1;32;171;1;0;5;10000;10000;64;0;3;2;.019827;NA;.151702;.163821;.258892;.278750;605;1394
0.01;3;1;0;1;32;171;1;0;5;10000;10000;64;1;3;2;.040203;.197106;.092959;.147097;.204761;.419583;1262;874
0.02;3;1;0;1;32;171;1;1;5;10000;10000;64;0;3;2;.014297;NA;.133572;.143280;.212353;.227083;494;1487
0.02;3;1;0;1;32;171;1;1;5;10000;10000;64;1;3;2;.023504;.172247;.085967;.138155;.193580;.376250;953;860
0.03;3;1;0;1;32;271;1;0;5;10000;10000;64;0;3;2;.015536;NA;.144921;.150666;.225938;.241666;537;1522
0.03;3;1;0;1;32;271;1;0;5;10000;10000;64;1;3;2;.028455;.179248;.096305;.149787;.216195;.407083;1071;873
0.02;3;1;0;1;32;271;1;1;5;10000;10000;64;0;3;2;.011609;NA;.131672;.140053;.202548;.214583;495;1541
0.02;3;1;0;1;32;271;1;1;5;10000;10000;64;1;3;2;.022374;.200884;.085881;.137326;.195150;.399583;937;799
0.03;3;1;0;1;32;72;1;0;5;10000;10000;64;0;3;2;.019572;NA;.255937;.394814;.542702;.562916;792;1137
0.02;3;1;0;1;32;72;1;0;5;10000;10000;64;1;3;2;.032648;.302566;.187771;.413760;.574323;.892916;1378;733
0.01;3;1;0;1;32;72;1;1;5;10000;10000;64;0;3;2;.015576;NA;.244971;.340991;.478258;.494583;773;1231
0.02;3;1;0;1;32;72;1;1;5;10000;10000;64;1;3;2;.027347;.299542;.176057;.351948;.486805;.789583;1388;781
