program  c.domain  adv.model      protocol         partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  System time (s)  Preprocessing Time(s)  Online Phase(s)
62       RING      semihonest     replicated-ring  3          16.05         469                4                  25000            100         0.366297             0.57                 50            87%        ~828          0.282336        0.847008         0.21             0.00600285,0.3583      
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.387321             0.58                 51            87%        ~828          0.282336        0.847008         0.19             0.00622586,0.378816    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.415257             0.61                 49            89%        ~828          0.282336        0.847008         0.20             0.00567804,0.407553    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.386953             0.58                 49            88%        ~828          0.282336        0.847008         0.22             0.0063051,0.378559     
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.384681             0.57                 50            87%        ~828          0.282336        0.847008         0.25             0.00564143,0.376805    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.303933             0.49                 49            89%        ~828          0.282336        0.847008         0.19             0.00479007,0.296914    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.361837             0.55                 49            82%        ~828          0.282336        0.847008         0.16             0.00638983,0.353466    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.365064             0.56                 49            84%        ~828          0.282336        0.847008         0.23             0.00513905,0.357735    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.383489             0.58                 52            90%        ~828          0.282336        0.847008         0.20             0.0061715,0.375176     
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 25000            100         0.342876             0.54                 50            88%        ~828          0.282336        0.847008         0.19             0.00594435,0.334838    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.320027             0.52                 50            85%        ~828          0.282336        0.847008         0.18             0.00509382,0.31269     
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.37547              0.57                 51            90%        ~828          0.282336        0.847008         0.25             0.00574861,0.367494    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.407906             0.60                 49            87%        ~828          0.282336        0.847008         0.23             0.00638613,0.399413    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.409099             0.60                 51            85%        ~828          0.282336        0.847008         0.24             0.00659111,0.400573    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.386255             0.59                 52            90%        ~828          0.282336        0.847008         0.17             0.00536039,0.378828    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.416194             0.62                 51            87%        ~828          0.282336        0.847008         0.24             0.00640505,0.407564    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.321935             0.52                 49            71%        ~828          0.282336        0.847008         0.17             0.00557019,0.314721    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.41129              0.61                 51            86%        ~828          0.282336        0.847008         0.24             0.00553359,0.403281    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.408568             0.59                 51            89%        ~828          0.282336        0.847008         0.24             0.00631368,0.40003     
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 10000            100         0.381025             0.57                 51            88%        ~828          0.282336        0.847008         0.20             0.00569215,0.373065    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.367217             0.56                 49            89%        ~828          0.282336        0.847008         0.18             0.00637173,0.358613    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.382245             0.58                 49            85%        ~828          0.282336        0.847008         0.20             0.00635692,0.373921    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.385485             0.59                 51            83%        ~828          0.282336        0.847008         0.18             0.00564586,0.37759     
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.400276             0.60                 51            87%        ~828          0.282336        0.847008         0.23             0.00574871,0.392302    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.414899             0.61                 49            85%        ~828          0.282336        0.847008         0.18             0.00568338,0.407164    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.213841             0.41                 49            86%        ~828          0.282336        0.847008         0.15             0.00457865,0.207189    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.420479             0.62                 49            87%        ~828          0.282336        0.847008         0.24             0.00548958,0.412736    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.405355             0.63                 49            83%        ~828          0.282336        0.847008         0.19             0.00568085,0.3974      
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.329031             0.52                 49            90%        ~828          0.282336        0.847008         0.16             0.00536864,0.321297    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 1000             100         0.326405             0.52                 50            66%        ~828          0.282336        0.847008         0.15             0.00557336,0.319004    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.394226             0.59                 49            86%        ~828          0.282336        0.847008         0.24             0.00584882,0.38605     
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.377428             0.58                 50            86%        ~828          0.282336        0.847008         0.18             0.00535114,0.369859    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.372748             0.58                 49            88%        ~828          0.282336        0.847008         0.19             0.0057153,0.364907     
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.367099             0.56                 49            90%        ~828          0.282336        0.847008         0.20             0.006099,0.358758      
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.355148             0.55                 49            83%        ~828          0.282336        0.847008         0.16             0.00568433,0.347455    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.28872              0.49                 50            76%        ~828          0.282336        0.847008         0.14             0.00588805,0.281255    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.419388             0.62                 51            88%        ~828          0.282336        0.847008         0.23             0.00649463,0.410649    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.405799             0.60                 50            79%        ~828          0.282336        0.847008         0.25             0.00477291,0.399123    
62       RING      semihonest     replicated-ring  3          NA            NA                 NA                 100              100         0.401303             0.60                 49            89%        ~828          0.282336        0.847008         0.17             0.00552644,0.393663    
