comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
3.07;293;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.034100;NA;.553818;25.170807;25.170802;25.210000;4;2
3.04;292;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.029267;NA;.567276;26.137529;26.137525;26.170000;4;2
3.37;291;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.030341;NA;.577566;26.143681;26.143676;26.170000;4;2
3.28;291;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.034941;NA;.581968;26.124382;26.124377;26.160000;4;2
3.18;292;1;0;1;1;58;1;0;2;10000;10000;10;1;0;0;16;.030107;NA;.498334;26.064766;26.064761;26.100000;4;1
3.32;291;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.072901;NA;.572257;51.739567;51.739564;51.810000;4;1
3.14;292;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.062349;NA;.577747;51.688486;51.688483;51.750000;4;1
3.06;291;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.059988;NA;.573270;50.954899;50.954894;51.010000;4;1
3.35;292;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.067244;NA;.577157;51.750847;51.750842;51.820000;4;1
3.20;291;1;0;1;1;58;1;0;2;10000;10000;20;1;0;0;16;.059501;NA;.587575;51.728880;51.728874;51.790000;4;1
3.04;293;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.094126;NA;.581532;77.339743;77.339735;77.430000;4;0
3.04;292;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.088053;NA;.580866;77.359247;77.359242;77.450000;4;0
3.04;293;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.089220;NA;.586288;77.323145;77.323140;77.410000;4;0
3.15;292;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.092803;NA;.594285;77.282530;77.282525;77.380000;4;0
3.35;292;1;0;1;1;58;1;0;2;10000;10000;30;1;0;0;16;.092511;NA;.525477;77.361501;77.361496;77.450000;4;0
3.31;293;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.121953;NA;.584482;102.884552;102.884548;103.010000;4;0
3.10;292;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.115997;NA;.581218;102.959578;102.959573;103.070000;4;0
3.09;293;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.125329;NA;.548394;102.870929;102.870921;103.000000;4;0
3.04;291;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.124830;NA;.581239;102.917600;102.917595;103.040000;4;0
3.11;292;1;0;1;1;58;1;0;2;10000;10000;40;1;0;0;16;.121432;NA;.554727;102.476836;102.476828;102.600000;4;0
2.97;291;1;0;1;1;58;1;0;2;10000;10000;50;1;0;0;16;.155477;NA;.543405;128.523874;128.523869;128.680000;4;0
3.04;292;1;0;1;1;58;1;0;2;10000;10000;50;1;0;0;16;.153826;NA;.567339;128.518110;128.518105;128.670000;4;0
3.04;292;1;0;1;1;58;1;0;2;10000;10000;50;1;0;0;16;.150411;NA;.589887;128.549975;128.549970;128.700000;4;0
3.25;293;1;0;1;1;58;1;0;2;10000;10000;50;1;0;0;16;.150483;NA;.542373;128.537221;128.537214;128.690000;4;0
3.04;291;1;0;1;1;58;1;0;2;10000;10000;50;1;0;0;16;.150919;NA;.530701;128.550580;128.550572;128.700000;4;0
3.02;291;1;0;1;1;58;1;0;2;10000;10000;60;1;0;0;16;.181723;NA;.579364;154.107477;154.107472;154.290000;4;0
3.31;292;1;0;1;1;58;1;0;2;10000;10000;60;1;0;0;16;.181431;NA;.538588;143.256047;143.256042;143.440000;4;0
3.24;292;1;0;1;1;58;1;0;2;10000;10000;60;1;0;0;16;.180110;NA;.587774;154.083208;154.083202;154.260000;4;0
3.00;292;1;0;1;1;58;1;0;2;10000;10000;60;1;0;0;16;.181375;NA;.576721;154.168483;154.168475;154.350000;4;0
3.03;292;1;0;1;1;58;1;0;2;10000;10000;60;1;0;0;16;.182638;NA;.571813;154.101797;154.101789;154.280000;4;0
2.52;277;1;0;1;1;58;1;0;3;10000;10000;10;1;0;0;16;.029226;NA;.010492;26.161515;26.161510;26.190000;4;0
2.56;278;1;0;1;1;58;1;0;3;10000;10000;10;1;0;0;16;.034695;NA;.008161;26.154950;26.154946;26.190000;4;0
2.51;278;1;0;1;1;58;1;0;3;10000;10000;10;1;0;0;16;.046422;NA;.012287;26.158736;26.158732;26.200000;4;0
2.49;277;1;0;1;1;58;1;0;3;10000;10000;10;1;0;0;16;.038329;NA;.008306;26.172626;26.172622;26.210000;4;0
2.36;278;1;0;1;1;58;1;0;3;10000;10000;10;1;0;0;16;.032500;NA;.010760;26.164645;26.164640;26.200000;4;0
2.40;277;1;0;1;1;58;1;0;3;10000;10000;20;1;0;0;16;.061425;NA;.011490;51.759908;51.759903;51.820000;4;0
2.38;278;1;0;1;1;58;1;0;3;10000;10000;20;1;0;0;16;.064835;NA;.012383;51.763705;51.763700;51.830000;4;0
2.37;278;1;0;1;1;58;1;0;3;10000;10000;20;1;0;0;16;.059693;NA;.008158;51.761353;51.761347;51.820000;4;0
2.42;279;1;0;1;1;58;1;0;3;10000;10000;20;1;0;0;16;.060943;NA;.012166;51.759150;51.759144;51.820000;4;0
2.52;277;1;0;1;1;58;1;0;3;10000;10000;20;1;0;0;16;.059304;NA;.012289;51.749732;51.749725;51.810000;4;0
