comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.26;324;1;0;1;256;14;1;0;2;10000;10000;10;0;0;0;0.005733;NA;0.000827;0.000240;0.000218;0.00;3;55
2.17;323;1;0;1;256;14;1;0;2;10000;10000;30;0;0;0;0.005094;NA;0.000830;0.000256;0.000251;0.00;3;50
2.25;323;1;0;1;256;14;1;0;2;10000;10000;50;0;0;0;0.005783;NA;0.000753;0.000424;0.000407;0.00;3;44
2.23;324;1;0;1;256;14;1;0;2;10000;10000;100;0;0;0;0.005690;NA;0.000827;0.000327;0.000321;0.00;3;44
2.19;323;1;0;1;256;14;1;0;2;10000;10000;300;0;0;0;0.011045;NA;0.001530;0.004783;0.004771;0.01;3;26
2.20;324;1;0;1;256;14;1;0;2;10000;10000;500;0;0;0;0.005470;NA;0.001689;0.001460;0.001448;0.01;3;50
2.20;323;1;0;1;256;14;1;0;3;10000;10000;10;0;0;0;0.004858;NA;0.000734;0.000264;0.000250;0.00;3;42
2.21;323;1;0;1;256;14;1;0;3;10000;10000;30;0;0;0;0.004629;NA;0.000789;0.000305;0.000290;0.00;4;50
2.22;324;1;0;1;256;14;1;0;3;10000;10000;50;0;0;0;0.016242;NA;0.000733;0.000226;0.000221;0.01;3;21
2.21;324;1;0;1;256;14;1;0;3;10000;10000;100;0;0;0;0.005799;NA;0.000837;0.000314;0.000308;0.00;3;44
2.20;324;1;0;1;256;14;1;0;3;10000;10000;300;0;0;0;0.011140;NA;0.001210;0.000895;0.000882;0.01;4;33
2.24;323;1;0;1;256;14;1;0;3;10000;10000;500;0;0;0;0.005614;NA;0.001326;0.000877;0.000863;0.00;4;44
2.20;323;1;0;1;256;14;1;0;5;10000;10000;10;0;0;0;0.011058;NA;0.000701;0.000191;0.000173;0.01;3;28
2.24;323;1;0;1;256;14;1;0;5;10000;10000;30;0;0;0;0.004767;NA;0.000633;0.000223;0.000206;0.00;3;50
2.22;323;1;0;1;256;14;1;0;5;10000;10000;50;0;0;0;0.011032;NA;0.000654;0.000219;0.000207;0.01;4;28
2.22;324;1;0;1;256;14;1;0;5;10000;10000;100;0;0;0;0.004943;NA;0.000974;0.000427;0.000421;0.00;3;44
2.21;323;1;0;1;256;14;1;0;5;10000;10000;300;0;0;0;0.005847;NA;0.001326;0.000810;0.000804;0.01;3;50
2.21;323;1;0;1;256;14;1;0;5;10000;10000;500;0;0;0;0.005778;NA;0.001800;0.001219;0.001203;0.01;4;50
2.23;323;1;0;1;256;14;1;0;6;10000;10000;10;0;0;0;0.003010;NA;0.000777;0.000233;0.000205;0.00;4;66
